category	hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	uniprot_flag	go_flag	hpa_flag	surfy_flag	cspa_flag	n_db_votes	sonnet_full_flag	adc_source	therapeutic	adc_antigen	target_function	viral_agent	viral_protein	viral_entry_mode
ADC	HGNC:17885	STEAP2	Q8NFT2	ENSG00000157214	261729	1	0	0	0	0	1	1	ADCdb		Metalloreductase STEAP2 (STEAP2)	Metalloreductase that has the ability to reduce both Fe(3+) to Fe(2+) and Cu(2+) to Cu(1+). Uses NAD(+) as acceptor.			
ADC	HGNC:1804	CD52	P31358	ENSG00000169442	1043	1	0	0	1	0	2	1	ADCdb		CAMPATH-1 antigen (CD52)	May play a role in carrying and orienting carbohydrate, as well as having a more specific role.			
ADC	HGNC:18152	TNFRSF12A	Q9NP84	ENSG00000006327	51330	1	0	1	0	0	2	1	ADCdb		Tumor necrosis factor receptor superfamily member 12A (TNFRSF12A)	Receptor for TNFSF12/TWEAK. Weak inducer of apoptosis in some cell types. Promotes angiogenesis and the proliferation of endothelial cells. May modulate cellular adhesion to matrix proteins.			
ADC	HGNC:1817	CEACAM5	P06731	ENSG00000105388	1048	1	1	1	1	0	4	1	TheraSAbDab	Labetuzumab; Tusamitamab; LABETUZUMAB GOVITECAN; TUSAMITAMAB RAVTANSINE	Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5); Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5); Carcinoembryonic antigen-related cell adhesion molecule 6 (CEACAM6)	Cell surface glycoprotein that plays a role in cell adhesion, intracellular signaling and tumor progression. Mediates homophilic and heterophilic cell adhesion with other carcinoembryonic antigen-related cell adhesion molecules, such as CEACAM6. Plays a role as an oncogene by promoting tumor progression; induces resistance to anoikis of colorectal carcinoma cells.			
ADC	HGNC:18219	CD248	Q9HCU0	ENSG00000174807	57124	1	1	1	1	0	4	1	ADCdb		Endosialin (CD248)	May play a role in tumor angiogenesis.			
ADC	HGNC:18505	RNF43	Q68DV7	ENSG00000108375	54894	1	0	0	1	0	2	1	ADCdb		E3 ubiquitin-protein ligase RNF43 (RNF43)	E3 ubiquitin-protein ligase that acts as a negative regulator of the Wnt signaling pathway by mediating the ubiquitination, endocytosis and subsequent degradation of Wnt receptor complex components Frizzled. Acts on both canonical and non-canonical Wnt signaling pathway. Along with RSPO2 and ZNRF3, constitutes a master switch that governs limb specification.			
ADC	HGNC:18508	FCRL5	Q96RD9	ENSG00000143297	83416	1	1	0	1	1	4	1	ADCdb		Fc receptor-like protein 5 (FCRL5); Fc receptor-like protein 5 (FCRL5); Myeloid cell surface antigen CD33 (CD33)	May be involved in B-cell development and differentiation in peripheral lymphoid organs and may be useful markers of B-cell stages. May have an immunoregulatory role in marginal zone B-cells. May play a role in fertilization.			
ADC	HGNC:18607	SLC39A6	Q13433	ENSG00000141424	25800	1	1	1	1	1	5	1	TheraSAbDab	Ladiratuzumab; Laventatug; LADIRATUZUMAB VEDOTIN	Zinc transporter ZIP6 (SLC39A6)	May act as a zinc-influx transporter.			
ADC	HGNC:19137	CD276	Q5ZPR3	ENSG00000103855	80381	1	1	0	1	1	4	1	TheraSAbDab	Ifinatamab; Mirzotamab; Vobramitamab	CD276 antigen (CD276); CD276 antigen (CD276); Programmed cell death 1 ligand 1 (CD274)	May participate in the regulation of T-cell-mediated immune response. May play a protective role in tumor cells by inhibiting natural-killer mediated cell lysis as well as a role of marker for detection of neuroblastoma cells. May be involved in the development of acute and chronic transplant rejection and in the regulation of lymphocytic activity at mucosal surfaces. Could also play a key role in providing the placenta and fetus with a suitable immunological environment throughout pregnancy. Both isoform 1 and isoform 2 appear to be redundant in their ability to modulate CD4 T-cell responses. Isoform 2 is shown to enhance the induction of cytotoxic T-cells and selectively stimulates interferon gamma production in the presence of T-cell receptor signaling.			
ADC	HGNC:19688	NECTIN4	Q96NY8	ENSG00000143217	81607	1	0	1	1	0	3	1	TheraSAbDab	Enfortumab; ENFORTUMAB VEDOTIN	Nectin-4 (NECTIN4)	Seems to be involved in cell adhesion through trans- homophilic and -heterophilic interactions, the latter including specifically interactions with NECTIN1. Does not act as receptor for alpha-herpesvirus entry into cells.			
ADC	HGNC:2032	CLDN1	O95832	ENSG00000163347	9076	1	1	0	1	0	3	1	ADCdb		Claudin-1 (CLDN1)	Claudins function as major constituents of the tight junction complexes that regulate the permeability of epithelia. While some claudin family members play essential roles in the formation of impermeable barriers, others mediate the permeability to ions and small molecules. Often, several claudin family members are coexpressed and interact with each other, and this determines the overall permeability. CLDN1 is required to prevent the paracellular diffusion of small molecules through tight junctions in the epidermis and is required for the normal barrier function of the skin. Required for normal water homeostasis and to prevent excessive water loss through the skin, probably via an indirect effect on the expression levels of other proteins, since CLDN1 itself seems to be dispensable for water barrier formation in keratinocyte tight junctions. (Microbial infection) Acts as a co-receptor for hepatitis C virus (HCV) in hepatocytes. Associates with CD81 and the CLDN1-CD81 receptor complex is essential for HCV entry into host cell. Acts as a receptor for dengue virus.			
ADC	HGNC:2039	CLDN18	P56856	ENSG00000066405	51208	1	0	1	1	0	3	1	TheraSAbDab	Ciletatug; Garetatug; Sonesitatug					
ADC	HGNC:2048	CLDN6	P56747	ENSG00000184697	9074	1	0	0	1	0	2	1	TheraSAbDab	Ixotatug	Claudin-6 (CLDN6); Claudin-9 (CLDN9); Claudin-6 (CLDN6)	Plays a major role in tight junction-specific obliteration of the intercellular space.			
ADC	HGNC:20818	LRRC15	Q8TF66	ENSG00000172061	131578	1	1	1	1	1	5	1	TheraSAbDab	Samrotamab	Leucine-rich repeat-containing protein 15 (LRRC15)				
ADC	HGNC:21014	ANTXR1	Q9H6X2	ENSG00000169604	84168	1	1	0	1	1	4	1	ADCdb		Anthrax toxin receptor 1 (ANTXR1)	Plays a role in cell attachment and migration. Interacts with extracellular matrix proteins and with the actin cytoskeleton. Mediates adhesion of cells to type 1 collagen and gelatin, reorganization of the actin cytoskeleton and promotes cell spreading. Plays a role in the angiogenic response of cultured umbilical vein endothelial cells.			
ADC	HGNC:21392	SLAMF6	Q96DU3	ENSG00000162739	114836	1	1	1	1	1	5	1	ADCdb		SLAM family member 6 (SLAMF6)	Self-ligand receptor of the signaling lymphocytic activation molecule (SLAM) family. SLAM receptors triggered by homo- or heterotypic cell-cell interactions are modulating the activation and differentiation of a wide variety of immune cells and thus are involved in the regulation and interconnection of both innate and adaptive immune response. Activities are controlled by presence or absence of small cytoplasmic adapter proteins, SH2D1A/SAP and/or SH2D1B/EAT-2. Triggers cytolytic activity only in natural killer cells (NK) expressing high surface densities of natural cytotoxicity receptors. Positive signaling in NK cells implicates phosphorylation of VAV1. NK cell activation seems to depend on SH2D1B and not on SH2D1A. In conjunction with SLAMF1 controls the transition between positive selection and the subsequent expansion and differentiation of the thymocytic natural killer T (NKT) cell lineage. Promotes T-cell differentiation into a helper T-cell Th17 phenotype leading to increased IL-17 secretion; the costimulatory activity requires SH2D1A. Promotes recruitment of RORC to the IL-17 promoter. In conjunction with SLAMF1 and CD84/SLAMF5 may be a negative regulator of the humoral immune response. In the absence of SH2D1A/SAP can transmit negative signals to CD4(+) T- cells and NKT cells. Negatively regulates germinal center formation by inhibiting T-cell:B-cell adhesion; the function probably implicates increased association with PTPN6/SHP-1 via ITSMs in absence of SH2D1A/SAP. However, reported to be involved in maintaining B-cell tolerance in germinal centers and in preventing autoimmunity.			
ADC	HGNC:21394	SLAMF7	Q9NQ25	ENSG00000026751	57823	1	1	0	1	1	4	1	TheraSAbDab	Azintuxizumab; AZINTUXIZUMAB VEDOTIN	SLAM family member 7 (SLAMF7)	Self-ligand receptor of the signaling lymphocytic activation molecule (SLAM) family. SLAM receptors triggered by homo- or heterotypic cell-cell interactions are modulating the activation and differentiation of a wide variety of immune cells and thus are involved in the regulation and interconnection of both innate and adaptive immune response. Activities are controlled by presence or absence of small cytoplasmic adapter proteins, SH2D1A/SAP and/or SH2D1B/EAT-2. Isoform 1 mediates NK cell activation through a SH2D1A-independent extracellular signal-regulated ERK-mediated pathway. Positively regulates NK cell functions by a mechanism dependent on phosphorylated SH2D1B. Downstream signaling implicates PLCG1, PLCG2 and PI3K. In addition to heterotypic NK cells-.get cells interactions also homotypic interactions between NK cells may contribute to activation. However, in the absence of SH2D1B, inhibits NK cell function. Acts also inhibitory in T-cells. May play a role in lymphocyte adhesion. In LPS-activated monocytes negatively regulates production of pro-inflammatory cytokines.			
ADC	HGNC:216	ADAM9	Q13443	ENSG00000168615	8754	1	1	0	1	1	4	1	TheraSAbDab	Izeltabart	Disintegrin and metalloproteinase domain-containing protein 9 (ADAM9)	Cleaves and releases a number of molecules with important roles in tumorigenesis and angiogenesis, such as TEK, KDR, EPHB4, CD40, VCAM1 and CDH5. May mediate cell-cell, cell-matrix interactions and regulate the motility of cells via interactions with integrins.			
ADC	HGNC:21625	ANO1	Q5XXA6	ENSG00000131620	55107	1	1	1	1	0	4	1	ADCdb		Anoctamin-1 (ANO1)	Calcium-activated chloride channel (CaCC). Plays a role in transepithelial anion transport and smooth muscle contraction. Required for the normal functioning of the interstitial cells of Cajal (ICCs) which generate electrical pacemaker activity in gastrointestinal smooth muscles. Acts as a major contributor to basal and stimulated chloride conductance in airway epithelial cells and plays an important role in tracheal cartilage development. Required for CFTR activation by enhancing endoplasmic reticulum Ca(2+) store release and is also required for CFTR membrane expression. Required for basal and ATP-dependent mucus secretion in airways and intestine, probably by controlling exocytosis of mucus-filled granules by providing Ca(2+) to an apical signaling compartment. Contributes to airway mucus expression induced by interleukins IL3 and IL8 and by the asthma-associated protein CLCA1 and is required for expression of mucin MUC5AC. However, was shown in another study not to be required for MUC5AC expression. Plays a role in the propagation of Ca(2+) waves in Kolliker&#039;s organ in the cochlea and contributes to the refinement of auditory brainstem circuitries prior to hearing onset. In vomeronasal sensory neurons, modulates spontaneous firing patterns in the absence of stimuli as well as the firing pattern of pheromone- evoked activity. Responsible for calcium-activated chloride channel activity in type I taste cells of the vallate papillae. Acts as a heat sensor in nociceptive neurons. In dorsal root ganglion neurons, plays a role in mediating non-histaminergic Mas-related G-protein coupled receptor (MRGPR)- dependent itching, acting as a downstream effector of MRGPRs. In the developing brain, required for the Ca(2+)-dependent process extension of radial glial cells. Calcium-activated chloride channel (CaCC). Contributes to calcium-activated chloride secretion in human sweat gland epithelial cells. Shows increased basal chloride permeability and decreased Ca(2+)-induced chloride permeability. Calcium-activated chloride channel (CaCC). Shows increased sensitivity to intracellular Ca(2+).			
ADC	HGNC:21732	ANTXR2	P58335	ENSG00000163297	118429	1	1	0	1	0	3	1	ADCdb		Anthrax toxin receptor 2 (ANTXR2)	Necessary for cellular interactions with laminin and the extracellular matrix.			
ADC	HGNC:2220	COLEC10	Q9Y6Z7	ENSG00000184374	10584	0	1	0	0	0	1	1	ADCdb		Collectin-10 (COLEC10)	Lectin that binds to various sugars: galactose &gt; mannose = fucose &gt; N-acetylglucosamine &gt; N-acetylgalactosamine. Acts as a chemoattractant, probably involved in the regulation of cell migration.			
ADC	HGNC:23029	DPEP3	Q9H4B8	ENSG00000141096	64180	1	0	0	1	0	2	1	TheraSAbDab	Tamrintamab	Dipeptidase 3 (DPEP3)	Lacks dipeptidase activity and is unable to hydrolyze cystinyl-bis-glycine, leukotriene D4 and the beta-lactam antibiotic imipenem. The absence of activity may be due to the inability of asparagine (instead of aspartate found in DPEP1/2) at position 359 to function as the acid/base catalyst and activate the nucleophilic water/hydroxide. A tyrosine (instead of histidine) at position 269 reduces affinity for the beta zinc and may cause substrate steric hindrance.			
ADC	HGNC:2334	CR1	P17927	ENSG00000203710	1378	1	1	1	1	1	5	1	ADCdb		Complement receptor type 1 (CR1)	Membrane immune adherence receptor that plays a critical role in the capture and clearance of complement-opsonized pathogens by erythrocytes and monocytes/macrophages. Mediates the binding by these cells of particles and immune complexes that have activated complement to eliminate them from the circulation. Acts also in the inhibition of spontaneous complement activation by impairing the formation and function of the alternative and classical pathway C3/C5 convertases, and by serving as a cofactor for the cleavage by factor I of C3b to iC3b, C3c and C3d,g, and of C4b to C4c and C4d. Also plays a role in immune regulation by contributing, upon ligand binding, to the generation of regulatory T cells from activated helper T cells.			
ADC	HGNC:23503	SLITRK6	Q9H5Y7	ENSG00000184564	84189	1	1	1	1	1	5	1	TheraSAbDab	Sirtratumab	SLIT and NTRK-like protein 6 (SLITRK6)	Regulator of neurite outgrowth required for normal hearing and vision.			
ADC	HGNC:24357	CDCP1	Q9H5V8	ENSG00000163814	64866	1	0	0	1	1	3	1	ADCdb		CUB domain-containing protein 1 (CDCP1)	May be involved in cell adhesion and cell matrix association. May play a role in the regulation of anchorage versus migration or proliferation versus differentiation via its phosphorylation. May be a novel marker for leukemia diagnosis and for immature hematopoietic stem cell subsets. Belongs to the tetraspanin web involved in tumor progression and metastasis.			
ADC	HGNC:2439	CSF3R	Q99062	ENSG00000119535	1441	1	1	0	1	0	3	1	ADCdb		Granulocyte colony-stimulating factor receptor (CSF3R)	Receptor for granulocyte colony-stimulating factor (CSF3), essential for granulocytic maturation. Plays a crucial role in the proliferation, differientation and survival of cells along the neutrophilic lineage. In addition it may function in some adhesion or recognition events at the cell surface.			
ADC	HGNC:24880	LYPD3	O95274	ENSG00000124466	27076	1	0	0	1	1	3	1	TheraSAbDab	Lupartumab	Ly6/PLAUR domain-containing protein 3 (LYPD3)	Supports cell migration. May be involved in urothelial cell- matrix interactions. May be involved in tumor progression.			
ADC	HGNC:2505	CTLA4	P16410	ENSG00000163599	1493	1	1	0	1	0	3	1	ADCdb		Cytotoxic T-lymphocyte protein 4 (CTLA4)	Inhibitory receptor acting as a major negative regulator of T-cell responses. The affinity of CTLA4 for its natural B7 family ligands, CD80 and CD86, is considerably stronger than the affinity of their cognate stimulatory coreceptor CD28.			
ADC	HGNC:2529	CTSD	P07339	ENSG00000117984	1509	0	0	0	0	1	1	1	ADCdb		Cathepsin D (CTSD)	Acid protease active in intracellular protein breakdown. Plays a role in APP processing following cleavage and activation by ADAM30 which leads to APP degradation. Involved in the pathogenesis of several diseases such as breast cancer and possibly Alzheimer disease.			
ADC	HGNC:2561	CXCR4	P61073	ENSG00000121966	7852	1	1	0	1	0	3	1	ADCdb		C-X-C chemokine receptor type 4 (CXCR4)	Receptor for the C-X-C chemokine CXCL12/SDF-1 that transduces a signal by increasing intracellular calcium ion levels and enhancing MAPK1/MAPK3 activation. Involved in the AKT signaling cascade. Plays a role in regulation of cell migration, e.g. during wound healing. Acts as a receptor for extracellular ubiquitin; leading to enhanced intracellular calcium ions and reduced cellular cAMP levels. Binds bacterial lipopolysaccharide (LPS) et mediates LPS-induced inflammatory response, including TNF secretion by monocytes. Involved in hematopoiesis and in cardiac ventricular septum formation. Also plays an essential role in vascularization of the gastrointestinal tract, probably by regulating vascular branching and/or remodeling processes in endothelial cells. Involved in cerebellar development. In the CNS, could mediate hippocampal-neuron survival.			
ADC	HGNC:2665	CD55	P08174	ENSG00000196352	1604	1	1	0	1	1	4	1	ADCdb		Complement decay-accelerating factor (CD55)	This protein recognizes C4b and C3b fragments that condense; with cell-surface hydroxyl or amino groups when nascent C4b and C3b are; locally generated during C4 and c3 activation. Interaction of daf with; cell-associated C4b and C3b polypeptides interferes with their ability; to catalyze the conversion of C2 and factor B to enzymatically active; C2a and Bb and thereby prevents the formation of C4b2a and C3bBb, the; amplification convertases of the complement cascade.; Inhibits complement activation by destabilizing and preventing the; formation of C3 and C5 convertases, which prevents complement damage;.			
ADC	HGNC:26838	TIGIT	Q495A1	ENSG00000181847	201633	1	1	0	1	1	4	1	ADCdb		T-cell immunoreceptor with Ig and ITIM domains (TIGIT)	Binds with high affinity to the poliovirus receptor (PVR) which causes increased secretion of IL10 and decreased secretion of IL12B and suppresses T-cell activation by promoting the generation of mature immunoregulatory dendritic cells.			
ADC	HGNC:2810	GSDME	O60443	ENSG00000105928	1687	0	0	0	0	0	0	1	ADCdb		Gasdermin-E (GSDME)	Precursor of a pore-forming protein that converts non-inflammatory apoptosis to pyroptosis. This form constitutes the precursor of the pore-forming protein: upon cleavage, the released N-terminal moiety (Gasdermin-E, N-terminal) binds to membranes and forms pores, triggering pyroptosis.			
ADC	HGNC:28873	VTCN1	Q7Z7D3	ENSG00000134258	79679	1	1	1	1	0	4	1	TheraSAbDab	Felmetatug; Puxitatug	V-set domain-containing T-cell activation inhibitor 1 (VTCN1)	Negatively regulates T-cell-mediated immune response by inhibiting T-cell activation, proliferation, cytokine production and development of cytotoxicity. When expressed on the cell surface of tumor macrophages, plays an important role, together with regulatory T- cells (Treg), in the suppression of tumor-associated antigen-specific T-cell immunity. Involved in promoting epithelial cell transformation.			
ADC	HGNC:28993	PIEZO1	Q92508	ENSG00000103335	9780	1	0	0	1	1	3	1	ADCdb		Piezo-type mechanosensitive ion channel component 1 (PIEZO1)	Pore-forming subunit of a mechanosensitive non-specific cation channel. Generates currents characterized by a linear current-voltage relationship that are sensitive to ruthenium red and gadolinium. Plays a key role in epithelial cell adhesion by maintaining integrin activation through R- Ras recruitment to the ER, most probably in its activated state, and subsequent stimulation of calpain signaling. In the kidney, may contribute to the detection of intraluminal pressure changes and to urine flow sensing. Acts as shear-stress sensor that promotes endothelial cell organization and alignment in the direction of blood flow through calpain activation. Plays a key role in blood vessel formation and vascular structure in both development and adult physiology. Acts as sensor of phosphatidylserine (PS) flipping at the plasma membrane and governs morphogenesis of muscle cells. In myoblasts, flippase-mediated PS enrichment at the inner leaflet of plasma membrane triggers channel activation and Ca2+ influx followed by Rho GTPases signal transduction, leading to assembly of cortical actomyosin fibers and myotube formation.			
ADC	HGNC:2907	DLK1	P80370	ENSG00000185559	8788	1	0	0	1	0	2	1	ADCdb		Protein delta homolog 1 (DLK1)	May have a role in neuroendocrine differentiation.			
ADC	HGNC:2909	DLL3	Q9NYJ7	ENSG00000090932	10683	1	0	1	1	0	3	1	TheraSAbDab	Rovalpituzumab; ROVALPITUZUMAB TESIRINE	Delta-like protein 3 (DLL3)	Inhibits primary neurogenesis. May be required to divert neurons along a specific differentiation pathway. Plays a role in the formation of somite boundaries during segmentation of the paraxial mesoderm.			
ADC	HGNC:2910	DLL4	Q9NR61	ENSG00000128917	54567	1	0	0	1	0	2	1	ADCdb		Delta-like protein 4 (DLL4)	Involved in the Notch signaling pathway as Notch ligand. Activates NOTCH1 and NOTCH4. Involved in angiogenesis; negatively regulates endothelial cell proliferation and migration and angiogenic sprouting. Essential for retinal progenitor proliferation. Required for suppressing rod fates in late retinal progenitors as well as for proper generation of other retinal cell types. During spinal cord neurogenesis, inhibits V2a interneuron fate.			
ADC	HGNC:29480	LRG1	P02750	ENSG00000171236	116844	0	0	0	0	0	0	1	ADCdb		Leucine-rich alpha-2-glycoprotein (LRG1)				
ADC	HGNC:29572	LSR	Q86X29	ENSG00000105699	51599	1	0	1	0	0	2	1	ADCdb		Lipolysis-stimulated lipoprotein receptor (LSR)	Probable role in the clearance of triglyceride-rich lipoprotein from blood. Binds chylomicrons, LDL and VLDL in presence of free fatty acids and allows their subsequent uptake in the cells. Maintains epithelial barrier function by recruiting MARVELD2/tricellulin to tricellular tight junctions.			
ADC	HGNC:29602	PDPN	Q86YL7	ENSG00000162493	10630	1	1	1	0	0	3	1	ADCdb		Podoplanin (PDPN)	Mediates effects on cell migration and adhesion through its different partners. During development plays a role in blood and lymphatic vessels separation by binding CLEC1B, triggering CLEC1B activation in platelets and leading to platelet activation and/or aggregation. Interaction with CD9, on the contrary, attenuates platelet aggregation induced by PDPN. Through MSN or EZR interaction promotes epithelial- mesenchymal transition (EMT) leading to ERZ phosphorylation and triggering RHOA activation leading to cell migration increase and invasiveness. Interaction with CD44 promotes directional cell migration in epithelial and tumor cells. In lymph nodes (LNs), controls fibroblastic reticular cells (FRCs) adhesion to the extracellular matrix (ECM) and contraction of the actomyosin by maintaining ERM proteins (EZR; MSN and RDX) and MYL9 activation through association with unknown transmembrane proteins. Engagement of CLEC1B by PDPN promotes FRCs relaxation by blocking lateral membrane interactions leading to reduction of ERM proteins (EZR; MSN and RDX) and MYL9 activation. Through binding with LGALS8 may participate in connection of the lymphatic endothelium to the surrounding extracellular matrix. In keratinocytes, induces changes in cell morphology showing an elongated shape, numerous membrane protrusions, major reorganization of the actin cytoskeleton, increased motility and decreased cell adhesion. Controls invadopodia stability and maturation leading to efficient degradation of the extracellular matrix (ECM) in tumor cells through modulation of RHOC activity in order to activate ROCK1/ROCK2 and LIMK1/LIMK2 and inactivation of CFL1. Required for normal lung cell proliferation and alveolus formation at birth. Does not function as a water channel or as a regulator of aquaporin-type water channels. Does not have any effect on folic acid or amino acid transport.			
ADC	HGNC:3009	DPP4	P27487	ENSG00000197635	1803	1	1	0	1	1	4	1	ADCdb		Dipeptidyl peptidase 4 (DPP4)	Cell surface glycoprotein receptor involved in the costimulatory signal essential for T-cell receptor (TCR)-mediated T- cell activation. Acts as a positive regulator of T-cell coactivation, by binding at least ADA, CAV1, IGF2R, and PTPRC. Its binding to CAV1 and CARD11 induces T-cell proliferation and NF-kappa-B activation in a T-cell receptor/CD3-dependent manner. Its interaction with ADA also regulates lymphocyte-epithelial cell adhesion. In association with FAP is involved in the pericellular proteolysis of the extracellular matrix (ECM), the migration and invasion of endothelial cells into the ECM. May be involved in the promotion of lymphatic endothelial cells adhesion, migration and tube formation. When overexpressed, enhanced cell proliferation, a process inhibited by GPC3. Acts also as a serine exopeptidase with a dipeptidyl peptidase activity that regulates various physiological processes by cleaving peptides in the circulation, including many chemokines, mitogenic growth factors, neuropeptides and peptide hormones such as brain natriuretic peptide 32. Removes N-terminal dipeptides sequentially from polypeptides having unsubstituted N-termini provided that the penultimate residue is proline. (Microbial infection) Acts as a receptor for human coronavirus MERS-CoV-2.			
ADC	HGNC:31713	CLEC12A	Q5QGZ9	ENSG00000172322	160364	1	0	0	1	1	3	1	ADCdb		C-type lectin domain family 12 member A (CLEC12A)	Cell surface receptor that modulates signaling cascades and mediates tyrosine phosphorylation of .get MAP kinases.			
ADC	HGNC:3180	EDNRB	P24530	ENSG00000136160	1910	1	0	1	1	0	3	1	ADCdb		Endothelin receptor type B (EDNRB)	Non-specific receptor for endothelin 1, 2, and 3. Mediates its action by association with G proteins that activate a phosphatidylinositol-calcium second messenger system.			
ADC	HGNC:320	AGER	Q15109	ENSG00000204305	177	1	1	1	1	0	4	1	ADCdb		Advanced glycosylation end product-specific receptor (AGER)	Cell surface pattern recognition receptor that senses endogenous stress signals with a broad ligand repertoire including advanced glycation end products, S100 proteins, high-mobility group box 1 protein/HMGB1, amyloid beta/APP oligomers, nucleic acids, phospholipids and glycosaminoglycans. Advanced glycosylation end products are nonenzymatically glycosylated proteins which accumulate in vascular tissue in aging and at an accelerated rate in diabetes. These ligands accumulate at inflammatory sites during the pathogenesis of various diseases, including diabetes, vascular complications, neurodegenerative disorders, and cancers and RAGE transduces their binding into pro-inflammatory responses. Upon ligand binding, uses TIRAP and MYD88 as adapters to transduce the signal ultimately leading to the induction or inflammatory cytokines IL6, IL8 and TNFalpha through activation of NF-kappa-B. Interaction with S100A12 on endothelium, mononuclear phagocytes, and lymphocytes triggers cellular activation, with generation of key pro-inflammatory mediators. Interaction with S100B after myocardial infarction may play a role in myocyte apoptosis by activating ERK1/2 and p53/TP53 signaling. Contributes to the translocation of amyloid-beta peptide (ABPP) across the cell membrane from the extracellular to the intracellular space in cortical neurons. ABPP- initiated RAGE signaling, especially stimulation of p38 mitogen- activated protein kinase (MAPK), has the capacity to drive a transport system delivering ABPP as a complex with RAGE to the intraneuronal space. Participates in endothelial albumin transcytosis together with HMGB1 through the RAGE/SRC/Caveolin-1 pathway, leading to endothelial hyperpermeability. Mediates the loading of HMGB1 in extracellular vesicles (EVs) that shuttle HMGB1 to hepatocytes by transferrin-mediated endocytosis and subsequently promote hepatocyte pyroptosis by activating the NLRP3 inflammasome. Promotes also extracellular hypomethylated DNA (CpG DNA) uptake by cells via the endosomal route to activate inflammatory responses.			
ADC	HGNC:3224	EFNA4	P52798	ENSG00000243364	1945	1	0	0	1	1	3	1	ADCdb		Ephrin-A4 (EFNA4)	Cell surface GPI-bound ligand for Eph receptors, a family of receptor tyrosine kinases which are crucial for migration, repulsion and adhesion during neuronal, vascular and epithelial development. Binds promiscuously Eph receptors residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. May play a role in the interaction between activated B-lymphocytes and dendritic cells in tonsils.			
ADC	HGNC:3229	EGF	P01133	ENSG00000138798	1950	1	0	0	1	0	2	1	ADCdb		Pro-epidermal growth factor (EGF)	EGF stimulates the growth of various epidermal and epithelial tissues in vivo and in vitro and of some fibroblasts in cell culture. Magnesiotropic hormone that stimulates magnesium reabsorption in the renal distal convoluted tubule via engagement of EGFR and activation of the magnesium channel TRPM6. Can induce neurite outgrowth in motoneurons of the pond snail Lymnaea stagnalis in vitro.			
ADC	HGNC:3236	EGFR	P00533	ENSG00000146648	1956	1	1	1	1	1	5	1	TheraSAbDab	Becotatug; Depatuxizumab; Izalontamab; Laprituximab; Losatuxizumab; Serclutamab; (+3 more)	Epidermal growth factor receptor (EGFR); Epidermal growth factor receptor (EGFR); Mucin-1 (MUC1); (+4 more)	Receptor tyrosine kinase binding ligands of the EGF family and activating several signaling cascades to convert extracellular cues into appropriate cellular responses. Known ligands include EGF, TGFA/TGF-alpha, AREG, epigen/EPGN, BTC/betacellulin, epiregulin/EREG and HBEGF/heparin- binding EGF. Ligand binding triggers receptor homo- and/or heterodimerization and autophosphorylation on key cytoplasmic residues. The phosphorylated receptor recruits adapter proteins like GRB2 which in turn activates complex downstream signaling cascades. Activates at least 4 major downstream signaling cascades including the RAS-RAF-MEK-ERK, PI3 kinase-AKT, PLCgamma-PKC and STATs modules. May also activate the NF-kappa-B signaling cascade. Also directly phosphorylates other proteins like RGS16, activating its GTPase activity and probably coupling the EGF receptor signaling to the G protein-coupled receptor signaling. Also phosphorylates MUC1 and increases its interaction with SRC and CTNNB1/beta-catenin. Positively regulates cell migration via interaction with CCDC88A/GIV which retains EGFR at the cell membrane following ligand stimulation, promoting EGFR signaling which triggers cell migration. Plays a role in enhancing learning and memory performance. Plays a role in mammalian pain signaling (long-lasting hypersensitivity).			
ADC	HGNC:3349	ENG	P17813	ENSG00000106991	2022	1	1	1	1	1	5	1	ADCdb		Endoglin (ENG)	Vascular endothelium glycoprotein that plays an important role in the regulation of angiogenesis. Required for normal structure and integrity of adult vasculature. Regulates the migration of vascular endothelial cells. Required for normal extraembryonic angiogenesis and for embryonic heart development. May regulate endothelial cell shape changes in response to blood flow, which drive vascular remodeling and establishment of normal vascular morphology during angiogenesis. May play a critical role in the binding of endothelial cells to integrins and/or other RGD receptors. Acts as TGF-beta coreceptor and is involved in the TGF-beta/BMP signaling cascade that ultimately leads to the activation of SMAD transcription factors. Required for GDF2/BMP9 signaling through SMAD1 in endothelial cells and modulates TGFB1 signaling through SMAD3.			
ADC	HGNC:33494	CT83		ENSG00000204019	203413	0	0	0	0	0	0	0	ADCdb		Kita-kyushu lung cancer antigen 1 (CT83)				
