gene_symbol	hgnc_id	uniprot_acc	ensembl_gene	ncbi_gene_id	category	subcategory	facet	surface_call_reason	induction_trigger	low_endogenous_expression	state_dependence
LTB4R	HGNC:6713	Q15722	ENSG00000213903	1241.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
LTB4R2	HGNC:19260	Q9NPC1	ENSG00000213906	56413.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
LTBR	HGNC:6718	P36941	ENSG00000111321	4055.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
LVRN	HGNC:26904	Q6Q4G3	ENSG00000172901	206338.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
LY6D	HGNC:13348	Q14210	ENSG00000167656	8581.0	canonical	all	none	gpi_anchored	oncogenic	0	high
LY6E	HGNC:6727	Q16553	ENSG00000160932	4061.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
LY6G6C	HGNC:13936	O95867	ENSG00000204421	80740.0	canonical	all	none	gpi_anchored	oncogenic	1	moderate
LY6G6D	HGNC:13935	O95868	ENSG00000244355	58530.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
LY6H	HGNC:6728	O94772	ENSG00000176956	4062.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
LY6K	HGNC:24225	Q17RY6	ENSG00000160886	54742.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
LY6S	HGNC:54397	P0DTL4	ENSG00000291309	105375795.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
LY75	HGNC:6729	O60449	ENSG00000054219	4065.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
LY9	HGNC:6730	Q9HBG7	ENSG00000122224	4063.0	canonical	all	none	classical_surface_receptor	none	0	moderate
LY96	HGNC:17156	Q9Y6Y9	ENSG00000154589	23643.0	canonical	all	none	stable_complex_partner	oncogenic	0	high
LYNX1	HGNC:29604	P0DP58	ENSG00000180155	66004.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
LYPD1	HGNC:28431	Q8N2G4	ENSG00000150551	116372.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
LYPD2	HGNC:25215	Q6UXB3	ENSG00000197353	137797.0	canonical	all	none	gpi_anchored	oncogenic	1	moderate
LYPD3	HGNC:24880	O95274	ENSG00000124466	27076.0	canonical	all	none	gpi_anchored	oncogenic	0	high
LYPD6	HGNC:28751	Q86Y78	ENSG00000187123	130574.0	canonical	all	none	gpi_anchored	none	0	moderate
LYPD6B	HGNC:27018	Q8NI32	ENSG00000150556	130576.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
LYVE1	HGNC:14687	Q9Y5Y7	ENSG00000133800	10894.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
MAS1	HGNC:6899	P04201	ENSG00000130368	4142.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
MC1R	HGNC:6929	Q01726	ENSG00000258839	4157.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MC3R	HGNC:6931	P41968	ENSG00000124089	4159.0	canonical	all	none	classical_surface_receptor	other	0	moderate
MC4R	HGNC:6932	P32245	ENSG00000166603	4160.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
MC5R	HGNC:6933	P33032	ENSG00000176136	4161.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
MCAM	HGNC:6934	P43121	ENSG00000076706	4162.0	canonical	all	none	classical_surface_receptor	oncogenic	0	high
MCHR1	HGNC:4479	Q99705	ENSG00000128285	2847.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
MCHR2	HGNC:20867	Q969V1	ENSG00000152034	84539.0	canonical	all	none	classical_surface_receptor	none	1	low
MDGA1	HGNC:19267	Q8NFP4	ENSG00000112139	266727.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
MDGA2	HGNC:19835	Q7Z553	ENSG00000139915	161357.0	canonical	all	none	gpi_anchored	immune	0	moderate
MEGF10	HGNC:29634	Q96KG7	ENSG00000145794	84466.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
MEGF8	HGNC:3233	Q7Z7M0	ENSG00000105429	1954.0	canonical	all	none	classical_surface_receptor	none	0	moderate
MEGF9	HGNC:3234	Q9H1U4	ENSG00000106780	1955.0	canonical	all	induced	cell_state_induced	oncogenic	1	moderate
MELTF	HGNC:7037	P08582	ENSG00000163975	4241.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
MEP1A	HGNC:7015	Q16819	ENSG00000112818	4224.0	canonical	all	none	stable_complex_partner	oncogenic	0	high
MEP1B	HGNC:7020	Q16820	ENSG00000141434	4225.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MERTK	HGNC:7027	Q12866	ENSG00000153208	10461.0	canonical	all	none	classical_surface_receptor	none	0	moderate
MET	HGNC:7029	P08581	ENSG00000105976	4233.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MFGE8	HGNC:7036	Q08431	ENSG00000140545	4240.0	canonical	all	induced	cell_state_induced	none	0	high
MFSD2A	HGNC:25897	Q8NA29	ENSG00000168389	84879.0	canonical	all	none	multipass_with_exposed_loops	immune	0	moderate
MFSD6	HGNC:24711	Q6ZSS7	ENSG00000151690	54842.0	canonical	all	none	multipass_with_exposed_loops	stress_hypoxia	0	moderate
MICA	HGNC:7090	Q29983	ENSG00000204520	100507436.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
MICB	HGNC:7091	Q29980	ENSG00000204516	4277.0	canonical	all	induced	cell_state_induced	none	0	high
MILR1	HGNC:27570	Q7Z6M3	ENSG00000271605	284021.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
MLNR	HGNC:4495	O43193	ENSG00000102539	2862.0	canonical	all	none	classical_surface_receptor	none	1	moderate
MME	HGNC:7154	P08473	ENSG00000196549	4311.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MMP14	HGNC:7160	P50281	ENSG00000157227	4323.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MMP15	HGNC:7161	P51511	ENSG00000102996	4324.0	canonical	all	none	classical_surface_receptor	none	0	moderate
MMP16	HGNC:7162	P51512	ENSG00000156103	4325.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MMP17	HGNC:7163	Q9ULZ9	ENSG00000198598	4326.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
MMP25	HGNC:14246	Q9NPA2	ENSG00000008516	64386.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
MOSMO	HGNC:27087	Q8NHV5	ENSG00000185716	730094.0	canonical	all	none	dual_localization	none	0	moderate
MPL	HGNC:7217	P40238	ENSG00000117400	4352.0	canonical	all	none	classical_surface_receptor	none	0	moderate
MPZL1	HGNC:7226	O95297	ENSG00000197965	9019.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MPZL2	HGNC:3496	O60487	ENSG00000149573	10205.0	canonical	all	induced	cell_state_induced	oncogenic	0	moderate
MRAP2	HGNC:21232	Q96G30	ENSG00000135324	112609.0	canonical	all	none	classical_surface_receptor	none	1	moderate
MRC1	HGNC:7228	P22897	ENSG00000260314	4360.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MRC2	HGNC:16875	Q9UBG0	ENSG00000011028	9902.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MRGPRD	HGNC:29626	Q8TDS7	ENSG00000172938	116512.0	canonical	all	none	classical_surface_receptor	none	1	moderate
MRGPRE	HGNC:30694	Q86SM8	ENSG00000184350	116534.0	canonical	all	none	dual_localization	other	1	moderate
MRGPRF	HGNC:24828	Q96AM1	ENSG00000172935	116535.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MS4A1	HGNC:7315	P11836	ENSG00000156738	931.0	canonical	all	none	multipass_with_exposed_loops	none	0	moderate
MS4A3	HGNC:7317	Q96HJ5	ENSG00000149516	932.0	canonical	all	none	multipass_with_exposed_loops	none	1	moderate
MS4A4A	HGNC:13371	Q96JQ5	ENSG00000110079	51338.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
MS4A8	HGNC:13380	Q9BY19	ENSG00000166959	83661.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
MSLN	HGNC:7371	Q13421	ENSG00000102854	10232.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
MSR1	HGNC:7376	P21757	ENSG00000038945	4481.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MST1R	HGNC:7381	Q04912	ENSG00000164078	4486.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MTNR1A	HGNC:7463	P48039	ENSG00000168412	4543.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MTNR1B	HGNC:7464	P49286	ENSG00000134640	4544.0	canonical	all	none	classical_surface_receptor	none	0	moderate
MUC1	HGNC:7508	P15941	ENSG00000185499	4582.0	canonical	all	none	classical_surface_receptor	oncogenic	0	high
MUC13	HGNC:7511	Q9H3R2	ENSG00000173702	56667.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MUC15	HGNC:14956	Q8N387	ENSG00000169550	143662.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MUC16	HGNC:15582	Q8WXI7	ENSG00000181143	94025.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
MUC20	HGNC:23282	Q8N307	ENSG00000176945	200958.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
MUC21	HGNC:21661	Q5SSG8	ENSG00000204544	394263.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MUC3B	HGNC:13384	Q9H195		57876.0	canonical	all	none	classical_surface_receptor	none	0	moderate
MUC4	HGNC:7514	Q99102	ENSG00000145113	4585.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
MXRA5	HGNC:7539	Q9NR99	ENSG00000101825	25878.0	canonical	all	none	dual_localization	immune	0	high
MXRA8	HGNC:7542	Q9BRK3	ENSG00000162576	54587.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
MYADM	HGNC:7544	Q96S97	ENSG00000179820	91663.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
MYMK	HGNC:33778	A6NI61	ENSG00000187616	389827.0	canonical	all	induced	cell_state_induced	other	0	high
NAALADL1	HGNC:23536	Q9UQQ1	ENSG00000168060	10004.0	canonical	all	induced	cell_state_induced	oncogenic	1	moderate
NALCN	HGNC:19082	Q8IZF0	ENSG00000102452	259232.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
NALF1	HGNC:33877	B1AL88	ENSG00000204442	728215.0	canonical	all	none	stable_complex_partner	oncogenic	1	high
NCAM1	HGNC:7656	P13591	ENSG00000149294	4684.0	canonical	all	none	classical_surface_receptor	none	0	moderate
NCAM2	HGNC:7657	O15394	ENSG00000154654	4685.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NCR1	HGNC:6731	O76036	ENSG00000189430	9437.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NCR2	HGNC:6732	O95944	ENSG00000096264	9436.0	canonical	all	induced	cell_state_induced	immune	1	high
NCR3	HGNC:19077	O14931	ENSG00000204475	259197.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NCR3LG1	HGNC:42400	Q68D85	ENSG00000188211	374383.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
NCSTN	HGNC:17091	Q92542	ENSG00000162736	23385.0	canonical	all	none	stable_complex_partner	oncogenic	0	moderate
NECTIN1	HGNC:9706	Q15223	ENSG00000110400	5818.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NECTIN2	HGNC:9707	Q92692	ENSG00000130202	5819.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NECTIN3	HGNC:17664	Q9NQS3	ENSG00000177707	25945.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NECTIN4	HGNC:19688	Q96NY8	ENSG00000143217	81607.0	canonical	all	none	classical_surface_receptor	none	0	moderate
NEGR1	HGNC:17302	Q7Z3B1	ENSG00000172260	257194.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
NELL1	HGNC:7750	Q92832	ENSG00000165973	4745.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
NEO1	HGNC:7754	Q92859	ENSG00000067141	4756.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NETO2	HGNC:14644	Q8NC67	ENSG00000171208	81831.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
NEU3	HGNC:7760	Q9UQ49	ENSG00000162139	10825.0	canonical	all	none	dual_localization	oncogenic	0	high
NGFR	HGNC:7809	P08138	ENSG00000064300	4804.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NINJ1	HGNC:7824	Q92982	ENSG00000131669	4814.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
NINJ2	HGNC:7825	Q9NZG7	ENSG00000171840	4815.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
NIPA2	HGNC:17044	Q8N8Q9	ENSG00000140157	81614.0	canonical	all	none	multipass_with_exposed_loops	stress_hypoxia	0	moderate
NLGN1	HGNC:14291	Q8N2Q7	ENSG00000169760	22871.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NLGN2	HGNC:14290	Q8NFZ4	ENSG00000169992	57555.0	canonical	all	none	classical_surface_receptor	other	0	moderate
NLGN3	HGNC:14289	Q9NZ94	ENSG00000196338	54413.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NLGN4X	HGNC:14287	Q8N0W4	ENSG00000146938	57502.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NMBR	HGNC:7843	P28336	ENSG00000135577	4829.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
NMUR1	HGNC:4518	Q9HB89	ENSG00000171596	10316.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
NMUR2	HGNC:16454	Q9GZQ4	ENSG00000132911	56923.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
NOTCH1	HGNC:7881	P46531	ENSG00000148400	4851.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NOTCH2	HGNC:7882	Q04721	ENSG00000134250	4853.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NOTCH3	HGNC:7883	Q9UM47	ENSG00000074181	4854.0	canonical	all	none	classical_surface_receptor	stress_hypoxia	0	moderate
NOTCH4	HGNC:7884	Q99466	ENSG00000204301	4855.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
NOX1	HGNC:7889	Q9Y5S8	ENSG00000007952	27035.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
NPBWR1	HGNC:4522	P48145	ENSG00000288611	2831.0	canonical	all	none	classical_surface_receptor	none	0	moderate
NPBWR2	HGNC:4530	P48146	ENSG00000125522	2832.0	canonical	all	none	classical_surface_receptor	none	1	low
NPC1L1	HGNC:7898	Q9UHC9	ENSG00000015520	29881.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
NPFFR1	HGNC:17425	Q9GZQ6	ENSG00000148734	64106.0	canonical	all	none	classical_surface_receptor	stress_hypoxia	0	moderate
NPFFR2	HGNC:4525	Q9Y5X5	ENSG00000056291	10886.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NPNT	HGNC:27405	Q6UXI9	ENSG00000168743	255743.0	canonical	all	none	stable_surface_attachment	immune	0	high
NPR1	HGNC:7943	P16066	ENSG00000169418	4881.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NPR2	HGNC:7944	P20594	ENSG00000159899	4882.0	canonical	all	none	classical_surface_receptor	other	0	moderate
NPR3	HGNC:7945	P17342	ENSG00000113389	4883.0	canonical	all	none	classical_surface_receptor	stress_hypoxia	0	moderate
NPSR1	HGNC:23631	Q6W5P4	ENSG00000187258	387129.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NPTN	HGNC:17867	Q9Y639	ENSG00000156642	27020.0	canonical	all	none	classical_surface_receptor	none	0	moderate
NPTX1	HGNC:7952	Q15818	ENSG00000171246	4884.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
NPTXR	HGNC:7954	O95502	ENSG00000221890	23467.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
NPY1R	HGNC:7956	P25929	ENSG00000164128	4886.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NPY2R	HGNC:7957	P49146	ENSG00000185149	4887.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NPY5R	HGNC:7958	Q15761	ENSG00000164129	4889.0	canonical	all	none	classical_surface_receptor	oncogenic	0	high
NRCAM	HGNC:7994	Q92823	ENSG00000091129	4897.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NRG1	HGNC:7997	Q02297	ENSG00000157168	3084.0	canonical	all	none	dual_localization	oncogenic	0	high
NRG2	HGNC:7998	O14511	ENSG00000158458	9542.0	canonical	all	none	dual_localization	immune	1	high
NRN1	HGNC:17972	Q9NPD7	ENSG00000124785	51299.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
NRP1	HGNC:8004	O14786	ENSG00000099250	8829.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NRP2	HGNC:8005	O60462	ENSG00000118257	8828.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NRXN2	HGNC:8009	P58401	ENSG00000110076	9379.0	canonical	all	none	classical_surface_receptor	other	0	moderate
NRXN3	HGNC:8010	Q9HDB5	ENSG00000021645	9369.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
NT5E	HGNC:8021	P21589	ENSG00000135318	4907.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
NTM	HGNC:17941	Q9P121	ENSG00000182667	50863.0	canonical	all	none	gpi_anchored	immune	0	moderate
NTNG1	HGNC:23319	Q9Y2I2	ENSG00000162631	22854.0	canonical	all	none	gpi_anchored	oncogenic	0	moderate
NTNG2	HGNC:14288	Q96CW9	ENSG00000196358	84628.0	canonical	all	none	gpi_anchored	none	1	moderate
NTRK1	HGNC:8031	P04629	ENSG00000198400	4914.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NTRK2	HGNC:8032	Q16620	ENSG00000148053	4915.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NTRK3	HGNC:8033	Q16288	ENSG00000140538	4916.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NTSR1	HGNC:8039	P30989	ENSG00000101188	4923.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
NTSR2	HGNC:8040	O95665	ENSG00000169006	23620.0	canonical	all	induced	cell_state_induced	none	0	high
OCLN	HGNC:8104	Q16625	ENSG00000197822	100506658.0	canonical	all	induced	cell_state_induced	immune	0	high
OCSTAMP	HGNC:16116	Q9BR26	ENSG00000149635	128506.0	canonical	all	induced	cell_state_induced	immune	0	high
OLR1	HGNC:8133	P78380	ENSG00000173391	4973.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
OPCML	HGNC:8143	Q14982	ENSG00000183715	4978.0	canonical	all	none	gpi_anchored	oncogenic	0	high
OPN3	HGNC:14007	Q9H1Y3	ENSG00000054277	23596.0	canonical	all	none	dual_localization	oncogenic	0	moderate
OPN5	HGNC:19992	Q6U736	ENSG00000124818	221391.0	canonical	all	none	classical_surface_receptor	stress_hypoxia	0	moderate
OPRD1	HGNC:8153	P41143	ENSG00000116329	4985.0	canonical	all	none	classical_surface_receptor	infection	0	moderate
OPRK1	HGNC:8154	P41145	ENSG00000082556	4986.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
OPRL1	HGNC:8155	P41146	ENSG00000125510	4987.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
OPRM1	HGNC:8156	P35372	ENSG00000112038	4988.0	canonical	all	none	classical_surface_receptor	other	1	moderate
OR10H1	HGNC:8172	Q9Y4A9	ENSG00000186723	26539.0	canonical	all	induced	cell_state_induced	oncogenic	1	moderate
OR11H4	HGNC:15347	Q8NGC9	ENSG00000176198	390442.0	canonical	all	none	classical_surface_receptor	none	1	low
OR14J1	HGNC:13971	Q9UGF5	ENSG00000204695	442191.0	canonical	all	none	classical_surface_receptor	none	1	low
OR2B11	HGNC:31249	Q5JQS5	ENSG00000177535	127623.0	canonical	all	none	classical_surface_receptor	none	1	moderate
OR2H1	HGNC:8252	Q9GZK4	ENSG00000204688	26716.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
OR3A1	HGNC:8282	P47881	ENSG00000180090	4994.0	canonical	all	none	classical_surface_receptor	other	1	moderate
OR4M1	HGNC:14735	Q8NGD0	ENSG00000176299	441670.0	canonical	all	none	classical_surface_receptor	stress_hypoxia	1	moderate
OR4S2	HGNC:15183	Q8NH73	ENSG00000174982	219431.0	canonical	all	none	multipass_with_exposed_loops	none	1	low
OR51E1	HGNC:15194	Q8TCB6	ENSG00000180785	143503.0	canonical	all	induced	cell_state_induced	oncogenic	0	moderate
OR51E2	HGNC:15195	Q9H255	ENSG00000167332	81285.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
OR6A2	HGNC:15301	O95222	ENSG00000184933	8590.0	canonical	all	induced	cell_state_induced	other	1	high
OR8D1	HGNC:8481	Q8WZ84	ENSG00000196341	283159.0	canonical	all	none	classical_surface_receptor	none	1	moderate
ORAI1	HGNC:25896	Q96D31	ENSG00000276045	84876.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
ORAI2	HGNC:21667	Q96SN7	ENSG00000160991	80228.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
ORAI3	HGNC:28185	Q9BRQ5	ENSG00000175938	93129.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
OSCAR	HGNC:29960	Q8IYS5	ENSG00000170909	126014.0	canonical	all	none	classical_surface_receptor	none	1	moderate
OSMR	HGNC:8507	Q99650	ENSG00000145623	9180.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
OTOP2	HGNC:19657	Q7RTS6	ENSG00000183034	92736.0	canonical	all	none	multipass_with_exposed_loops	none	1	moderate
OTOP3	HGNC:19658	Q7RTS5	ENSG00000182938	347741.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	1	moderate
OXER1	HGNC:24884	Q8TDS5	ENSG00000162881	165140.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
OXGR1	HGNC:4531	Q96P68	ENSG00000165621	27199.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
P2RX1	HGNC:8533	P51575	ENSG00000108405	5023.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
P2RX2	HGNC:15459	Q9UBL9	ENSG00000187848	22953.0	canonical	all	none	multipass_with_exposed_loops	other	0	moderate
P2RX3	HGNC:8534	P56373	ENSG00000109991	5024.0	canonical	all	none	multipass_with_exposed_loops	other	0	moderate
P2RX5	HGNC:8536	Q93086	ENSG00000083454	5026.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
P2RX6	HGNC:8538	O15547	ENSG00000099957	9127.0	canonical	all	none	stable_complex_partner	oncogenic	1	high
P2RX7	HGNC:8537	Q99572	ENSG00000089041	5027.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
P2RY1	HGNC:8539	P47900	ENSG00000169860	5028.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
P2RY10	HGNC:19906	O00398	ENSG00000078589	27334.0	canonical	all	none	classical_surface_receptor	immune	1	moderate
P2RY11	HGNC:8540	Q96G91	ENSG00000244165	5032.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
P2RY12	HGNC:18124	Q9H244	ENSG00000169313	64805.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
P2RY13	HGNC:4537	Q9BPV8	ENSG00000181631	53829.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
P2RY14	HGNC:16442	Q15391	ENSG00000174944	9934.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
P2RY2	HGNC:8541	P41231	ENSG00000175591	5029.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
P2RY4	HGNC:8542	P51582	ENSG00000186912	5030.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
P2RY6	HGNC:8543	Q15077	ENSG00000171631	5031.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
PACC1	HGNC:25593	Q9H813	ENSG00000065600	55248.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
PAG1	HGNC:30043	Q9NWQ8	ENSG00000076641	55824.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
PANX1	HGNC:8599	Q96RD7	ENSG00000110218	24145.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
PANX3	HGNC:20573	Q96QZ0	ENSG00000154143	116337.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	1	moderate
PAPPA	HGNC:8602	Q13219	ENSG00000182752	5069.0	canonical	all	none	stable_surface_attachment	immune	0	moderate
PAQR5	HGNC:29645	Q9NXK6	ENSG00000137819	54852.0	canonical	all	none	multipass_with_exposed_loops	oncogenic	0	moderate
PAQR7	HGNC:23146	Q86WK9	ENSG00000182749	164091.0	canonical	all	induced	cell_state_induced	oncogenic	0	moderate
PAQR8	HGNC:15708	Q8TEZ7	ENSG00000170915	85315.0	canonical	all	none	dual_localization	oncogenic	1	high
PAQR9	HGNC:30131	Q6ZVX9	ENSG00000188582	344838.0	canonical	all	induced	cell_state_induced	none	0	high
PCDH10	HGNC:13404	Q9P2E7	ENSG00000138650	57575.0	canonical	all	none	classical_surface_receptor	none	1	moderate
PCDH17	HGNC:14267	O14917	ENSG00000118946	27253.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
PCDH18	HGNC:14268	Q9HCL0	ENSG00000189184	54510.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
PCDH19	HGNC:14270	Q8TAB3	ENSG00000165194	57526.0	canonical	all	none	classical_surface_receptor	immune	0	moderate
PCDH7	HGNC:8659	O60245	ENSG00000169851	5099.0	canonical	all	none	classical_surface_receptor	oncogenic	0	moderate
PCDH8	HGNC:8660	O95206	ENSG00000136099	5100.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
PCDH9	HGNC:8661	Q9HC56	ENSG00000184226	5101.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
PCDHB1	HGNC:8680	Q9Y5F3	ENSG00000171815	29930.0	canonical	all	none	classical_surface_receptor	none	1	low
PCDHB13	HGNC:8684	Q9Y5F0	ENSG00000187372	56123.0	canonical	all	induced	cell_state_induced	oncogenic	1	moderate
PCDHB9	HGNC:8694	Q9Y5E1	ENSG00000177839	56127.0	canonical	all	induced	cell_state_induced	oncogenic	1	high
PCDHGA9	HGNC:8707	Q9Y5G4	ENSG00000261934	56107.0	canonical	all	induced	cell_state_induced	oncogenic	0	moderate
PCDHGB4	HGNC:8711	Q9UN71	ENSG00000253953	8641.0	canonical	all	none	classical_surface_receptor	infection	1	moderate
PCDHGB5	HGNC:8712	Q9Y5G0	ENSG00000276547	56101.0	canonical	all	none	classical_surface_receptor	immune	1	moderate
PCDHGC3	HGNC:8716	Q9UN70	ENSG00000240184	5098.0	canonical	all	induced	cell_state_induced	oncogenic	0	high
PCDHGC5	HGNC:8718	Q9Y5F6	ENSG00000240764	56097.0	canonical	all	none	classical_surface_receptor	immune	1	moderate
PCSK9	HGNC:20001	Q8NBP7	ENSG00000169174	255738.0	canonical	all	none	stable_surface_attachment	oncogenic	0	moderate
PDCD1	HGNC:8760	Q15116	ENSG00000188389	5133.0	canonical	all	none	classical_surface_receptor	none	1	moderate
PDCD1LG2	HGNC:18731	Q9BQ51	ENSG00000197646	80380.0	canonical	all	none	classical_surface_receptor	oncogenic	1	moderate
