gene_symbol	model	prompt_variant	replicate	predicted_verdict	predicted_reason	predicted_confidence	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_db_votes	has_deep_dive
ALPG	claude-haiku-4-5	pubmed_ncbi	1	contextual	tissue_restricted_surface	medium	2069	353	0	0	0	0.003834	4.405257917009294	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1	0	0	1	0	1	2	0
ALPG	claude-haiku-4-5	pubmed_ncbi	2	contextual	tissue_restricted_surface	medium	2069	483	0	0	0	0.004484	6.262477916025091	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1	0	0	1	0	1	2	0
ALPG	claude-haiku-4-5	pubmed_ncbi	3	contextual	tissue_restricted_surface	high	2069	254	0	0	0	0.003339	4.808511334005743	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1	0	0	1	0	1	2	0
AMHR2	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	3039	341	0	0	0	0.004744	6.470908207993489	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
AMHR2	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	3039	331	0	0	0	0.004694	3.525309916003607	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
AMHR2	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	3039	352	0	0	0	0.004799	3.499623999989126	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
APOB	claude-haiku-4-5	pubmed_ncbi	1	yes	other	high	3045	372	0	0	0	0.004905	4.14882437500637	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	0	0	0	0	1	0	1	0
APOB	claude-haiku-4-5	pubmed_ncbi	2	yes	other	high	3045	362	0	0	0	0.004855	3.9915549580473453	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	0	0	0	0	1	0	1	0
APOB	claude-haiku-4-5	pubmed_ncbi	3	yes	other	high	3045	344	0	0	0	0.004765	3.9543827080051415	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	0	0	0	0	1	0	1	0
APPL1	claude-haiku-4-5	pubmed_ncbi	1	no	cytoplasmic	high	3020	375	0	0	0	0.004895	4.362808791047428	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1	0	0	0	0	1	1	0
APPL1	claude-haiku-4-5	pubmed_ncbi	2	no	cytoplasmic	high	3020	442	0	0	0	0.00523	5.37853837502189	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1	0	0	0	0	1	1	0
APPL1	claude-haiku-4-5	pubmed_ncbi	3	no	cytoplasmic	high	3020	393	0	0	0	0.004985	4.899688541947398	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1	0	0	0	0	1	1	0
ATG9A	claude-haiku-4-5	pubmed_ncbi	1	contextual	dual_localization	high	2797	381	0	0	0	0.004702	4.264393999997992	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	0	0	0	1	1	0	2	0
ATG9A	claude-haiku-4-5	pubmed_ncbi	2	contextual	dual_localization	high	2797	360	0	0	0	0.004597	3.8113337919930927	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	0	0	0	1	1	0	2	0
ATG9A	claude-haiku-4-5	pubmed_ncbi	3	contextual	cell_state_induced	medium	2797	459	0	0	0	0.005092	5.106890375027433	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	0	0	0	1	1	0	2	0
ATP5F1B	claude-haiku-4-5	pubmed_ncbi	1	no	mitochondrial_internal	high	2175	285	0	0	0	0.0036	3.3994313339935616	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
ATP5F1B	claude-haiku-4-5	pubmed_ncbi	2	no	cytoplasmic	high	2175	380	0	0	0	0.004075	4.721416959015187	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
ATP5F1B	claude-haiku-4-5	pubmed_ncbi	3	no	mitochondrial_internal	high	2175	310	0	0	0	0.003725	3.782001375046093	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	0	0	1	0	0	0	1	0
AVPR1A	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	2240	261	0	0	0	0.003545	2.909973750007339	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
AVPR1A	claude-haiku-4-5	pubmed_ncbi	2	yes	multipass_with_exposed_loops	high	2240	300	0	0	0	0.00374	3.5129497090238146	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
AVPR1A	claude-haiku-4-5	pubmed_ncbi	3	yes	multipass_with_exposed_loops	high	2240	263	0	0	0	0.003555	2.691001083003357	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
B2M	claude-haiku-4-5	pubmed_ncbi	1	yes	stable_complex_partner	high	2948	325	0	0	0	0.004573	3.8692920840112492	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1	1	1	0	0	1	3	0
B2M	claude-haiku-4-5	pubmed_ncbi	2	yes	stable_complex_partner	high	2948	339	0	0	0	0.004643	3.648661750019528	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1	1	1	0	0	1	3	0
B2M	claude-haiku-4-5	pubmed_ncbi	3	yes	stable_complex_partner	high	2948	341	0	0	0	0.004653	4.167389666021336	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1	1	1	0	0	1	3	0
B4GALT1	claude-haiku-4-5	pubmed_ncbi	1	contextual	dual_localization	medium	2437	361	0	0	0	0.004242	3.9797202079789713	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	1	1	1	0	0	0	2	0
B4GALT1	claude-haiku-4-5	pubmed_ncbi	2	contextual	cell_state_induced	medium	2437	350	0	0	0	0.004187	4.086662624962628	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	1	1	1	0	0	0	2	0
B4GALT1	claude-haiku-4-5	pubmed_ncbi	3	contextual	cell_state_induced	medium	2437	359	0	0	0	0.004232	5.978934125043452	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	1	1	1	0	0	0	2	0
BAX	claude-haiku-4-5	pubmed_ncbi	1	no	cytoplasmic	high	3074	465	0	0	0	0.005399	5.854044666979462	Q07812	HGNC:959	581	ENSG00000087088	no	induced_borderline	1	0	0	0	0	1	1	1
BAX	claude-haiku-4-5	pubmed_ncbi	2	no	cytoplasmic	high	3074	478	0	0	0	0.005464	5.577309583022725	Q07812	HGNC:959	581	ENSG00000087088	no	induced_borderline	1	0	0	0	0	1	1	1
BAX	claude-haiku-4-5	pubmed_ncbi	3	no	cytoplasmic	high	3028	578	0	0	0	0.005918	6.410957916988991	Q07812	HGNC:959	581	ENSG00000087088	no	induced_borderline	1	0	0	0	0	1	1	1
BDKRB1	claude-haiku-4-5	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2295	274	0	0	0	0.003665	2.994516125007067	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
BDKRB1	claude-haiku-4-5	pubmed_ncbi	2	yes	multipass_with_exposed_loops	high	2295	287	0	0	0	0.00373	3.9634312500129454	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
BDKRB1	claude-haiku-4-5	pubmed_ncbi	3	yes	multipass_with_exposed_loops	high	2295	250	0	0	0	0.003545	2.845349500013981	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1	1	0	1	0	0	2	0
BRAF	claude-haiku-4-5	pubmed_ncbi	1	no	cytoplasmic	high	2950	382	0	0	0	0.00486	4.463711915945169	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
BRAF	claude-haiku-4-5	pubmed_ncbi	2	no	cytoplasmic	high	2950	456	0	0	0	0.00523	5.475705624965485	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
BRAF	claude-haiku-4-5	pubmed_ncbi	3	no	cytoplasmic	high	2950	413	0	0	0	0.005015	5.022014125017449	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
BST2	claude-haiku-4-5	pubmed_ncbi	1	yes	gpi_anchored	high	2808	274	0	0	0	0.004178	3.6407675000373274	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
BST2	claude-haiku-4-5	pubmed_ncbi	2	yes	gpi_anchored	high	2808	372	0	0	0	0.004668	4.63462566700764	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
BST2	claude-haiku-4-5	pubmed_ncbi	3	yes	gpi_anchored	high	2819	320	0	0	0	0.004419	6.548496583011001	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
BTK	claude-haiku-4-5	pubmed_ncbi	1	no	cytoplasmic	high	2937	455	0	0	0	0.005212	5.5587292919517495	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
BTK	claude-haiku-4-5	pubmed_ncbi	2	no	cytoplasmic	high	2937	362	0	0	0	0.004747	4.462855708959978	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
BTK	claude-haiku-4-5	pubmed_ncbi	3	no	cytoplasmic	high	2937	368	0	0	0	0.004777	4.878616625035647	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1	0	0	0	0	1	1	0
C3	claude-haiku-4-5	pubmed_ncbi	1	contextual	dual_localization	medium	2872	409	0	0	0	0.004917	5.223542833002284	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	1	1	0	0	1	0	2	0
C3	claude-haiku-4-5	pubmed_ncbi	2	yes	other	high	2872	290	0	0	0	0.004322	3.381343665998429	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	1	1	0	0	1	0	2	0
C3	claude-haiku-4-5	pubmed_ncbi	3	yes	other	high	2872	352	0	0	0	0.004632	4.3238469589850865	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	1	1	0	0	1	0	2	0
CA9	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	2849	310	0	0	0	0.004399	3.3405714579857886	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1	1	0	0	0	1	2	0
CA9	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	2849	296	0	0	0	0.004329	3.307653541036416	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1	1	0	0	0	1	2	0
CA9	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	2849	307	0	0	0	0.004384	3.3775652080075815	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1	1	0	0	0	1	2	0
CALR	claude-haiku-4-5	pubmed_ncbi	1	contextual	cell_state_induced	high	2887	440	0	0	0	0.005087	5.358549458964262	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1	1	1	0	1	0	3	0
CALR	claude-haiku-4-5	pubmed_ncbi	2	contextual	cell_state_induced	high	2887	345	0	0	0	0.004612	4.392943875049241	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1	1	1	0	1	0	3	0
CALR	claude-haiku-4-5	pubmed_ncbi	3	contextual	cell_state_induced	high	2887	337	0	0	0	0.004572	4.453305792005267	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1	1	1	0	1	0	3	0
CCR8	claude-haiku-4-5	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2966	377	0	0	0	0.004851	4.086379499989562	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
CCR8	claude-haiku-4-5	pubmed_ncbi	2	yes	multipass_with_exposed_loops	high	2966	344	0	0	0	0.004686	3.860193957982119	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
CCR8	claude-haiku-4-5	pubmed_ncbi	3	yes	multipass_with_exposed_loops	high	2966	360	0	0	0	0.004766	3.84854949999135	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
CD19	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	2892	379	0	0	0	0.004787	4.61257850000402	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1	1	1	1	1	0	4	0
CD19	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	2900	359	0	0	0	0.004695	3.7446841670316644	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1	1	1	1	1	0	4	0
CD19	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	2900	308	0	0	0	0.00444	3.607585458958056	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1	1	1	1	1	0	4	0
CD24	claude-haiku-4-5	pubmed_ncbi	1	yes	gpi_anchored	high	2779	309	0	0	0	0.004324	3.251036584028043	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
CD24	claude-haiku-4-5	pubmed_ncbi	2	yes	gpi_anchored	high	2779	333	0	0	0	0.004444	3.442263125034515	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
CD24	claude-haiku-4-5	pubmed_ncbi	3	yes	gpi_anchored	high	2790	344	0	0	0	0.00451	3.0533360830158927	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1	0	1	1	0	0	2	0
CD276	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	3022	348	0	0	0	0.004762	3.93665087496629	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD276	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	3022	361	0	0	0	0.004827	4.119089458021335	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD276	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	3022	334	0	0	0	0.004692	3.810931791958865	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD63	claude-haiku-4-5	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2850	286	0	0	0	0.00428	3.304099708038848	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1	1	1	1	1	0	4	0
CD63	claude-haiku-4-5	pubmed_ncbi	2	yes	multipass_with_exposed_loops	high	2850	321	0	0	0	0.004455	3.636753749975469	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1	1	1	1	1	0	4	0
CD63	claude-haiku-4-5	pubmed_ncbi	3	yes	multipass_with_exposed_loops	high	2850	295	0	0	0	0.004325	3.863817083009053	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1	1	1	1	1	0	4	0
CD68	claude-haiku-4-5	pubmed_ncbi	1	contextual	dual_localization	high	3100	361	0	0	0	0.004905	5.563714499992784	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
CD68	claude-haiku-4-5	pubmed_ncbi	2	contextual	dual_localization	high	3100	372	0	0	0	0.00496	4.23165724996943	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
CD68	claude-haiku-4-5	pubmed_ncbi	3	contextual	dual_localization	high	3025	233	0	0	0	0.00419	2.78171512496192	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1	1	0	1	1	0	3	0
CD74	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	2860	313	0	0	0	0.004425	3.5300848329789005	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD74	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	2860	331	0	0	0	0.004515	3.423701250052545	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CD74	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	2860	339	0	0	0	0.004555	3.933366500015836	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1	1	1	1	1	0	4	0
CEACAM5	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	3089	375	0	0	0	0.004964	4.187038083968218	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1	1	1	1	0	1	4	0
CEACAM5	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	3089	350	0	0	0	0.004839	4.498941709054634	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1	1	1	1	0	1	4	0
CEACAM5	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	3041	372	0	0	0	0.004901	4.293666500016116	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1	1	1	1	0	1	4	0
CEACAM6	claude-haiku-4-5	pubmed_ncbi	1	yes	gpi_anchored	high	2978	352	0	0	0	0.004738	8.615559874975588	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
CEACAM6	claude-haiku-4-5	pubmed_ncbi	2	yes	gpi_anchored	high	2978	337	0	0	0	0.004663	3.1419355840189382	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
CEACAM6	claude-haiku-4-5	pubmed_ncbi	3	yes	gpi_anchored	high	2978	325	0	0	0	0.004603	2.750224082963541	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1	1	1	1	1	0	4	0
CLDN18	claude-haiku-4-5	pubmed_ncbi	1	contextual	cell_state_induced	high	2807	317	0	0	0	0.004392	4.119960749987513	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1	1	0	1	0	1	3	1
CLDN18	claude-haiku-4-5	pubmed_ncbi	2	contextual	cell_state_induced	high	2807	384	0	0	0	0.004727	4.222366375033744	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1	1	0	1	0	1	3	1
CLDN18	claude-haiku-4-5	pubmed_ncbi	3	contextual	cell_state_induced	high	2807	402	0	0	0	0.004817	4.679524666978978	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1	1	0	1	0	1	3	1
CLDN6	claude-haiku-4-5	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2890	327	0	0	0	0.004525	4.047081583994441	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
CLDN6	claude-haiku-4-5	pubmed_ncbi	2	yes	multipass_with_exposed_loops	high	2890	382	0	0	0	0.0048	4.499120916007087	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
CLDN6	claude-haiku-4-5	pubmed_ncbi	3	yes	multipass_with_exposed_loops	high	2890	340	0	0	0	0.00459	3.930378541990649	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
CRISP1	claude-haiku-4-5	pubmed_ncbi	1	contextual	stable_surface_attachment	medium	2327	355	0	0	0	0.004102	4.208909542008769	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1	0	0	0	0	0	0	0
CRISP1	claude-haiku-4-5	pubmed_ncbi	2	contextual	stable_surface_attachment	medium	2327	385	0	0	0	0.004252	4.894580500025768	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1	0	0	0	0	0	0	0
CRISP1	claude-haiku-4-5	pubmed_ncbi	3	contextual	tissue_restricted_surface	medium	2327	305	0	0	0	0.003852	3.95934937504353	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1	0	0	0	0	0	0	0
CSPG4	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	2973	378	0	0	0	0.004863	3.3542740830453113	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
CSPG4	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	2973	322	0	0	0	0.004583	3.804340167029295	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
CSPG4	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	2973	379	0	0	0	0.004868	3.534943791979458	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
DLK1	claude-haiku-4-5	pubmed_ncbi	1	contextual	cell_state_induced	medium	2989	507	0	0	0	0.005524	6.0864846669719554	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
DLK1	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	2989	307	0	0	0	0.004524	3.2175037920242175	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
DLK1	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	2989	327	0	0	0	0.004624	3.7993027909542434	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1	1	0	1	0	0	2	0
DLL3	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	2841	370	0	0	0	0.004691	4.056135584018193	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
DLL3	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	2841	342	0	0	0	0.004551	3.580921959015541	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
DLL3	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	2841	354	0	0	0	0.004611	4.074107791006099	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1	1	0	1	0	1	3	0
DPEP1	claude-haiku-4-5	pubmed_ncbi	1	contextual	cell_state_induced	medium	2557	375	0	0	0	0.004432	4.889037499960978	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1	1	0	1	1	1	4	0
DPEP1	claude-haiku-4-5	pubmed_ncbi	2	contextual	cell_state_induced	medium	2557	342	0	0	0	0.004267	4.723685749981087	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1	1	0	1	1	1	4	0
DPEP1	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	2557	344	0	0	0	0.004277	4.327056917012669	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1	1	0	1	1	1	4	0
DSG3	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	3078	311	0	0	0	0.004633	3.556117040978279	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG3	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	3078	314	0	0	0	0.004648	3.9330662910360843	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG3	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	3082	357	0	0	0	0.004867	3.692328749981243	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG4	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	2634	282	0	0	0	0.004044	2.9117108749924228	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG4	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	2634	288	0	0	0	0.004074	2.8753769579925574	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
DSG4	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	2634	277	0	0	0	0.004019	2.7358670409885235	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1	1	1	1	0	0	3	0
EFNA4	claude-haiku-4-5	pubmed_ncbi	1	yes	gpi_anchored	high	2302	214	0	0	0	0.003372	2.3597957079764456	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EFNA4	claude-haiku-4-5	pubmed_ncbi	2	yes	gpi_anchored	high	2302	219	0	0	0	0.003397	2.60436270799255	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EFNA4	claude-haiku-4-5	pubmed_ncbi	3	yes	gpi_anchored	high	2302	202	0	0	0	0.003312	2.1926589580252767	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1	0	0	1	1	0	2	0
EPCAM	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	3030	324	0	0	0	0.00465	3.4577516249846667	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPCAM	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	3030	277	0	0	0	0.004415	3.4688427920336835	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPCAM	claude-haiku-4-5	pubmed_ncbi	3	yes	classical_surface_receptor	high	3031	398	0	0	0	0.005021	4.143587124999613	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1	1	1	1	1	1	5	0
EPHB4	claude-haiku-4-5	pubmed_ncbi	1	yes	classical_surface_receptor	high	3171	404	0	0	0	0.005191	4.372648374992423	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
EPHB4	claude-haiku-4-5	pubmed_ncbi	2	yes	classical_surface_receptor	high	3171	401	0	0	0	0.005176	4.34574366704328	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1	1	0	1	1	0	3	0
