hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	identifier_status	binder_target_location	llm_known_ligand	cpdb_any_participant	cpdb_single_protein_participant	cpdb_assessed_protein_pair_gene	cpdb_complex_component	cpdb_proxy_enzyme	cpdb_same_protein_pair_external_site	cpdb_same_protein_pair_external_site_or_region	thera_named_binder	thera_same_therapeutic_any_site	thera_same_therapeutic_external_site	any_antibody_external_site	any_binder_external_site
HGNC:12579	UPK2	O00526	ENSG00000110375	7379	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12580	UPK3A	O75631	ENSG00000100373	7380	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:126	ACR	P10323	ENSG00000100312	49	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12601	USH2A	O75445	ENSG00000042781	7399	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12605	CLRN1	P58418	ENSG00000163646	7401	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12612	USP14	P54578	ENSG00000101557	9097	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12635	UTRN	P46939	ENSG00000152818	7402	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12643	VAMP2	P63027	ENSG00000220205	6844	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12646	VAMP5	O95183	ENSG00000168899	10791	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12647	VAMP8	Q9BV40	ENSG00000118640	8673	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12648	VAPA	Q9P0L0	ENSG00000101558	9218	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12649	VAPB	O95292	ENSG00000124164	9217	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12663	VCAM1	P19320	ENSG00000162692	7412	unique	membrane_and_secreted	yes	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:12669	VDAC1	P21796	ENSG00000213585	7416	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1268	TSPEAR	Q8WU66	ENSG00000175894	54084	unique	membrane_and_secreted	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12681	VEGFB	P49765	ENSG00000173511	7423	unique	secreted_only	yes	1	1	1	0	0	1	1	1	0	0	1	1
HGNC:12691	EZR	P15311	ENSG00000092820	7430	unique	membrane	yes	1	0	0	1	0	0	0	0	0	0	0	0
HGNC:12692	VIM	P08670	ENSG00000026025	7431	unique	membrane	yes	0	0	0	0	0	0	0	1	0	0	0	0
HGNC:12694	VIPR1	P32241	ENSG00000114812	7433	unique	membrane	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:12695	VIPR2	P41587	ENSG00000106018	7434	unique	membrane	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:12698	VLDLR	P98155	ENSG00000147852	7436	unique	membrane	yes	1	1	1	0	0	0	0	0	0	0	0	1
HGNC:127	ACRV1	P26436	ENSG00000134940	56	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12703	BEST1	O76090	ENSG00000167995	7439	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12705	VNN1	O95497	ENSG00000112299	8876	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:12706	VNN2	O95498	ENSG00000112303	8875	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12709	VPREB1	P12018	ENSG00000169575	7441	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12710	VPREB3	Q9UKI3	ENSG00000128218	29802	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12716	TRPV1	Q8NER1	ENSG00000196689	7442	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12722	VSNL1	P62760	ENSG00000163032	7447	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12724	VTN	P04004	ENSG00000109072	7448	unique	secreted_only	yes	1	1	0	0	0	0	0	0	0	0	0	1
HGNC:12729	WARS1	P23381	ENSG00000140105	7453	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12733	WASF2	Q9Y6W5	ENSG00000158195	10163	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12749	LAT2	Q9GZY6	ENSG00000086730	7462	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12762	WFS1	O76024	ENSG00000109501	7466	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12770	CCN5	O76076	ENSG00000064205	8839	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12771	CCN6	O95389	ENSG00000112761	8838	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12774	WNT1	P04628	ENSG00000125084	7471	unique	secreted_only	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:12781	WNT2B	Q93097	ENSG00000134245	7482	unique	secreted_only	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:12782	WNT3	P56703	ENSG00000108379	7473	unique	secreted_only	yes	1	1	1	0	0	0	0	0	0	0	0	1
HGNC:12783	WNT4	P56705	ENSG00000162552	54361	unique	secreted_only	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:12784	WNT5A	P41221	ENSG00000114251	7474	unique	secreted_only	yes	1	1	1	0	0	0	1	0	0	0	0	1
HGNC:12786	WNT7A	O00755	ENSG00000154764	7476	unique	secreted_only	yes	1	1	1	0	0	0	1	0	0	0	0	1
HGNC:12787	WNT7B	P56706	ENSG00000188064	7477	unique	secreted_only	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:12806	XG	P55808	ENSG00000124343	7499	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12811	XK	P51811	ENSG00000047597	7504	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12823	XPNPEP2	O43895	ENSG00000122121	7512	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12827	XPR1	Q9UBH6	ENSG00000143324	9213	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12833	XRCC5	P13010	ENSG00000079246	7520	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12840	YARS1	P54577	ENSG00000134684	8565	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12857	ZAN	Q9Y493	ENSG00000146839	7455	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:12876	SLC39A1	Q9NY26	ENSG00000143570	27173	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1304	MRAP	Q8TCY5	ENSG00000170262	56246	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13094	RNF114	Q9Y508	ENSG00000124226	55905	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1310	TMEM184B	Q9Y519	ENSG00000198792	25829	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1318	C3	P01024	ENSG00000125730	718	unique	membrane_and_secreted	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:13187	ZP1	P60852	ENSG00000149506	22917	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13188	ZP2	Q05996	ENSG00000103310	7783	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13189	ZP3	P21754	ENSG00000188372	7784	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1319	C3AR1	Q16581	ENSG00000171860	719	unique	membrane	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:13201	ADAMTS10	Q9H324	ENSG00000142303	81794	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13202	ADAMTS9	Q9P2N4	ENSG00000163638	56999	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1322	CLDND1	Q9NY35	ENSG00000080822	56650	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1323	C4A	P0C0L4	ENSG00000244731	720	unique	membrane_and_secreted	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:13237	TMEM59L	Q9UK28	ENSG00000105696	25789	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13238	APMAP	Q9HDC9	ENSG00000101474	57136	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13239	EVA1C	P58658	ENSG00000166979	59271	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13243	LMBR1	Q8WVP7	ENSG00000105983	64327	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13251	CDH22	Q9UJ99	ENSG00000149654	64405	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13253	CKLF	Q9UBR5	ENSG00000217555	51192	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13257	CLEC4A	Q9UMR7	ENSG00000111729	50856	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13258	CLEC4C	Q8WTT0	ENSG00000198178	170482	unique	membrane	yes	0	0	0	0	0	0	0	1	0	0	0	1
HGNC:13273	DUOX2	Q9NRD8	ENSG00000140279	50506	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13275	ECE2	P0DPD6	ENSG00000145194	9718	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13280	ERO1A	Q96HE7	ENSG00000197930	30001	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:13299	LGR4	Q9BXB1	ENSG00000205213	55366	unique	membrane	yes	1	1	1	0	0	1	1	0	0	0	1	1
HGNC:133	POTEH	Q6S545	ENSG00000198062	23784	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13300	GPR61	Q9BZJ8	ENSG00000156097	83873	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13301	GPR62	Q9BZJ7	ENSG00000180929	118442	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13302	GPR63	Q9BZJ6	ENSG00000112218	81491	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13307	LPAR5	Q9H1C0	ENSG00000184574	57121	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13308	GPRC5B	Q9NZH0	ENSG00000167191	51704	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13309	GPRC5C	Q9NQ84	ENSG00000170412	55890	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1331	C5	P01031	ENSG00000106804	727	unique	membrane_and_secreted	no	1	1	1	0	0	0	0	1	1	0	0	0
HGNC:13310	GPRC5D	Q9NZD1	ENSG00000111291	55507	unique	membrane	no	0	0	0	0	0	0	0	1	1	0	0	1
HGNC:13311	GSDMA	Q96QA5	ENSG00000167914	284110	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13328	IFIT5	Q13325	ENSG00000152778	24138	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13342	KLRF1	Q9NZS2	ENSG00000150045	51348	unique	membrane_inferred	yes	1	1	1	0	0	0	1	0	0	0	0	0
HGNC:13348	LY6D	Q14210	ENSG00000167656	8581	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13356	MCOLN1	Q9GZU1	ENSG00000090674	57192	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	1	1
HGNC:13357	MCOLN2	Q8IZK6	ENSG00000153898	255231	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13358	MCOLN3	Q8TDD5	ENSG00000055732	55283	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13368	MS4A10	Q96PG2	ENSG00000172689	341116	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13370	MS4A12	Q9NXJ0	ENSG00000071203	54860	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13371	MS4A4A	Q96JQ5	ENSG00000110079	51338	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13374	MS4A5	Q9H3V2	ENSG00000166930	64232	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13375	MS4A6A	Q9H2W1	ENSG00000110077	64231	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13378	MS4A7	Q9GZW8	ENSG00000166927	58475	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1338	C5AR1	P21730	ENSG00000197405	728	unique	membrane	yes	1	1	1	0	0	0	0	1	0	0	0	1
HGNC:13380	MS4A8	Q9BY19	ENSG00000166959	83661	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13384	MUC3B	Q9H195		57876	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13389	NID2	Q14112	ENSG00000087303	22795	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1339	C6	P13671	ENSG00000039537	729	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13394	NPHS2	Q9NP85	ENSG00000116218	7827	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13398	NSDHL	Q15738	ENSG00000147383	50814	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1340	SMIM29	Q86T20	ENSG00000186577	221491	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13404	PCDH10	Q9P2E7	ENSG00000138650	57575	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:13410	TSPAN32	Q96QS1	ENSG00000064201	10077	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13414	PLA2G2E	Q9NZK7	ENSG00000188784	30814	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13433	ROBO3	Q96MS0	ENSG00000154134	64221	unique	membrane_inferred	yes	1	1	1	0	0	1	1	0	0	0	0	1
HGNC:13441	SCUBE1	Q8IWY4	ENSG00000159307	80274	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13444	SLC2A10	O95528	ENSG00000197496	81031	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13445	SLC2A7	Q6PXP3	ENSG00000197241	155184	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13446	SLC2A9	Q9NRM0	ENSG00000109667	56606	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13447	SLC38A1	Q9H2H9	ENSG00000111371	81539	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13448	SLC38A2	Q96QD8	ENSG00000134294	54407	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13449	SLITRK2	Q9H156	ENSG00000185985	84631	unique	membrane	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:1346	C7	P10643	ENSG00000112936	730	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13464	SERINC1	Q9NRX5	ENSG00000111897	57515	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13469	TNFRSF21	O75509	ENSG00000146072	27242	unique	membrane	no	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:13476	TTYH1	Q9H313	ENSG00000167614	57348	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13509	AVEN	Q9NQS1	ENSG00000169857	57099	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13517	CLIC5	Q9NZA1	ENSG00000112782	53405	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13518	CLIC4	Q9Y696	ENSG00000169504	25932	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1352	C8A	P07357	ENSG00000157131	731	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13523	CLEC4M	Q9H2X3	ENSG00000104938	10332	unique	membrane_and_secreted	yes	1	1	1	0	0	0	1	0	0	0	0	1
HGNC:13524	PTTG1IP	P53801	ENSG00000183255	754	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13525	ERVW-1	Q9UQF0	ENSG00000242950	30816	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:1353	C8B	P07358	ENSG00000021852	732	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13531	ATP8A1	Q9Y2Q0	ENSG00000124406	10396	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13533	ATP8A2	Q9NTI2	ENSG00000132932	51761	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13534	ATP8B2	P98198	ENSG00000143515	57198	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13536	ATP8B4	Q8TF62	ENSG00000104043	79895	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13539	AGTRAP	Q6RW13	ENSG00000177674	57085	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1354	C8G	P07360	ENSG00000176919	733	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13548	VN1R1	Q9GZP7	ENSG00000178201	57191	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13549	ATP10D	Q9P241	ENSG00000145246	57205	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13552	ATP11A	P98196	ENSG00000068650	23250	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13553	ATP11B	Q9Y2G3	ENSG00000058063	23200	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13554	ATP11C	Q8NB49	ENSG00000101974	286410	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13557	ACE2	Q9BYF1	ENSG00000130234	59272	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	1	1
HGNC:1356	ERLIN2	O94905	ENSG00000147475	11160	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13565	SPOCK3	Q9BQ16	ENSG00000196104	50859	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13572	FCGBP	Q9Y6R7	ENSG00000275395	8857	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:1358	C9	P02748	ENSG00000113600	735	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1359	EQTN	Q9NQ60	ENSG00000120160	54586	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13594	TSPAN17	Q96FV3	ENSG00000048140	26262	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1361	AOPEP	Q8N6M6	ENSG00000148120	84909	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1362	FRRS1L	Q9P0K9	ENSG00000260230	23732	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13621	SLC6A15	Q9H2J7	ENSG00000072041	55117	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13622	SLC6A16	Q9GZN6	ENSG00000063127	28968	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13625	CACNG6	Q9BXT2	ENSG00000130433	59285	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13626	CACNG7	P62955	ENSG00000105605	59284	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13628	CACNG8	Q8WXS5	ENSG00000142408	59283	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1363	TMEM245	Q9H330	ENSG00000106771	23731	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13634	MAL2	Q969L2	ENSG00000147676	114569	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13635	PLVAP	Q9BX97	ENSG00000130300	83483	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13646	LAPTM4B	Q86VI4	ENSG00000104341	55353	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1365	CACFD1	Q9UGQ2	ENSG00000160325	11094	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13655	SCUBE3	Q8IX30	ENSG00000146197	222663	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13658	NTN4	Q9HB63	ENSG00000074527	59277	unique	secreted_only	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:13664	MACF1	Q9UPN3	ENSG00000127603	23499	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13681	DCHS1	Q96JQ0	ENSG00000166341	8642	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:1369	CA10	Q9NS85	ENSG00000154975	56934	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1370	CA11	O75493	ENSG00000063180	770	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13700	IL22RA1	Q8N6P7	ENSG00000142677	58985	unique	membrane	yes	1	0	0	1	0	0	0	1	0	0	0	1
HGNC:13705	TMEM187	Q14656	ENSG00000177854	8269	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13708	ACKR5	O15218	ENSG00000166856	11318	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1371	CA12	O43570	ENSG00000074410	771	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	1	1
HGNC:13717	ENPP5	Q9UJA9	ENSG00000112796	59084	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1372	CA14	Q9ULX7	ENSG00000118298	23632	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:13728	ADGRG3	Q86Y34	ENSG00000182885	222487	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13731	MAEA	Q7L5Y9	ENSG00000090316	10296	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13733	CDH23	Q9H251	ENSG00000107736	64072	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13735	RGS19	P49795	ENSG00000171700	10287	unique	other_or_uncertain	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13741	SNTG2	Q9NY99	ENSG00000172554	54221	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13746	BRINP2	Q9C0B6	ENSG00000198797	57795	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13749	FAM3A	P98173	ENSG00000071889	60343	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1375	CA4	P22748	ENSG00000167434	762	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:13753	FSD1L	Q9BXM9	ENSG00000106701	83856	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13764	RELT	Q969Z4	ENSG00000054967	84957	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13770	IGDCC4	Q8TDY8	ENSG00000103742	57722	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13796	C18orf54	Q8IYD9	ENSG00000166845	162681	unique	secreted_only	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13800	CHRNA10	Q9GZZ6	ENSG00000129749	57053	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13811	SLC4A10	Q6U841	ENSG00000144290	57282	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13812	SLC2A8	Q9NY64	ENSG00000136856	29988	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13814	KCNK15	Q9H427	ENSG00000124249	60598	unique	other_or_uncertain	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13816	ATP12A	P54707	ENSG00000075673	479	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13818	SLC12A5	Q9H2X9	ENSG00000124140	57468	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13819	SLCO1C1	Q9NYB5	ENSG00000139155	53919	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13821	GFRA4	Q9GZZ7	ENSG00000125861	64096	unique	membrane_and_secreted	yes	1	0	0	1	0	0	0	0	0	0	0	0
HGNC:13823	NETO1	Q8TDF5	ENSG00000166342	81832	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1383	CA9	Q16790	ENSG00000107159	768	unique	membrane	yes	0	0	0	0	0	0	0	1	0	0	1	1
HGNC:13830	CNTNAP2	Q9UHC6	ENSG00000174469	26047	unique	membrane_inferred	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13834	CNTNAP3	Q9BZ76	ENSG00000106714	79937	unique	membrane_and_secreted	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13838	ADGRA1	Q86SQ6	ENSG00000197177	84435	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13839	ADGRA3	Q8IWK6	ENSG00000152990	166647	unique	membrane_inferred	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13841	ADGRG6	Q86SQ4	ENSG00000112414	57211	unique	membrane	yes	1	1	1	0	0	0	0	0	0	0	0	0
HGNC:13869	LOXL3	P58215	ENSG00000115318	84695	unique	secreted_only	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13877	TTYH2	Q9BSA4	ENSG00000141540	94015	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	1	1
HGNC:1388	CACNA1A	O00555	ENSG00000141837	773	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	1
HGNC:13880	MYO1G	B0I1T2	ENSG00000136286	64005	unique	membrane	no	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13884	ABCG4	Q9H172	ENSG00000172350	64137	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:13886	ABCG5	Q9H222	ENSG00000138075	64240	unique	membrane	yes	0	0	0	0	0	0	0	0	0	0	0	0
