hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	triage_classical_receptor	triage_surface_yes	biogrid_literature_contacts	biogrid_literature_contacts_extracellular	iedb_any_bcell_assay	iedb_epitope_region	iedb_epitope_region_extracellular	iedb_exact_epitope	iedb_exact_epitope_extracellular	iedb_named_positive_binding	natural_ligand_mapped_contacts	natural_ligand_mapped_contacts_extracellular	pdbe_chembl_identity	pdbe_chemical_contacts	pdbe_chemical_contacts_extracellular	pdbe_gtopdb_supported_pair	pdbe_gtopdb_supported_pair_extracellular	sabdab_mapped_contacts	sabdab_mapped_contacts_extracellular	sabdab_target_complex	union_including_regions	union_including_regions_extracellular	union_mapped_sites	union_mapped_sites_extracellular	identifier_status	in_previous_candidate_audit	llm_known_ligand	surfacebind_listed	surfacebind_predicted_sites	surfacebind_predicted_seeds	experimental_or_predicted_sites
HGNC:16116	OCSTAMP	Q9BR26	ENSG00000149635	128506	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:1612	CCRL2	O00421	ENSG00000121797	9034	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16129	SAMD10	Q9BYL1	ENSG00000130590	140700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16130	SPINT4	Q6UDR6	ENSG00000149651	391253			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16163	WFDC8	Q8IUA0	ENSG00000158901	90199			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16175	RSPO4	Q2I0M5	ENSG00000101282	343637			0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	unique	0	yes	0	0	0	0
HGNC:16177	BPIFB2	Q8N4F0	ENSG00000078898	80341			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16183	RIMS4	Q9H426	ENSG00000101098	140730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16187	SLC52A3	Q9NQ40	ENSG00000101276	113278	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16191	NKAIN4	Q8IVV8	ENSG00000101198	128414			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:16196	DEFB118	Q96PH6	ENSG00000131068	117285			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16204	BPIFA3	Q9BQP9	ENSG00000131059	128861			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16207	RALGAPA2	Q2PPJ7	ENSG00000188559	57186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16208	LRRN4	Q8WUT4	ENSG00000125872	164312	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:16213	ISM1	B1AKI9	ENSG00000101230	140862			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:16229	NRSN2	Q9GZP1	ENSG00000125841	80023			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16235	DNAJC5	Q9H3Z4	ENSG00000101152	80331			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16245	PARD6B	Q9BYG5	ENSG00000124171	84612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:16247	SIRPB2	Q5JXA9	ENSG00000196209	284759	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16248	SIRPD	Q9H106	ENSG00000125900	128646			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16249	R3HDML	Q9H3Y0	ENSG00000101074	140902			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:1625	XCR1	P46094	ENSG00000173578	2829	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	unique	1	yes	1	0	0	1
HGNC:16252	SUN5	Q8TC36	ENSG00000167098	140732			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:16260	SPACA3	Q8IXA5	ENSG00000141316	124912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:16261	SLC22A9	Q8IVM8	ENSG00000149742	114571	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16266	SLC19A3	Q9BZV2	ENSG00000135917	80704	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	unique	1	yes	1	0	0	1
HGNC:16270	SLC16A8	O95907	ENSG00000100156	23539	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16274	CYYR1	Q96J86	ENSG00000166265	116159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:1628	CD14	P08571	ENSG00000170458	929	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:163	ACTN1	P12814	ENSG00000072110	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:1630	CD151	P48509	ENSG00000177697	977	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16305	ADAMTS15	Q8TE58	ENSG00000166106	170689	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	unique	1	yes	0	0	0	0
HGNC:16309	LILRA5	A6NI73	ENSG00000187116	353514	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:1631	CD163	Q86VB7	ENSG00000177575	9332	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16312	KIR3DL3	Q8N743	ENSG00000242019	115653	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16313	KRTDAP	P60985	ENSG00000188508	388533			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:1632	CD164	Q04900	ENSG00000135535	8763	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1633	CD19	P15391	ENSG00000177455	930	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	unique	1	no	1	1	1	1
HGNC:1634	CD1A	P06126	ENSG00000158477	909	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	0	1
HGNC:16345	KIR2DL5A	Q8N109	ENSG00000274143	57292	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16346	KIR2DL5B	Q8NHK3		553128	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1635	CD1B	P29016	ENSG00000158485	910	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:1636	CD1C	P29017	ENSG00000158481	911	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1637	CD1D	P15813	ENSG00000158473	912	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:16378	OTOA	Q7RTW8	ENSG00000155719	146183	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1638	CD1E	P15812	ENSG00000158488	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1639	CD2	P06729	ENSG00000116824	914	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16390	NOD1	Q9Y239	ENSG00000106100	10392	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:1641	CD209	Q9NNX6	ENSG00000090659	30835	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	unique	1	yes	0	0	0	0
HGNC:1643	CD22	P20273	ENSG00000012124	933	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:16435	HM13	Q8TCT9	ENSG00000101294	81502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16438	SLC4A11	Q8NBS3	ENSG00000088836	83959	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:16441	SPACA4	Q8TDM5	ENSG00000177202	171169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16442	P2RY14	Q15391	ENSG00000174944	9934	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	unique	1	yes	1	0	0	1
HGNC:16443	NKAIN2	Q5VXU1	ENSG00000188580	154215	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	0	0	0
HGNC:1645	CD24	P25063	ENSG00000272398	100133941	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16454	NMUR2	Q9GZQ4	ENSG00000132911	56923	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	unique	1	yes	1	0	0	1
HGNC:16472	SLC45A2	Q9UMX9	ENSG00000164175	51151	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16484	SLC28A3	Q9HAS3	ENSG00000197506	64078	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16487	ADAP2	Q9NPF8	ENSG00000184060	55803			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:16494	PLSCR2	Q9NRY7	ENSG00000163746	57047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16495	PLSCR3	Q9NRY6	ENSG00000187838	57048			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:16497	PLSCR4	Q9NRQ2	ENSG00000114698	57088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16500	DAPP1	Q9UN19	ENSG00000070190	27071			0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:16502	RHBDL3	P58872	ENSG00000141314	162494			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:16503	BPIFC	Q8NFQ6	ENSG00000184459	254240			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16504	BPIFB6	Q8NFQ5	ENSG00000167104	128859			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16512	BSND	Q8WZ55	ENSG00000162399	7809	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16513	TMC1	Q8TDI8	ENSG00000165091	117531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16517	TMPRSS6	Q8IU80	ENSG00000187045	164656	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:16527	TMC2	Q8TDI7	ENSG00000149488	117532	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16528	DKKL1	Q9UK85	ENSG00000104901	27120			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:1653	CD28	P10747	ENSG00000178562	940	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:1659	CD33	P20138	ENSG00000105383	945	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:1662	CD34	P28906	ENSG00000174059	947	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16628	SLC49A4	Q96SL1	ENSG00000138463	84925	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:1663	CD36	P16671	ENSG00000135218	948	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1664	SCARB1	Q8WTV0	ENSG00000073060	949	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	0	1
HGNC:16642	CXCL16	Q9H2A7	ENSG00000161921	58191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16643	SLMAP	Q14BN4	ENSG00000163681	7871	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16644	IFITM5	A6NNB3	ENSG00000206013	387733	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16646	SPINK4	O60575	ENSG00000122711	27290			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16647	CXCR6	O00574	ENSG00000172215	10663	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:1665	SCARB2	Q14108	ENSG00000138760	950	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	unique	1	yes	1	0	0	1
HGNC:1666	CD37	P11049	ENSG00000104894	951	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:16667	CDC50A	Q9NV96	ENSG00000112697	55754	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16669	IGSF11	Q5DX21	ENSG00000144847	152404	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1667	CD38	P28907	ENSG00000004468	952	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:16674	MS4A13	Q5J8X5	ENSG00000204979	503497			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16690	GJB7	Q6PEY0	ENSG00000164411	375519	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:16692	CD320	Q9NPF0	ENSG00000167775	51293	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:16693	GPR162	Q16538	ENSG00000250510	27239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16697	SORCS1	Q8WY21	ENSG00000108018	114815	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16698	SORCS2	Q96PQ0	ENSG00000184985	57537	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16699	SORCS3	Q9UPU3	ENSG00000156395	22986	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16703	SLC17A6	Q9P2U8	ENSG00000091664	57084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16704	SLC17A7	Q9P2U7	ENSG00000104888	57030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16709	CALCRL	Q16602	ENSG00000064989	10203	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:16711	TLR6	Q9Y2C9	ENSG00000174130	10333	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16721	CGB1	A6NKQ9	ENSG00000267631	114335			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:16722	CGB2	Q6NT52	ENSG00000104818	114336			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:1673	CD3D	P04234	ENSG00000167286	915	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1674	CD3E	P07766	ENSG00000198851	916	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	unique	1	yes	0	0	0	1
HGNC:1675	CD3G	P09693	ENSG00000160654	917	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16753	PRDX6	P30041	ENSG00000117592	9588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16767	GRIN3A	Q8TCU5	ENSG00000198785	116443	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16768	GRIN3B	O60391	ENSG00000116032	116444	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1677	CD247	P20963	ENSG00000198821	919	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:16770	SEMA6D	Q8NFY4	ENSG00000137872	80031	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1678	CD4	P01730	ENSG00000010610	920	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	unique	1	yes	1	1	1	1
HGNC:16793	RAET1E	Q8TD07	ENSG00000164520	135250	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:16795	RAET1G	Q6H3X3	ENSG00000203722	353091	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:16798	RAET1L	Q5VY80	ENSG00000155918	154064	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	unique	1	yes	0	0	0	1
HGNC:16800	MUC17	Q685J3	ENSG00000169876	140453	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	1	1	1
HGNC:1681	CD44	P16070	ENSG00000026508	960	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	unique	1	yes	1	1	0	1
HGNC:16810	RGS8	P57771	ENSG00000135824	85397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:1682	CD47	Q08722	ENSG00000196776	961	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	unique	1	yes	1	0	0	1
HGNC:16820	SCARF1	Q14162	ENSG00000074660	8578	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16822	FAM193A	P78312	ENSG00000125386	8603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16824	HCAR3	P49019	ENSG00000255398	8843	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	unique	1	yes	1	1	1	1
HGNC:1683	CD48	P09326	ENSG00000117091	962	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16837	LY86	O95711	ENSG00000112799	9450			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:16841	LITAF	Q99732	ENSG00000189067	9516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16842	TP53I11	O14683	ENSG00000175274	9537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16848	CD300LD	Q6UXZ3	ENSG00000204345	100131439	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	no	0	0	0	0
HGNC:16849	MORF4L2	Q15014	ENSG00000123562	9643			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:1685	CD5	P06127	ENSG00000110448	921	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	0	1
HGNC:16854	RAPGEF2	Q9Y4G8	ENSG00000109756	9693	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:16858	USP6NL	Q92738	ENSG00000148429	9712			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
HGNC:1686	CD53	P19397	ENSG00000143119	963	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	0	0	0
HGNC:16860	SART3	Q15020	ENSG00000075856	9733			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:16871	SPRN	Q5BIV9	ENSG00000203772	503542	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	0	0	0
HGNC:16874	SV2B	Q7L1I2	ENSG00000185518	9899	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unique	1	no	1	0	0	0
HGNC:16875	MRC2	Q9UBG0	ENSG00000011028	9902	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:1688	CD58	P19256	ENSG00000116815	965	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16882	HCN4	Q9Y3Q4	ENSG00000138622	10021	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:16887	PDZK1IP1	Q13113	ENSG00000162366	10158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:1689	CD59	P13987	ENSG00000085063	966	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16892	CD96	P40200	ENSG00000153283	10225	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	1	1	1	1
HGNC:16894	SLC75A1	Q14728	ENSG00000109736	10227	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:16895	LRRC17	Q8N6Y2	ENSG00000128606	10234			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	no	0	0	0	0
HGNC:1690	CD5L	O43866	ENSG00000073754	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	1	yes	0	0	0	0
HGNC:16904	CRISP3	P54108	ENSG00000096006	10321			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unique	0	yes	0	0	0	0
