hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	triage_classical_receptor	triage_surface_yes	biogrid_literature_contacts	biogrid_literature_contacts_extracellular	iedb_any_bcell_assay	iedb_epitope_region	iedb_epitope_region_extracellular	iedb_exact_epitope	iedb_exact_epitope_extracellular	iedb_named_positive_binding	natural_ligand_mapped_contacts	natural_ligand_mapped_contacts_extracellular	pdbe_chembl_identity	pdbe_chemical_contacts	pdbe_chemical_contacts_extracellular	pdbe_gtopdb_supported_pair	pdbe_gtopdb_supported_pair_extracellular	sabdab_mapped_contacts	sabdab_mapped_contacts_extracellular	sabdab_target_complex	union_including_regions	union_including_regions_extracellular	union_mapped_sites	union_mapped_sites_extracellular
HGNC:14921	TAS2R16	Q9NYV7	ENSG00000128519	50833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14923	GPR37L1	O60883	ENSG00000170075	9283	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14937	PIGS	Q96S52	ENSG00000087111	94005	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:14938	PIGT	Q969N2	ENSG00000124155	51604	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGNC:14941	PPP1R16A	Q96I34	ENSG00000160972	84988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14944	PPP1R3F	Q6ZSY5	ENSG00000049769	89801	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14946	PPP1R9A	Q9ULJ8	ENSG00000158528	55607	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14956	MUC15	Q8N387	ENSG00000169550	143662	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14963	GPR101	Q96P66	ENSG00000165370	83550	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14964	TAAR8	Q969N4	ENSG00000146385	83551	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14966	PXDN	Q92626	ENSG00000130508	7837	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HGNC:14967	SPACA1	Q9HBV2	ENSG00000118434	81833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14969	SNX5	Q9Y5X3	ENSG00000089006	27131	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGNC:1497	CASK	O14936	ENSG00000147044	8573	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:14971	SNX7	Q9UNH6	ENSG00000162627	51375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14973	SNX9	Q9Y5X1	ENSG00000130340	51429	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HGNC:14986	SNAP91	O60641	ENSG00000065609	9892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14993	OR10J5	Q8NHC4	ENSG00000184155	127385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14995	OR10X1	Q8NGY0	ENSG00000279111	128367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14996	OR10Z1	Q8NGY1	ENSG00000198967	128368	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14998	OR11L1	Q8NGX0	ENSG00000197591	391189	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:14999	OR13G1	Q8NGZ3	ENSG00000197437	441933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1500	CASP10	Q92851	ENSG00000003400	843	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15001	OR2AJ1	Q8NGZ0	ENSG00000177275	127608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15005	OR2C3	Q8N628	ENSG00000196242	81472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15007	OR2G2	Q8NGZ5	ENSG00000177489	81470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15008	OR2G3	Q8NGZ4	ENSG00000177476	81469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15009	OR2L3	Q8NG85	ENSG00000198128	391192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15011	OR2L5	Q8NG80	ENSG00000197454	81466	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15014	OR2L8	Q8NGY9	ENSG00000279263	391190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15016	OR2T4	Q8NH00	ENSG00000196944	127074	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15017	OR2T5	Q6IEZ7	ENSG00000203661	401993	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15018	OR2T6	Q8NHC8	ENSG00000198104	254879	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15019	OR2T7	P0C7T2	ENSG00000227152	81458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15020	OR2T8	A6NH00	ENSG00000177462	343172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15021	OR2W3	Q7Z3T1	ENSG00000238243	343171	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15022	OR14A16	Q8NHC5	ENSG00000196772	284532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15023	OR14L1	Q8NHC6	ENSG00000198452	127617	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15024	OR14A2	Q96R54	ENSG00000241128	388761	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15025	OR14K1	Q8NGZ2	ENSG00000153230	343170	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15026	OR14C36	Q8NHC7	ENSG00000177174	127066	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15027	OR6F1	Q8NGZ6	ENSG00000169214	343169	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15029	OR6K2	Q8NGY2	ENSG00000196171	81448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15030	OR6K3	Q8NGY3	ENSG00000203757	391114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15033	OR6K6	Q8NGW6	ENSG00000180433	128371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15034	OR6N1	Q8NGY5	ENSG00000197403	128372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15035	OR6N2	Q8NGY6	ENSG00000188340	81442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15036	OR6P1	Q8NGX9	ENSG00000186440	128366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15038	OR9H1	Q6UXT6	ENSG00000228336	81439	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1504	CASP3	P42574	ENSG00000164305	836	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:15041	OR6B2	Q6IFH4	ENSG00000182083	389090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15042	OR6B3	Q8NGW1	ENSG00000178586	150681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1505	CASP4	P49662	ENSG00000196954	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15078	OR4F15	Q8NGB8	ENSG00000182854	390649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1508	CASP7	P55210	ENSG00000165806	840	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:15082	OR2A12	Q8NGT7	ENSG00000221858	346525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15084	OR2A14	Q96R47	ENSG00000221938	135941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15087	OR2AE1	Q8NHA4	ENSG00000244623	81392	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1509	CASP8	Q14790	ENSG00000064012	841	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HGNC:15090	OR6V1	Q8N148	ENSG00000225781	346517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15093	OR9A2	Q8NGT5	ENSG00000179468	135924	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15095	OR9A4	Q8NGU2	ENSG00000258083	130075	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15100	OR13C5	Q8NGS8	ENSG00000277556	138799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15103	OR13C8	Q8NGS7	ENSG00000186943	138802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15104	OR13C9	Q8NGT0	ENSG00000136839	286362	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15108	OR13J1	Q8NGT2	ENSG00000168828	392309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15110	OR1L8	Q8NGR8	ENSG00000171496	138881	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15111	OR1N2	Q8NGR9	ENSG00000171501	138882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15129	OR10G9	Q8NGN4	ENSG00000236981	219870	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15130	OR10A4	Q9H209	ENSG00000170782	283297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15131	OR10A5	Q9H207	ENSG00000166363	144124	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15132	OR10A6	Q8NH74	ENSG00000279000	390093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15134	OR10Q1	Q8NGQ4	ENSG00000180475	219960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15136	OR10V1	Q8NGI7	ENSG00000172289	390201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15139	OR10W1	Q8NGF6	ENSG00000172772	81341	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1514	CASR	P41180	ENSG00000036828	846	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
HGNC:15141	OR1S2	Q8NGQ3	ENSG00000197887	219958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15142	OR2AG1	Q9H205	ENSG00000279486	144125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15143	OR2AG2	A6NM03	ENSG00000188124	338755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15146	OR2D3	Q8NGH3	ENSG00000178358	120775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15152	OR4A15	Q8NGL6	ENSG00000181958	81328	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15153	OR4A16	Q8NH70	ENSG00000181961	81327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15162	OR4A5	Q8NH83	ENSG00000221840	81318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15167	OR4C11	Q6IEV9	ENSG00000172188	219429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15168	OR4C12	Q96R67	ENSG00000221954	283093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15169	OR4C13	Q8NGP0	ENSG00000258817	283092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15171	OR4C15	Q8NGM1	ENSG00000181939	81309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15172	OR4C16	Q8NGL9	ENSG00000279514	219428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15173	OR4D10	Q8NGI6	ENSG00000254466	390197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15174	OR4D11	Q8NGI4	ENSG00000176200	219986	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15175	OR4D6	Q8NGJ1	ENSG00000166884	219983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15178	OR4D9	Q8NGE8	ENSG00000172742	390199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15180	OR4P4	Q8NGL7	ENSG00000181927	81300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15183	OR4S2	Q8NH73	ENSG00000174982	219431	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15184	OR4X2	Q8NGF9	ENSG00000172208	119764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15188	OR51A7	Q8NH64	ENSG00000176895	119687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15191	OR51C1	A0A3B3IT45	ENSG00000197674	401661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15193	OR51D1	Q8NGF3	ENSG00000197428	390038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15194	OR51E1	Q8TCB6	ENSG00000180785	143503	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15195	OR51E2	Q9H255	ENSG00000167332	81285	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15196	OR51F1	A6NGY5	ENSG00000280021	256892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15197	OR51F2	Q8NH61	ENSG00000176925	119694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15198	OR51G2	Q8NGK0	ENSG00000176893	81282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15200	OR51I1	Q9H343	ENSG00000167359	390063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15201	OR51I2	Q9H344	ENSG00000187918	390064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15204	OR51S1	Q8NGJ8	ENSG00000176922	119692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15205	OR51T1	Q8NGJ9	ENSG00000176900	401665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15207	OR52B2	Q96RD2	ENSG00000255307	255725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15209	OR52B4	Q8NGK2	ENSG00000221996	143496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15211	OR52B6	Q8NGF0	ENSG00000187747	340980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15212	OR52D1	Q9H346	ENSG00000181609	390066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15213	OR52E4	Q8NGH9	ENSG00000180974	390081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15214	OR52E5	Q8NH55	ENSG00000277932	390082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15215	OR52E6	Q96RD3	ENSG00000205409	390078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15217	OR52E8	Q6IFG1	ENSG00000183269	390079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15218	OR52H1	Q8NGJ2	ENSG00000181616	390067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15220	OR52I1	Q8NGK6	ENSG00000232268	390037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15221	OR52I2	Q8NH67	ENSG00000226288	143502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15222	OR52K1	Q8NGK4	ENSG00000196778	390036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15223	OR52K2	Q8NGK3	ENSG00000181963	119774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15225	OR52M1	Q8NGK5	ENSG00000197790	119772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15228	OR52N2	Q8NGI0	ENSG00000180988	390077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15230	OR52N4	Q8NGI2	ENSG00000181074	390072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15231	OR52N5	Q8NH56	ENSG00000181009	390075	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15232	OR52P1	Q8NH57	ENSG00000181109	81248	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15235	OR52R1	Q8NGF1	ENSG00000279270	119695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15239	OR52W1	Q6IF63	ENSG00000175485	120787	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15245	OR56B1	Q8NGI3	ENSG00000181023	387748	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15246	OR56B2	Q8NGI1	ENSG00000181017	390073	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15248	OR56B4	Q8NH76	ENSG00000180919	196335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15249	OR5A2	Q8NGI9	ENSG00000172324	219981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15251	OR5AK2	Q8NH90	ENSG00000181273	390181	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15255	OR5AN1	Q8NGI8	ENSG00000176495	390195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15258	OR5AP2	Q8NGF4	ENSG00000172464	338675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15260	OR5AR1	Q8NGP9	ENSG00000172459	219493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15261	OR5AS1	Q8N127	ENSG00000181785	219447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15267	OR5B17	Q8NGF7	ENSG00000197786	219965	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1527	CAV1	Q03135	ENSG00000105974	857	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HGNC:1528	CAV2	P51636	ENSG00000105971	858	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15280	OR5D13	Q8NGL4	ENSG00000279761	390142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15281	OR5D14	Q8NGL3	ENSG00000186113	219436	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15283	OR5D16	Q8NGK9	ENSG00000205029	390144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15285	OR5D18	Q8NGL1	ENSG00000186119	219438	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:1529	CAV3	P56539	ENSG00000182533	859	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15290	OR5M10	Q6IEU7	ENSG00000254834	390167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15291	OR5M11	Q96RB7	ENSG00000255223	219487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15294	OR5M9	Q8NGP3	ENSG00000150269	390162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15296	OR5T2	Q8NGG2	ENSG00000181718	219464	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15297	OR5T3	Q8NGG3	ENSG00000172489	390154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15299	OR5W2	Q8NH69	ENSG00000187612	390148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15301	OR6A2	O95222	ENSG00000184933	8590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15302	OR6Q1	Q8NGQ2	ENSG00000279051	219952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15307	OR8B12	Q8NGG6	ENSG00000170953	219858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15308	OR8H2	Q8N162	ENSG00000181767	390151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15309	OR8H3	Q8N146	ENSG00000181761	390152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15310	OR8I2	Q8N0Y5	ENSG00000172154	120586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15311	OR8J2	Q8NGG1	ENSG00000254658	81169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15312	OR8J3	Q8NGG0	ENSG00000167822	81168	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15313	OR8K3	Q8NH51	ENSG00000280314	219473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15315	OR8K5	Q8NH50	ENSG00000181752	219453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15319	OR9G1	Q8NH87	ENSG00000174914	390174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15322	OR9G4	Q8NGQ1	ENSG00000172457	283189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15328	OR9Q2	Q8NGE9	ENSG00000186513	219957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15329	OR10A7	Q8NGE5	ENSG00000179919	121364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15335	OR2AP1	Q8NGE2	ENSG00000179615	121129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15339	OR9K2	Q8NGE7	ENSG00000170605	441639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HGNC:15341	OR2V2	Q96R30	ENSG00000182613	285659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
