gene_symbol	hgnc_id	uniprot_acc	ensembl_gene	ncbi_gene_id	n_db_votes	uniprot_flag	go_flag	surfy_flag	cspa_flag	hpa_flag	deeptmhmm_flag	compartments_flag	sonnet_verdict	sonnet_confidence	sonnet_reason	pubmed_verdict	pubmed_confidence	source
CCDC93	HGNC:25611	Q567U6	ENSG00000125633	54520	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CCNT2	HGNC:1600	O60583	ENSG00000082258	905	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
CCT3	HGNC:1616	P49368	ENSG00000163468	7203	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CD2AP	HGNC:14258	Q9Y5K6	ENSG00000198087	23607	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CDAN1	HGNC:1713	Q8IWY9	ENSG00000140326	146059	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
CDC42BPA	HGNC:1737	Q5VT25	ENSG00000143776	8476	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CDC42EP3	HGNC:16943	Q9UKI2	ENSG00000163171	10602	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CDC42SE1	HGNC:17719	Q9NRR8	ENSG00000197622	56882	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CDK5	HGNC:1774	Q00535	ENSG00000164885	1020	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CDKL5	HGNC:11411	O76039	ENSG00000008086	6792	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CEND1	HGNC:24153	Q8N111	ENSG00000184524	51286	1	1	0	0	0	0	0	0	no	high	cytoplasmic			m1_only
CEP15	HGNC:25024	Q9HBI5	ENSG00000114405	57415	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CEP68	HGNC:29076	Q76N32	ENSG00000011523	23177	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CFAP418	HGNC:27232	Q96NL8	ENSG00000156172	157657	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CFAP97D1	HGNC:37241	B2RV13	ENSG00000231256	284067	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CFH	HGNC:4883	P08603	ENSG00000000971	3075	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
CFL1	HGNC:1874	P23528	ENSG00000172757	1072	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CFL2	HGNC:1875	Q9Y281	ENSG00000165410	1073	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CGNL1	HGNC:25931	Q0VF96	ENSG00000128849	84952	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CHCHD7	HGNC:28314	Q9BUK0	ENSG00000170791	79145	1	0	0	0	0	1	0	0	no	high	mitochondrial_internal			m1_only
CHD8	HGNC:20153	Q9HCK8	ENSG00000100888	57680	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
CHGA	HGNC:1929	P10645	ENSG00000100604	1113	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
CHMP2A	HGNC:30216	O43633	ENSG00000130724	27243	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CHMP4A	HGNC:20274	Q9BY43	ENSG00000254505	29082	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CHMP4B	HGNC:16171	Q9H444	ENSG00000101421	128866	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
CHMP4C	HGNC:30599	Q96CF2	ENSG00000164695	92421	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CHMP7	HGNC:28439	Q8WUX9	ENSG00000147457	91782	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CHP1	HGNC:17433	Q99653	ENSG00000187446	11261	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
CHPT1	HGNC:17852	Q8WUD6	ENSG00000111666	56994	1	0	0	1	0	0	1	0	no	high	endomembrane_resident			m1_only
CHUK	HGNC:1974	O15111	ENSG00000213341	1147	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CIAO3	HGNC:14179	Q9H6Q4	ENSG00000103245	64428	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CLASP2	HGNC:17078	O75122	ENSG00000163539	23122	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CLIP2	HGNC:2586	Q9UDT6	ENSG00000106665	7461	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CLTA	HGNC:2090	P09496	ENSG00000122705	1211	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
CLTB	HGNC:2091	P09497	ENSG00000175416	1212	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
CMTR2	HGNC:25635	Q8IYT2	ENSG00000180917	55783	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CNKSR2	HGNC:19701	Q8WXI2	ENSG00000149970	22866	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
CNOT12	HGNC:19081	Q9C0C2	ENSG00000149115	85456	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
CNP	HGNC:2158	P09543	ENSG00000173786	1267	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
CNPY3	HGNC:11968	Q9BT09	ENSG00000137161	10695	1	0	0	0	0	1	0	0	no	high	endomembrane_resident			m1_only
COBL	HGNC:22199	O75128	ENSG00000106078	23242	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
COG3	HGNC:18619	Q96JB2	ENSG00000136152	83548	1	0	0	0	0	1	0	0	no	high	endomembrane_resident			m1_only
COL11A1	HGNC:2186	P12107	ENSG00000060718	1301	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COL12A1	HGNC:2188	Q99715	ENSG00000111799	1303	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COL14A1	HGNC:2191	Q05707	ENSG00000187955	7373	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COL1A1	HGNC:2197	P02452	ENSG00000108821	1277	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COL1A2	HGNC:2198	P08123	ENSG00000164692	1278	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COL2A1	HGNC:2200	P02458	ENSG00000139219	1280	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COL3A1	HGNC:2201	P02461	ENSG00000168542	1281	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COL4A5	HGNC:2207	P29400	ENSG00000188153	1287	1	0	0	0	0	1	0	0	no	high	secreted_only			m1_only
COL5A1	HGNC:2209	P20908	ENSG00000130635	1289	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COL5A2	HGNC:2210	P05997	ENSG00000204262	1290	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COL6A1	HGNC:2211	P12109	ENSG00000142156	1291	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COL6A6	HGNC:27023	A6NMZ7	ENSG00000206384	131873	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
COLEC11	HGNC:17213	Q9BWP8	ENSG00000118004	78989	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only
COMT	HGNC:2228	P21964	ENSG00000093010	1312	1	1	0	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
COMTD1	HGNC:26309	Q86VU5	ENSG00000165644	118881	1	0	0	0	0	1	0	0	no	high	mitochondrial_internal			m1_only
COQ7	HGNC:2244	Q99807	ENSG00000167186	10229	1	0	0	0	0	1	0	0	no	high	mitochondrial_internal			m1_only
COQ8B	HGNC:19041	Q96D53	ENSG00000123815	79934	1	1	0	0	0	0	0	0	no	high	mitochondrial_internal			m1_only
CORO1A	HGNC:2252	P31146	ENSG00000102879	11151	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
CORO1B	HGNC:2253	Q9BR76	ENSG00000172725	57175	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
CORO1C	HGNC:2254	Q9ULV4	ENSG00000110880	23603	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
CORO2A	HGNC:2255	Q92828	ENSG00000106789	7464	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CORO2B	HGNC:2256	Q9UQ03	ENSG00000103647	10391	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
COX6B2	HGNC:24380	Q6YFQ2	ENSG00000160471	125965	1	0	0	0	0	1	0	0	no	high	mitochondrial_internal			m1_only
CPA4	HGNC:15740	Q9UI42	ENSG00000128510	51200	1	0	0	0	0	1	0	0	no	high	secreted_only			m1_only
CPEB3	HGNC:21746	Q8NE35	ENSG00000107864	22849	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CREB5	HGNC:16844	Q02930	ENSG00000146592	9586	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
CRIP1	HGNC:2360	P50238	ENSG00000213145	1396	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CRIP2	HGNC:2361	P52943	ENSG00000182809	1397	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
CRK	HGNC:2362	P46108	ENSG00000167193	1398	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CRTAP	HGNC:2379	O75718	ENSG00000170275	10491	1	0	0	0	1	0	0	0	no	high	endomembrane_resident			m1_only
CRYBG3	HGNC:34427	Q68DQ2	ENSG00000080200	131544	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CRYL1	HGNC:18246	Q9Y2S2	ENSG00000165475	51084	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CSAD	HGNC:18966	Q9Y600	ENSG00000139631	51380	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CSNK1D	HGNC:2452	P48730	ENSG00000141551	1453	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CST6	HGNC:2478	Q15828	ENSG00000175315	1474	1	0	0	0	0	1	0	0	no	high	secreted_only			m1_only
CST8	HGNC:2480	O60676	ENSG00000125815	10047	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only
CSTA	HGNC:2481	P01040	ENSG00000121552	1475	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CT83	HGNC:33494	Q5H943	ENSG00000204019	203413	1	1	0	0	0	0	0	0	no	high	pmhc_only_intracellular			m1_only
CTNNA2	HGNC:2510	P26232	ENSG00000066032	1496	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CTNND2	HGNC:2516	Q9UQB3	ENSG00000169862	1501	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CTSV	HGNC:2538	O60911	ENSG00000136943	1515	1	0	0	0	0	1	0	0	no	high	endomembrane_resident			m1_only
CUEDC1	HGNC:31350	Q9NWM3	ENSG00000180891	404093	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
CYLD	HGNC:2584	Q9NQC7	ENSG00000083799	1540	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
CYP2D7	HGNC:2624	A0A087X1C5	ENSG00000205702	1564	1	1	0	0	0	0	0	0	no	high	endomembrane_resident			m1_only
CYP4A11	HGNC:2642	Q02928	ENSG00000187048	1579	1	0	1	0	0	0	0	0	no	high	endomembrane_resident			m1_only
CYP4F12	HGNC:18857	Q9HCS2	ENSG00000186204	66002	1	0	1	0	0	0	0	0	no	high	endomembrane_resident			m1_only
CYP4F2	HGNC:2645	P78329	ENSG00000186115	8529	1	0	1	0	0	0	0	0	no	high	endomembrane_resident			m1_only
CYTH2	HGNC:9502	Q99418	ENSG00000105443	9266	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
CYTH4	HGNC:9505	Q9UIA0	ENSG00000100055	27128	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
DAAM1	HGNC:18142	Q9Y4D1	ENSG00000100592	23002	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DAB2	HGNC:2662	P98082	ENSG00000153071	1601	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DAB2IP	HGNC:17294	Q5VWQ8	ENSG00000136848	153090	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
DAW1	HGNC:26383	Q8N136	ENSG00000123977	164781	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DBN1	HGNC:2695	Q16643	ENSG00000113758	1627	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DCAF16	HGNC:25987	Q9NXF7	ENSG00000163257	54876	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
DCN	HGNC:2705	P07585	ENSG00000011465	1634	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
DCUN1D2	HGNC:20328	Q6PH85	ENSG00000150401	55208	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DDAH1	HGNC:2715	O94760	ENSG00000153904	23576	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DDB2	HGNC:2718	Q92466	ENSG00000134574	1643	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
DDIAS	HGNC:26351	Q8IXT1	ENSG00000165490	220042	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
DDIT4L	HGNC:30555	Q96D03	ENSG00000145358	115265	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DDX3X	HGNC:2745	O00571	ENSG00000215301	1654	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DDX3Y	HGNC:2699	O15523	ENSG00000067048	8653	1	0	0	0	0	1	0	0	no	high	pmhc_only_intracellular			m1_only
DDX4	HGNC:18700	Q9NQI0	ENSG00000152670	54514	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DDX60L	HGNC:26429	Q5H9U9	ENSG00000181381	91351	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DENND6B	HGNC:32690	Q8NEG7	ENSG00000205593	414918	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DES	HGNC:2770	P17661	ENSG00000175084	1674	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
DGKB	HGNC:2850	Q9Y6T7	ENSG00000136267	1607	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DGKG	HGNC:2853	P49619	ENSG00000058866	1608	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DGKH	HGNC:2854	Q86XP1	ENSG00000102780	160851	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
DHRS3	HGNC:17693	O75911	ENSG00000162496	9249	1	0	1	0	0	0	0	0	no	high	endomembrane_resident			m1_only
DIABLO	HGNC:21528	Q9NR28	ENSG00000184047	56616	1	0	1	0	0	0	0	0	no	high	mitochondrial_internal			m1_only
DIAPH3	HGNC:15480	Q9NSV4	ENSG00000139734	81624	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DIO2	HGNC:2884	Q92813	ENSG00000211448	1734	1	0	0	0	0	1	0	0	no	high	endomembrane_resident			m1_only
DIRAS1	HGNC:19127	O95057	ENSG00000176490	148252	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
DKK3	HGNC:2893	Q9UBP4	ENSG00000050165	27122	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
DLC1	HGNC:2897	Q96QB1	ENSG00000164741	10395	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
DLG3	HGNC:2902	Q92796	ENSG00000082458	1741	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
DLG5	HGNC:2904	Q8TDM6	ENSG00000151208	9231	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
DLGAP3	HGNC:30368	O95886	ENSG00000116544	58512	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
DMD	HGNC:2928	P11532	ENSG00000198947	1756	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
DMTN	HGNC:3382	Q08495	ENSG00000158856	2039	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
DMWD	HGNC:2936	Q09019	ENSG00000185800	1762	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DMXL2	HGNC:2938	Q8TDJ6	ENSG00000104093	23312	1	0	0	0	1	0	0	0	no	high	cytoplasmic			m1_only
DNAH6	HGNC:2951	Q9C0G6	ENSG00000115423	1768	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DNAJA3	HGNC:11808	Q96EY1	ENSG00000103423	9093	1	0	1	0	0	0	0	0	no	high	mitochondrial_internal			m1_only
DNAJA4	HGNC:14885	Q8WW22	ENSG00000140403	55466	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DNAJB4	HGNC:14886	Q9UDY4	ENSG00000162616	11080	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DNAJC16	HGNC:29157	Q9Y2G8	ENSG00000116138	23341	1	1	0	0	0	0	0	0	no	high	endomembrane_resident			m1_only
DNAJC18	HGNC:28429	Q9H819	ENSG00000170464	202052	1	0	0	0	0	1	0	0	no	high	endomembrane_resident			m1_only
DNAJC6	HGNC:15469	O75061	ENSG00000116675	9829	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DNM2	HGNC:2974	P50570	ENSG00000079805	1785	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
DOC2A	HGNC:2985	Q14183	ENSG00000149927	8448	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DOCK1	HGNC:2987	Q14185	ENSG00000150760	1793	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DOCK4	HGNC:19192	Q8N1I0	ENSG00000128512	9732	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DOK2	HGNC:2991	O60496	ENSG00000147443	9046	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
DOK3	HGNC:24583	Q7L591	ENSG00000146094	79930	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
DONSON	HGNC:2993	Q9NYP3	ENSG00000159147	29980	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
DRC4	HGNC:4166	O95995	ENSG00000141013	2622	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DRC8	HGNC:28166	Q5VUJ9	ENSG00000203666	84288	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DRP2	HGNC:3032	Q13474	ENSG00000102385	1821	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
DSEL	HGNC:18144	Q8IZU8	ENSG00000171451	92126	1	0	0	0	0	1	0	0	no	high	endomembrane_resident			m1_only
DST	HGNC:1090	Q03001	ENSG00000151914	667	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
DSTN	HGNC:15750	P60981	ENSG00000125868	11034	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DTNA	HGNC:3057	Q9Y4J8	ENSG00000134769	1837	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
DTNBP1	HGNC:17328	Q96EV8	ENSG00000047579	84062	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
DUS1L	HGNC:30086	Q6P1R4	ENSG00000169718	64118	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DUSP15	HGNC:16236	Q9H1R2	ENSG00000149599	128853	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DUSP3	HGNC:3069	P51452	ENSG00000108861	1845	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
DVL3	HGNC:3087	Q92997	ENSG00000161202	1857	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DXO	HGNC:2992	O77932	ENSG00000204348	1797	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
DYNC2H1	HGNC:2962	Q8NCM8	ENSG00000187240	79659	1	0	0	0	1	0	0	0	no	high	cytoplasmic			m1_only
EBP	HGNC:3133	Q15125	ENSG00000147155	10682	1	0	0	1	0	0	1	0	no	high	endomembrane_resident			m1_only
ECT2	HGNC:3155	Q9H8V3	ENSG00000114346	1894	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
EEF1AKMT1	HGNC:27351	Q8WVE0	ENSG00000150456	221143	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
EFCAB11	HGNC:20357	Q9BUY7	ENSG00000140025	90141	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
EFCAB9	HGNC:34530	A8MZ26	ENSG00000214360	285588	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
EFEMP1	HGNC:3218	Q12805	ENSG00000115380	2202	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
EFR3A	HGNC:28970	Q14156	ENSG00000132294	23167	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
EFR3B	HGNC:29155	Q9Y2G0	ENSG00000084710	22979	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
EHBP1	HGNC:29144	Q8NDI1	ENSG00000115504	23301	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
EIF2B2	HGNC:3258	P49770	ENSG00000119718	8892	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
EIF4B	HGNC:3285	P23588	ENSG00000063046	1975	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
EIF5	HGNC:3299	P55010	ENSG00000100664	1983	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
EIF5AL1	HGNC:17419	Q6IS14	ENSG00000253626	143244	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
EIF5B	HGNC:30793	O60841	ENSG00000158417	9669	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ELMO3	HGNC:17289	Q96BJ8	ENSG00000102890	79767	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ELN	HGNC:3327	P15502	ENSG00000049540	2006	1	0	0	0	0	1	0	0	no	high	secreted_only			m1_only
ELOC	HGNC:11617	Q15369	ENSG00000154582	6921	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
EMC1	HGNC:28957	Q8N766	ENSG00000127463	23065	1	0	0	0	1	0	1	0	no	high	endomembrane_resident			m1_only
EMILIN2	HGNC:19881	Q9BXX0	ENSG00000132205	84034	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
ENAH	HGNC:18271	Q8N8S7	ENSG00000154380	55740	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ENO2	HGNC:3353	P09104	ENSG00000111674	2026	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ENO3	HGNC:3354	P13929	ENSG00000108515	2027	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
EPB41L1	HGNC:3378	Q9H4G0	ENSG00000088367	2036	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
EPB41L2	HGNC:3379	O43491	ENSG00000079819	2037	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
EPB41L4A	HGNC:13278	Q9HCS5	ENSG00000129595	64097	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
EPB41L4B	HGNC:19818	Q9H329	ENSG00000095203	54566	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
EPB41L5	HGNC:19819	Q9HCM4	ENSG00000115109	57669	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
EPN1	HGNC:21604	Q9Y6I3	ENSG00000063245	29924	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
EPN3	HGNC:18235	Q9H201	ENSG00000049283	55040	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
EPO	HGNC:3415	P01588	ENSG00000130427	2056	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only
EPPK1	HGNC:15577	P58107	ENSG00000261150	83481	1	1	0	0	0	0	0	0	no	high	cytoplasmic			m1_only
EPS15	HGNC:3419	P42566	ENSG00000085832	2060	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
EPS15L1	HGNC:24634	Q9UBC2	ENSG00000127527	58513	1	0	1	0	0	0	0	0	no	high	inner_leaflet_anchored			m1_only
EPS8L2	HGNC:21296	Q9H6S3	ENSG00000177106	64787	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
ERAP1	HGNC:18173	Q9NZ08	ENSG00000164307	51752	1	0	0	0	0	1	0	0	no	high	endomembrane_resident			m1_only
ERC2	HGNC:31922	O15083	ENSG00000187672	26059	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
ERMN	HGNC:29208	Q8TAM6	ENSG00000136541	57471	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ERMP1	HGNC:23703	Q7Z2K6	ENSG00000099219	79956	1	0	0	1	0	0	1	0	no	high	endomembrane_resident			m1_only
ERP29	HGNC:13799	P30040	ENSG00000089248	10961	1	0	1	0	0	0	0	0	no	high	endomembrane_resident			m1_only
ERP44	HGNC:18311	Q9BS26	ENSG00000023318	23071	1	0	1	0	0	0	0	0	no	high	endomembrane_resident			m1_only
ESCO2	HGNC:27230	Q56NI9	ENSG00000171320	157570	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
ESYT1	HGNC:29534	Q9BSJ8	ENSG00000139641	23344	1	1	0	0	0	0	0	0	no	high	endomembrane_resident	no	high	m1_only
ETNK1	HGNC:24649	Q9HBU6	ENSG00000139163	55500	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
ETS2	HGNC:3489	P15036	ENSG00000157557	2114	1	0	0	0	0	1	0	0	no	high	nuclear			m1_only
EVPL	HGNC:3503	Q92817	ENSG00000167880	2125	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
EXOC4	HGNC:30389	Q96A65	ENSG00000131558	60412	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
EXOC7	HGNC:23214	Q9UPT5	ENSG00000182473	23265	1	0	0	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
EXTL2	HGNC:3516	Q9UBQ6	ENSG00000162694	2135	1	0	0	0	1	0	1	0	no	high	endomembrane_resident			m1_only
EXTL3	HGNC:3518	O43909	ENSG00000012232	2137	1	1	0	0	0	0	0	0	no	high	endomembrane_resident			m1_only
F10	HGNC:3528	P00742	ENSG00000126218	2159	1	0	1	0	0	0	0	0	no	high	secreted_only			m1_only
F13A1	HGNC:3531	P00488	ENSG00000124491	2162	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
F5	HGNC:3542	P12259	ENSG00000198734	2153	1	0	0	0	1	0	0	0	no	high	secreted_only			m1_only
FABP2	HGNC:3556	P12104	ENSG00000145384	2169	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
FABP5	HGNC:3560	Q01469	ENSG00000164687	2171	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
FADD	HGNC:3573	Q13158	ENSG00000168040	8772	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
FADS2	HGNC:3575	O95864	ENSG00000134824	9415	1	0	0	0	0	1	0	0	no	high	endomembrane_resident			m1_only
FAF1	HGNC:3578	Q9UNN5	ENSG00000185104	11124	1	0	1	0	0	0	0	0	no	high	cytoplasmic			m1_only
FAIM	HGNC:18703	Q9NVQ4	ENSG00000158234	55179	1	0	0	0	0	1	0	0	no	high	cytoplasmic			m1_only
