gene_symbol	hgnc_id	uniprot_acc	ensembl_gene	ncbi_gene_id	n_db_votes	uniprot_flag	go_flag	surfy_flag	cspa_flag	hpa_flag	deeptmhmm_flag	compartments_flag	sonnet_verdict	sonnet_confidence	sonnet_reason	pubmed_verdict	pubmed_confidence	source
CHRFAM7A	HGNC:15781	Q494W8	ENSG00000166664	89832	1	0	1	0	0	0	0	0	contextual	medium	dual_localization			m1_and_sonnet
CHRM1	HGNC:1950	P11229	ENSG00000168539	1128	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRM2	HGNC:1951	P08172	ENSG00000181072	1129	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRM3	HGNC:1952	P20309	ENSG00000133019	1131	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRM4	HGNC:1953	P08173	ENSG00000180720	1132	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRM5	HGNC:1954	P08912	ENSG00000184984	1133	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNA1	HGNC:1955	P02708	ENSG00000138435	1134	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNA10	HGNC:13800	Q9GZZ6	ENSG00000129749	57053	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNA2	HGNC:1956	Q15822	ENSG00000120903	1135	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNA3	HGNC:1957	P32297	ENSG00000080644	1136	5	1	1	1	1	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNA4	HGNC:1958	P43681	ENSG00000101204	1137	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNA5	HGNC:1959	P30532	ENSG00000169684	1138	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNA6	HGNC:15963	Q15825	ENSG00000147434	8973	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNA7	HGNC:1960	P36544	ENSG00000175344	1139	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNA9	HGNC:14079	Q9UGM1	ENSG00000174343	55584	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNB1	HGNC:1961	P11230	ENSG00000170175	1140	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNB2	HGNC:1962	P17787	ENSG00000160716	1141	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNB3	HGNC:1963	Q05901	ENSG00000147432	1142	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNB4	HGNC:1964	P30926	ENSG00000117971	1143	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRND	HGNC:1965	Q07001	ENSG00000135902	1144	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNE	HGNC:1966	Q04844	ENSG00000108556	1145	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CHRNG	HGNC:1967	P07510	ENSG00000196811	1146	3	1	1	1	0	0	1	0	contextual	high	tissue_restricted_surface			m1_and_sonnet
CHST15	HGNC:18137	Q7LFX5	ENSG00000182022	51363	0	0	0	0	0	0	0	0	yes	medium	classical_surface_receptor			sonnet_only
CIB1	HGNC:16920	Q99828	ENSG00000185043	10519	3	1	1	0	0	1	0	0	no	high	inner_leaflet_anchored			m1_only
CIB3	HGNC:24580	Q96Q77	ENSG00000141977	117286	1	0	0	0	0	1	0	0	no	medium	cytoplasmic			m1_only
CIMIP2C	HGNC:27938	A6NJV1	ENSG00000173557	339778	0	0	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			sonnet_only
CIMIP6	HGNC:26861	Q8N5S3	ENSG00000177994	129852	1	0	0	0	0	1	0	0	no	medium	cytoplasmic			m1_only
CIP2A	HGNC:29302	Q8TCG1	ENSG00000163507	57650	1	0	0	0	0	1	0	0	contextual	medium	dual_localization			m1_and_sonnet
CIROP	HGNC:53647	A0A1B0GTW7	ENSG00000283654	100128908	1	1	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			m1_and_sonnet
CIROZ	HGNC:26730	Q8N9H9	ENSG00000175262	148345	0	0	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			sonnet_only
CIST1	HGNC:55823	A0A2R8Y7Y5	ENSG00000284797	729966	1	1	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			m1_and_sonnet
CKAP4	HGNC:16991	Q07065	ENSG00000136026	10970	1	1	0	0	0	0	0	0	contextual	medium	dual_localization			m1_and_sonnet
CKLF	HGNC:13253	Q9UBR5	ENSG00000217555	51192	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only
CLCA1	HGNC:2015	A8K7I4	ENSG00000016490	1179	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only
CLCA2	HGNC:2016	Q9UQC9	ENSG00000137975	9635	4	1	0	1	1	1	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLCA4	HGNC:2018	Q14CN2	ENSG00000016602	22802	3	1	0	1	0	1	0	0	contextual	medium	dual_localization			m1_and_sonnet
CLCC1	HGNC:29675	Q96S66	ENSG00000121940	23155	0	0	0	0	0	0	0	0	no	high	endomembrane_resident	contextual	medium	sonnet_only
CLCN1	HGNC:2019	P35523	ENSG00000188037	1180	1	1	0	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLCN2	HGNC:2020	P51788	ENSG00000114859	1181	3	1	1	0	1	0	0	0	no	medium	endomembrane_resident			m1_only
CLCN3	HGNC:2021	P51790	ENSG00000109572	1182	1	0	1	0	0	0	0	0	contextual	medium	dual_localization			m1_and_sonnet
CLCN7	HGNC:2025	P51798	ENSG00000103249	1186	0	0	0	0	0	0	0	0	contextual	medium	tissue_restricted_surface			sonnet_only
CLCNKA	HGNC:2026	P51800	ENSG00000186510	1187	1	1	0	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLCNKB	HGNC:2027	P51801	ENSG00000184908	1188	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN1	HGNC:2032	O95832	ENSG00000163347	9076	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN10	HGNC:2033	P78369	ENSG00000134873	9071	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN11	HGNC:8514	O75508	ENSG00000013297	5010	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN12	HGNC:2034	P56749	ENSG00000157224	9069	3	1	0	1	1	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN14	HGNC:2035	O95500	ENSG00000159261	23562	1	1	0	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN15	HGNC:2036	P56746	ENSG00000106404	24146	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN16	HGNC:2037	Q9Y5I7	ENSG00000113946	10686	2	1	0	1	0	0	1	0	contextual	high	tissue_restricted_surface			m1_and_sonnet
CLDN17	HGNC:2038	P56750	ENSG00000156282	26285	1	1	0	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN18	HGNC:2039	P56856	ENSG00000066405	51208	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN19	HGNC:2040	Q8N6F1	ENSG00000164007	149461	4	1	1	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN2	HGNC:2041	P57739	ENSG00000165376	9075	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN20	HGNC:2042	P56880	ENSG00000171217	49861	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN22	HGNC:2044	Q8N7P3	ENSG00000177300	53842	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN23	HGNC:17591	Q96B33	ENSG00000253958	137075	2	1	0	0	0	1	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN24	HGNC:37200	A6NM45	ENSG00000185758	100132463	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN25	HGNC:37218	C9JDP6	ENSG00000228607	644672	1	1	0	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN3	HGNC:2045	O15551	ENSG00000165215	1365	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN34	HGNC:51259	H7C241	ENSG00000234469	100288814	1	1	0	0	0	0	0	0	yes	medium	multipass_with_exposed_loops			m1_and_sonnet
CLDN4	HGNC:2046	O14493	ENSG00000189143	1364	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN5	HGNC:2047	O00501	ENSG00000184113	7122	2	1	1	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN6	HGNC:2048	P56747	ENSG00000184697	9074	2	1	0	1	0	0	1	0	contextual	high	cell_state_induced			m1_and_sonnet
CLDN7	HGNC:2049	O95471	ENSG00000181885	1366	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN8	HGNC:2050	P56748	ENSG00000156284	9073	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDN9	HGNC:2051	O95484	ENSG00000213937	9080	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CLDND1	HGNC:1322	Q9NY35	ENSG00000080822	56650	3	0	1	1	1	0	1	0	yes	medium	multipass_with_exposed_loops			m1_and_sonnet
CLDND2	HGNC:28511	Q8NHS1	ENSG00000160318	125875	0	0	0	0	0	0	0	0	contextual	low	dual_localization			sonnet_only
CLEC10A	HGNC:16916	Q8IUN9	ENSG00000132514	10462	2	1	1	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC12A	HGNC:31713	Q5QGZ9	ENSG00000172322	160364	3	1	0	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC12B	HGNC:31966	Q2HXU8	ENSG00000256660	387837	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC14A	HGNC:19832	Q86T13	ENSG00000176435	161198	4	1	1	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC17A	HGNC:34520	Q6ZS10	ENSG00000187912	388512	4	1	1	1	1	0	1	0	yes	medium	classical_surface_receptor			m1_and_sonnet
CLEC18B	HGNC:33849	Q6UXF7	ENSG00000140839	497190	0	0	0	0	0	0	0	0	contextual	low	dual_localization			sonnet_only
CLEC18C	HGNC:28538	Q8NCF0	ENSG00000157335	283971	0	0	0	0	0	0	0	0	contextual	low	dual_localization			sonnet_only
CLEC19A	HGNC:34522	Q6UXS0	ENSG00000261210	728276	0	0	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			sonnet_only
CLEC1A	HGNC:24355	Q8NC01	ENSG00000150048	51267	4	1	0	1	1	1	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC1B	HGNC:24356	Q9P126	ENSG00000165682	51266	3	1	0	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC20A	HGNC:34521	Q6ZU45	ENSG00000188585	400797	0	0	0	0	0	0	0	0	contextual	low	other			sonnet_only
CLEC2A	HGNC:24191	Q6UVW9	ENSG00000188393	387836	2	1	1	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC2B	HGNC:2053	Q92478	ENSG00000110852	9976	1	1	0	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC2D	HGNC:14351	Q9UHP7	ENSG00000069493	29121	4	1	1	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC2L	HGNC:21969	P0C7M8	ENSG00000236279	154790	0	0	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			sonnet_only
CLEC3A	HGNC:2052	O75596	ENSG00000166509	10143	0	0	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			sonnet_only
CLEC3B	HGNC:11891	P05452	ENSG00000163815	7123	0	0	0	0	0	0	0	0	contextual	low	stable_surface_attachment			sonnet_only
CLEC4A	HGNC:13257	Q9UMR7	ENSG00000111729	50856	2	1	1	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC4C	HGNC:13258	Q8WTT0	ENSG00000198178	170482	2	1	1	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC4D	HGNC:14554	Q8WXI8	ENSG00000166527	338339	2	1	1	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC4E	HGNC:14555	Q9ULY5	ENSG00000166523	26253	2	1	1	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC4F	HGNC:25357	Q8N1N0	ENSG00000152672	165530	3	1	1	0	0	1	0	0	contextual	medium	tissue_restricted_surface			m1_and_sonnet
CLEC4G	HGNC:24591	Q6UXB4	ENSG00000182566	339390	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC4M	HGNC:13523	Q9H2X3	ENSG00000104938	10332	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC5A	HGNC:2054	Q9NY25	ENSG00000258227	23601	5	1	1	1	1	1	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC6A	HGNC:14556	Q6EIG7	ENSG00000205846	93978	2	1	1	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC7A	HGNC:14558	Q9BXN2	ENSG00000172243	64581	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLEC9A	HGNC:26705	Q6UXN8	ENSG00000197992	283420	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLECL1	HGNC:24462	Q8IZS7	ENSG00000184293	160365	1	1	0	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLIC1	HGNC:2062	O00299	ENSG00000213719	1192	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only
CLIC2	HGNC:2063	O15247	ENSG00000155962	1193	1	0	0	0	0	1	0	0	contextual	low	cell_state_induced			m1_and_sonnet
CLIC3	HGNC:2064	O95833	ENSG00000169583	9022	0	0	0	0	0	0	0	0	contextual	medium	cell_state_induced			sonnet_only
CLIC4	HGNC:13518	Q9Y696	ENSG00000169504	25932	2	0	1	0	0	1	0	0	contextual	medium	dual_localization			m1_and_sonnet
CLIC5	HGNC:13517	Q9NZA1	ENSG00000112782	53405	2	1	0	0	0	1	0	0	contextual	medium	dual_localization			m1_and_sonnet
CLIC6	HGNC:2065	Q96NY7	ENSG00000159212	54102	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only
CLMB	HGNC:23362	Q96GX8	ENSG00000154102	404550	1	0	0	0	0	1	0	0	no	medium	cytoplasmic			m1_only
CLMP	HGNC:24039	Q9H6B4	ENSG00000166250	79827	4	1	1	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLN3	HGNC:2074	Q13286	ENSG00000188603	1201	3	0	1	1	1	0	1	0	contextual	medium	lysosomal_exocytosis			m1_and_sonnet
CLN5	HGNC:2076	O75503	ENSG00000102805	1203	1	0	0	0	1	0	0	0	contextual	medium	lysosomal_exocytosis			m1_and_sonnet
CLNS1A	HGNC:2080	P54105	ENSG00000074201	1207	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only
CLPSL2	HGNC:21250	Q6UWE3	ENSG00000196748	389383	0	0	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			sonnet_only
CLPTM1	HGNC:2087	O96005	ENSG00000104853	1209	3	1	1	0	1	0	0	0	yes	medium	multipass_with_exposed_loops			m1_and_sonnet
CLPTM1L	HGNC:24308	Q96KA5	ENSG00000049656	81037	2	1	0	0	1	0	0	0	yes	medium	multipass_with_exposed_loops			m1_and_sonnet
CLRN1	HGNC:12605	P58418	ENSG00000163646	7401	1	0	0	1	0	0	1	0	no	medium	endomembrane_resident			m1_only
CLRN2	HGNC:33939	A0PK11	ENSG00000249581	645104	1	0	0	1	0	0	0	0	yes	medium	multipass_with_exposed_loops			m1_and_sonnet
CLRN3	HGNC:20795	Q8NCR9	ENSG00000180745	119467	0	0	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			sonnet_only
CLSTN1	HGNC:17447	O94985	ENSG00000171603	22883	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLSTN2	HGNC:17448	Q9H4D0	ENSG00000158258	64084	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLSTN3	HGNC:18371	Q9BQT9	ENSG00000139182	9746	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLTRN	HGNC:29437	Q9HBJ8	ENSG00000147003	57393	2	1	0	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CLU	HGNC:2095	P10909	ENSG00000120885	1191	2	0	1	0	1	0	0	0	contextual	medium	cell_state_induced			m1_and_sonnet
CLUL1	HGNC:2096	Q15846	ENSG00000079101	27098	1	0	0	0	0	1	0	0	contextual	low	dual_localization			m1_and_sonnet
CMA1	HGNC:2097	P23946	ENSG00000092009	1215	0	0	0	0	0	0	0	0	no	high	secreted_only	contextual	medium	sonnet_only
CMKLR1	HGNC:2121	Q99788	ENSG00000174600	1240	3	1	0	1	1	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CMKLR2	HGNC:4463	P46091	ENSG00000183671	2825	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CMTM1	HGNC:19172	Q8IZ96	ENSG00000089505	113540	0	0	0	0	0	0	0	0	yes	medium	multipass_with_exposed_loops			sonnet_only
CMTM2	HGNC:19173	Q8TAZ6	ENSG00000140932	146225	0	0	0	0	0	0	0	0	yes	medium	multipass_with_exposed_loops			sonnet_only
CMTM3	HGNC:19174	Q96MX0	ENSG00000140931	123920	0	0	0	0	0	0	0	0	yes	medium	multipass_with_exposed_loops			sonnet_only
CMTM4	HGNC:19175	Q8IZR5	ENSG00000183723	146223	1	0	0	0	0	1	0	0	yes	medium	multipass_with_exposed_loops			m1_and_sonnet
CMTM5	HGNC:19176	Q96DZ9	ENSG00000166091	116173	0	0	0	0	0	0	0	0	yes	medium	multipass_with_exposed_loops			sonnet_only
CMTM6	HGNC:19177	Q9NX76	ENSG00000091317	54918	1	1	0	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CMTM7	HGNC:19178	Q96FZ5	ENSG00000153551	112616	1	0	0	0	0	1	0	0	yes	medium	multipass_with_exposed_loops			m1_and_sonnet
CMTM8	HGNC:19179	Q8IZV2	ENSG00000170293	152189	0	0	0	0	0	0	0	0	yes	high	multipass_with_exposed_loops			sonnet_only
CNFN	HGNC:30183	Q9BYD5	ENSG00000105427	84518	1	0	1	0	0	0	0	0	no	medium	cytoplasmic			m1_only
CNGA1	HGNC:2148	P29973	ENSG00000198515	1259	2	1	0	0	0	1	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CNGA2	HGNC:2149	Q16280	ENSG00000183862	1260	2	1	1	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CNGA3	HGNC:2150	Q16281	ENSG00000144191	1261	1	1	0	0	0	0	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CNGA4	HGNC:2152	Q8IV77	ENSG00000132259	1262	2	1	1	0	0	0	0	0	contextual	medium	tissue_restricted_surface			m1_and_sonnet
CNGB1	HGNC:2151	Q14028	ENSG00000070729	1258	3	1	1	0	0	1	0	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CNGB3	HGNC:2153	Q9NQW8	ENSG00000170289	54714	1	1	0	0	0	0	0	0	no	medium	other			m1_only
CNIH2	HGNC:28744	Q6PI25	ENSG00000174871	254263	1	0	1	0	0	0	0	0	no	medium	endomembrane_resident			m1_only
CNIH3	HGNC:26802	Q8TBE1	ENSG00000143786	149111	1	0	1	0	0	0	0	0	no	medium	endomembrane_resident			m1_only
CNKSR1	HGNC:19700	Q969H4	ENSG00000142675	10256	0	0	0	0	0	0	0	0	no	high	inner_leaflet_anchored	contextual	medium	sonnet_only
CNKSR3	HGNC:23034	Q6P9H4	ENSG00000153721	154043	1	1	0	0	0	0	0	0	no	medium	inner_leaflet_anchored			m1_only
CNMD	HGNC:17005	O75829	ENSG00000136110	11061	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only
CNNM1	HGNC:102	Q9NRU3	ENSG00000119946	26507	1	0	0	0	0	1	0	0	contextual	low	tissue_restricted_surface			m1_and_sonnet
CNNM2	HGNC:103	Q9H8M5	ENSG00000148842	54805	4	1	1	1	1	0	1	0	yes	medium	multipass_with_exposed_loops			m1_and_sonnet
CNNM3	HGNC:104	Q8NE01	ENSG00000168763	26505	2	0	0	1	1	0	1	0	yes	medium	multipass_with_exposed_loops			m1_and_sonnet
CNNM4	HGNC:105	Q6P4Q7	ENSG00000158158	26504	4	1	0	1	1	1	1	0	no	medium	other			m1_only
CNPY4	HGNC:28631	Q8N129	ENSG00000166997	245812	0	0	0	0	0	0	0	0	no	medium	endomembrane_resident	contextual	low	sonnet_only
CNR1	HGNC:2159	P21554	ENSG00000118432	1268	3	1	0	1	0	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CNR2	HGNC:2160	P34972	ENSG00000188822	1269	3	1	0	1	1	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet
CNST	HGNC:26486	Q6PJW8	ENSG00000162852	163882	1	1	0	0	0	0	0	0	no	medium	endomembrane_resident			m1_only
CNTFR	HGNC:2170	P26992	ENSG00000122756	1271	3	0	1	1	1	0	0	0	yes	high	gpi_anchored			m1_and_sonnet
CNTN1	HGNC:2171	Q12860	ENSG00000018236	1272	2	0	0	1	1	0	0	0	yes	high	gpi_anchored			m1_and_sonnet
CNTN2	HGNC:2172	Q02246	ENSG00000184144	6900	2	0	1	1	0	0	0	0	yes	high	gpi_anchored			m1_and_sonnet
CNTN3	HGNC:2173	Q9P232	ENSG00000113805	5067	2	0	0	1	1	0	0	0	yes	high	gpi_anchored			m1_and_sonnet
CNTN4	HGNC:2174	Q8IWV2	ENSG00000144619	152330	1	0	0	1	0	0	0	0	yes	high	gpi_anchored			m1_and_sonnet
CNTN5	HGNC:2175	O94779	ENSG00000149972	53942	1	0	0	1	0	0	0	0	yes	high	gpi_anchored			m1_and_sonnet
CNTN6	HGNC:2176	Q9UQ52	ENSG00000134115	27255	1	0	0	1	0	0	0	0	yes	high	gpi_anchored			m1_and_sonnet
CNTNAP1	HGNC:8011	P78357	ENSG00000108797	8506	3	1	0	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CNTNAP2	HGNC:13830	Q9UHC6	ENSG00000174469	26047	4	1	1	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CNTNAP3	HGNC:13834	Q9BZ76	ENSG00000106714	79937	2	1	0	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CNTNAP3B	HGNC:32035	Q96NU0	ENSG00000154529	728577	2	1	0	1	0	0	1	0	yes	medium	classical_surface_receptor			m1_and_sonnet
CNTNAP4	HGNC:18747	Q9C0A0	ENSG00000152910	85445	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CNTNAP5	HGNC:18748	Q8WYK1	ENSG00000155052	129684	2	1	0	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
COBLL1	HGNC:23571	Q53SF7	ENSG00000082438	22837	1	0	0	0	0	1	0	0	no	medium	secreted_only			m1_only
COL13A1	HGNC:2190	Q5TAT6	ENSG00000197467	1305	2	1	1	0	0	0	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
COL17A1	HGNC:2194	Q9UMD9	ENSG00000065618	1308	3	1	1	0	0	1	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
COL18A1	HGNC:2195	P39060	ENSG00000182871	80781	0	0	0	0	0	0	0	0	contextual	low	stable_surface_attachment			sonnet_only
COL23A1	HGNC:22990	Q86Y22	ENSG00000050767	91522	2	1	1	0	0	0	0	0	contextual	medium	dual_localization			m1_and_sonnet
COL25A1	HGNC:18603	Q9BXS0	ENSG00000188517	84570	2	1	1	0	0	0	0	0	contextual	medium	dual_localization			m1_and_sonnet
COL26A1	HGNC:18038	Q96A83	ENSG00000160963	136227	1	0	0	0	1	0	0	0	no	medium	secreted_only			m1_only
COL5A3	HGNC:14864	P25940	ENSG00000080573	50509	2	0	0	0	1	1	0	0	no	high	secreted_only			m1_only
COL6A2	HGNC:2212	P12110	ENSG00000142173	1292	2	0	0	0	1	1	0	0	no	high	secreted_only			m1_only
COL6A3	HGNC:2213	P12111	ENSG00000163359	1293	1	0	0	0	1	0	0	0	contextual	medium	stable_surface_attachment			m1_and_sonnet
COL6A5	HGNC:26674	A8TX70	ENSG00000172752	256076	1	0	0	0	1	0	0	0	no	medium	secreted_only			m1_only
COL7A1	HGNC:2214	Q02388	ENSG00000114270	1294	1	0	0	0	1	0	0	0	yes	medium	other			m1_and_sonnet
COLEC10	HGNC:2220	Q9Y6Z7	ENSG00000184374	10584	1	0	1	0	0	0	0	0	contextual	low	cell_state_induced			m1_and_sonnet
COLEC12	HGNC:16016	Q5KU26	ENSG00000158270	81035	3	1	0	0	1	1	0	0	yes	high	classical_surface_receptor			m1_and_sonnet
COLQ	HGNC:2226	Q9Y215	ENSG00000206561	8292	1	0	0	0	0	1	0	0	contextual	medium	stable_surface_attachment			m1_and_sonnet
CORIN	HGNC:19012	Q9Y5Q5	ENSG00000145244	10699	3	1	0	1	0	1	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CP	HGNC:2295	P00450	ENSG00000047457	1356	1	0	0	0	1	0	0	0	contextual	medium	tissue_restricted_surface			m1_and_sonnet
CPA6	HGNC:17245	Q8N4T0	ENSG00000165078	57094	0	0	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			sonnet_only
CPAMD8	HGNC:23228	Q8IZJ3	ENSG00000160111	27151	0	0	0	0	0	0	0	0	yes	medium	classical_surface_receptor			sonnet_only
CPD	HGNC:2301	O75976	ENSG00000108582	1362	3	1	0	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet
CPE	HGNC:2303	P16870	ENSG00000109472	1363	0	0	0	0	0	0	0	0	contextual	medium	dual_localization			sonnet_only
CPM	HGNC:2311	P14384	ENSG00000135678	1368	3	0	1	1	1	0	0	0	yes	high	gpi_anchored			m1_and_sonnet
CPN2	HGNC:2313	P22792	ENSG00000178772	1370	0	0	0	0	0	0	0	0	contextual	low	dual_localization			sonnet_only
CPNE7	HGNC:2320	Q9UBL6	ENSG00000178773	27132	0	0	0	0	0	0	0	0	no	high	inner_leaflet_anchored	contextual	medium	sonnet_only
