gene_symbol	uniprot_accession	hgnc_id	ensembl_gene	m1_n_db_votes	m1_uniprot_flag	m1_go_flag	m1_hpa_flag	m1_surfy_flag	m1_cspa_flag	sonnet_verdict	sonnet_reason	sonnet_confidence	source
CNOT12	Q9C0C2	HGNC:19081	ENSG00000149115	1	0	0	1	0	0				m1_only
CNP	P09543	HGNC:2158	ENSG00000173786	1	0	0	1	0	0				m1_only
CNPY3	Q9BT09	HGNC:11968	ENSG00000137161	1	0	0	1	0	0				m1_only
CNR1	P21554	HGNC:2159	ENSG00000118432	3	1	0	1	1	0	yes	multipass_with_exposed_loops	high	both
CNR2	P34972	HGNC:2160	ENSG00000188822	3	1	0	0	1	1	yes	multipass_with_exposed_loops	high	both
CNST	Q6PJW8	HGNC:26486	ENSG00000162852	1	1	0	0	0	0				m1_only
CNTFR	P26992	HGNC:2170	ENSG00000122756	3	0	1	0	1	1	yes	gpi_anchored	high	both
CNTN1	Q12860	HGNC:2171	ENSG00000018236	2	0	0	0	1	1	yes	gpi_anchored	high	both
CNTN2	Q02246	HGNC:2172	ENSG00000184144	2	0	1	0	1	0	yes	gpi_anchored	high	both
CNTN3	Q9P232	HGNC:2173	ENSG00000113805	2	0	0	0	1	1	yes	gpi_anchored	high	both
CNTN4	Q8IWV2	HGNC:2174	ENSG00000144619	1	0	0	0	1	0	yes	gpi_anchored	high	both
CNTN5	O94779	HGNC:2175	ENSG00000149972	1	0	0	0	1	0	yes	gpi_anchored	high	both
CNTN6	Q9UQ52	HGNC:2176	ENSG00000134115	1	0	0	0	1	0	yes	gpi_anchored	high	both
CNTNAP1	P78357	HGNC:8011	ENSG00000108797	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
CNTNAP2	Q9UHC6	HGNC:13830	ENSG00000174469	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
CNTNAP3	Q9BZ76	HGNC:13834	ENSG00000106714	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
CNTNAP3B	Q96NU0	HGNC:32035	ENSG00000154529	2	1	0	0	1	0	yes	classical_surface_receptor	medium	both
CNTNAP4	Q9C0A0	HGNC:18747	ENSG00000152910	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
CNTNAP5	Q8WYK1	HGNC:18748	ENSG00000155052	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
COBL	O75128	HGNC:22199	ENSG00000106078	1	0	0	1	0	0				m1_only
COBLL1	Q53SF7	HGNC:23571	ENSG00000082438	1	0	0	1	0	0				m1_only
COG3	Q96JB2	HGNC:18619	ENSG00000136152	1	0	0	1	0	0				m1_only
COL11A1	P12107	HGNC:2186	ENSG00000060718	1	0	0	0	0	1				m1_only
COL12A1	Q99715	HGNC:2188	ENSG00000111799	1	0	0	0	0	1				m1_only
COL13A1	Q5TAT6	HGNC:2190	ENSG00000197467	2	1	1	0	0	0	yes	classical_surface_receptor	high	both
COL14A1	Q05707	HGNC:2191	ENSG00000187955	1	0	0	0	0	1				m1_only
COL17A1	Q9UMD9	HGNC:2194	ENSG00000065618	3	1	1	1	0	0	yes	classical_surface_receptor	high	both
COL18A1	P39060	HGNC:2195	ENSG00000182871	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
COL1A1	P02452	HGNC:2197	ENSG00000108821	1	0	0	0	0	1				m1_only
COL1A2	P08123	HGNC:2198	ENSG00000164692	1	0	0	0	0	1				m1_only
COL23A1	Q86Y22	HGNC:22990	ENSG00000050767	2	1	1	0	0	0	contextual	dual_localization	medium	both
COL25A1	Q9BXS0	HGNC:18603	ENSG00000188517	2	1	1	0	0	0	contextual	dual_localization	medium	both
COL26A1	Q96A83	HGNC:18038	ENSG00000160963	1	0	0	0	0	1				m1_only
COL2A1	P02458	HGNC:2200	ENSG00000139219	1	0	0	0	0	1				m1_only
COL3A1	P02461	HGNC:2201	ENSG00000168542	1	0	0	0	0	1				m1_only
COL4A5	P29400	HGNC:2207	ENSG00000188153	1	0	0	1	0	0				m1_only
COL5A1	P20908	HGNC:2209	ENSG00000130635	1	0	0	0	0	1				m1_only
COL5A2	P05997	HGNC:2210	ENSG00000204262	1	0	0	0	0	1				m1_only
COL5A3	P25940	HGNC:14864	ENSG00000080573	2	0	0	1	0	1				m1_only
COL6A1	P12109	HGNC:2211	ENSG00000142156	1	0	0	0	0	1				m1_only
COL6A2	P12110	HGNC:2212	ENSG00000142173	2	0	0	1	0	1				m1_only
COL6A3	P12111	HGNC:2213	ENSG00000163359	1	0	0	0	0	1				m1_only
COL6A5	A8TX70	HGNC:26674	ENSG00000172752	1	0	0	0	0	1				m1_only
COL6A6	A6NMZ7	HGNC:27023	ENSG00000206384	1	0	0	0	0	1				m1_only
COL7A1	Q02388	HGNC:2214	ENSG00000114270	1	0	0	0	0	1	yes	other	high	both
COLEC10	Q9Y6Z7	HGNC:2220	ENSG00000184374	1	0	1	0	0	0	contextual	dual_localization	low	both
COLEC11	Q9BWP8	HGNC:17213	ENSG00000118004	1	0	1	0	0	0				m1_only
COLEC12	Q5KU26	HGNC:16016	ENSG00000158270	3	1	0	1	0	1	yes	classical_surface_receptor	high	both
COLQ	Q9Y215	HGNC:2226	ENSG00000206561	1	0	0	1	0	0	contextual	tissue_restricted_surface	medium	both
COMT	P21964	HGNC:2228	ENSG00000093010	1	1	0	0	0	0				m1_only
COMTD1	Q86VU5	HGNC:26309	ENSG00000165644	1	0	0	1	0	0				m1_only
COQ7	Q99807	HGNC:2244	ENSG00000167186	1	0	0	1	0	0				m1_only
CORIN	Q9Y5Q5	HGNC:19012	ENSG00000145244	3	1	0	1	1	0	yes	classical_surface_receptor	high	both
CORO1A	P31146	HGNC:2252	ENSG00000102879	1	0	1	0	0	0				m1_only
CORO1B	Q9BR76	HGNC:2253	ENSG00000172725	1	0	0	1	0	0				m1_only
CORO1C	Q9ULV4	HGNC:2254	ENSG00000110880	1	0	1	0	0	0				m1_only
CORO2A	Q92828	HGNC:2255	ENSG00000106789	1	0	0	1	0	0				m1_only
CORO2B	Q9UQ03	HGNC:2256	ENSG00000103647	1	0	0	1	0	0				m1_only
COX6B2	Q6YFQ2	HGNC:24380	ENSG00000160471	1	0	0	1	0	0				m1_only
CP	P00450	HGNC:2295	ENSG00000047457	1	0	0	0	0	1	contextual	dual_localization	high	both
CPA4	Q9UI42	HGNC:15740	ENSG00000128510	1	0	0	1	0	0				m1_only
CPA6	Q8N4T0	HGNC:17245	ENSG00000165078	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
CPAMD8	Q8IZJ3	HGNC:23228	ENSG00000160111	0	0	0	0	0	0	yes	classical_surface_receptor	medium	sonnet_only
CPD	O75976	HGNC:2301	ENSG00000108582	3	1	0	0	1	1	yes	classical_surface_receptor	medium	both
CPE	P16870	HGNC:2303	ENSG00000109472	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
CPEB3	Q8NE35	HGNC:21746	ENSG00000107864	1	0	0	1	0	0				m1_only
CPM	P14384	HGNC:2311	ENSG00000135678	3	0	1	0	1	1	yes	gpi_anchored	high	both
CPNE9	Q8IYJ1	HGNC:24336	ENSG00000144550	1	0	0	1	0	0				m1_only
CPO	Q8IVL8	HGNC:21011	ENSG00000144410	1	1	0	0	0	0				m1_only
CPPED1	Q9BRF8	HGNC:25632	ENSG00000103381	1	0	0	1	0	0	contextual	dual_localization	low	both
CPQ	Q9Y646	HGNC:16910	ENSG00000104324	1	0	0	0	0	1	yes	gpi_anchored	high	both
CPXM1	Q96SM3	HGNC:15771	ENSG00000088882	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
CPXM2	Q8N436	HGNC:26977	ENSG00000121898	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
CPZ	Q66K79	HGNC:2333	ENSG00000109625	2	0	0	1	0	1	yes	other	medium	both
CR1	P17927	HGNC:2334	ENSG00000203710	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
CR1L	Q2VPA4	HGNC:2335	ENSG00000197721	0	0	0	0	0	0	yes	classical_surface_receptor	medium	sonnet_only
CR2	P20023	HGNC:2336	ENSG00000117322	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
CRACR2A	Q9BSW2	HGNC:28657	ENSG00000130038	1	0	1	0	0	0				m1_only
CRB1	P82279	HGNC:2343	ENSG00000134376	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
CRB2	Q5IJ48	HGNC:18688	ENSG00000148204	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
CRB3	Q9BUF7	HGNC:20237	ENSG00000130545	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
CRCP	O75575	HGNC:17888	ENSG00000241258	1	0	0	1	0	0				m1_only
CREB5	Q02930	HGNC:16844	ENSG00000146592	1	0	0	1	0	0				m1_only
CREG1	O75629	HGNC:2351	ENSG00000143162	1	0	0	0	0	1	contextual	dual_localization	medium	both
CREG2	Q8IUH2	HGNC:14272	ENSG00000175874	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
CRELD1	Q96HD1	HGNC:14630	ENSG00000163703	1	1	0	0	0	0	contextual	stable_surface_attachment	low	both
CRELD2	Q6UXH1	HGNC:28150	ENSG00000184164	1	0	0	0	0	1				m1_only
CRHR1	P34998	HGNC:2357	ENSG00000120088	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
CRHR2	Q13324	HGNC:2358	ENSG00000106113	3	1	0	1	1	0	yes	multipass_with_exposed_loops	high	both
CRIM1	Q9NZV1	HGNC:2359	ENSG00000150938	3	1	0	0	1	1	yes	classical_surface_receptor	high	both
CRIP1	P50238	HGNC:2360	ENSG00000213145	1	0	0	1	0	0				m1_only
CRIP2	P52943	HGNC:2361	ENSG00000182809	1	0	0	1	0	0				m1_only
CRIPTO	P13385	HGNC:11701	ENSG00000241186	0	0	0	0	0	0	yes	gpi_anchored	high	sonnet_only
CRIPTO3	P51864	HGNC:11703	ENSG00000225366	1	0	1	0	0	0				m1_only
CRISP1	P54107	HGNC:304	ENSG00000124812	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
CRISP2	P16562	HGNC:12024	ENSG00000124490	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
CRISP3	P54108	HGNC:16904	ENSG00000096006	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
CRISPLD1	Q9H336	HGNC:18206	ENSG00000121005	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
CRISPLD2	Q9H0B8	HGNC:25248	ENSG00000103196	0	0	0	0	0	0	contextual	stable_surface_attachment	low	sonnet_only
CRK	P46108	HGNC:2362	ENSG00000167193	1	0	0	1	0	0				m1_only
CRLF1	O75462	HGNC:2364	ENSG00000006016	2	0	1	0	0	1	contextual	stable_surface_attachment	medium	both
CRLF2	Q9HC73	HGNC:14281	ENSG00000205755	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
CRTAM	O95727	HGNC:24313	ENSG00000109943	3	1	1	0	1	0	contextual	cell_state_induced	high	both
CRTAP	O75718	HGNC:2379	ENSG00000170275	1	0	0	0	0	1				m1_only
CRYAB	P02511	HGNC:2389	ENSG00000109846	1	0	0	1	0	0				m1_only
CRYBG3	Q68DQ2	HGNC:34427	ENSG00000080200	1	0	0	1	0	0				m1_only
CRYL1	Q9Y2S2	HGNC:18246	ENSG00000165475	1	0	0	1	0	0				m1_only
CSAD	Q9Y600	HGNC:18966	ENSG00000139631	1	0	0	1	0	0				m1_only
CSF1	P09603	HGNC:2432	ENSG00000184371	3	0	0	1	1	1	contextual	dual_localization	high	both
CSF1R	P07333	HGNC:2433	ENSG00000182578	4	1	1	1	1	0	yes	classical_surface_receptor	high	both
CSF2RA	P15509	HGNC:2435	ENSG00000198223	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
CSF2RB	P32927	HGNC:2436	ENSG00000100368	4	1	1	0	1	1	yes	classical_surface_receptor	high	both
CSF3R	Q99062	HGNC:2439	ENSG00000119535	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
CSMD1	Q96PZ7	HGNC:14026	ENSG00000183117	2	1	0	0	1	0	yes	classical_surface_receptor	high	both
CSMD2	Q7Z408	HGNC:19290	ENSG00000121904	2	1	0	0	1	0	yes	classical_surface_receptor	medium	both
CSMD3	Q7Z407	HGNC:19291	ENSG00000164796	2	1	0	1	0	0	yes	classical_surface_receptor	medium	both
CSNK1D	P48730	HGNC:2452	ENSG00000141551	1	0	0	1	0	0				m1_only
CSNK1G2	P78368	HGNC:2455	ENSG00000133275	0	0	0	0	0	0	yes	other	medium	sonnet_only
CSNK1G3	Q9Y6M4	HGNC:2456	ENSG00000151292	0	0	0	0	0	0	yes	gpi_anchored	medium	sonnet_only
CSPG4	Q6UVK1	HGNC:2466	ENSG00000173546	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
CSPG5	O95196	HGNC:2467	ENSG00000114646	5	1	1	1	1	1	contextual	dual_localization	medium	both
CST6	Q15828	HGNC:2478	ENSG00000175315	1	0	0	1	0	0				m1_only
CST7	O76096	HGNC:2479	ENSG00000077984	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
CST8	O60676	HGNC:2480	ENSG00000125815	1	0	1	0	0	0				m1_only
CSTA	P01040	HGNC:2481	ENSG00000121552	1	0	1	0	0	0				m1_only
CSTL1	Q9H114	HGNC:15958	ENSG00000125823	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
CT83	Q5H943	HGNC:33494	ENSG00000204019	1	1	0	0	0	0				m1_only
CTBS	Q01459	HGNC:2496	ENSG00000117151	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
CTHRC1	Q96CG8	HGNC:18831	ENSG00000164932	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
CTLA4	P16410	HGNC:2505	ENSG00000163599	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
CTNNA1	P35221	HGNC:2509	ENSG00000044115	2	0	1	1	0	0				m1_only
CTNNA2	P26232	HGNC:2510	ENSG00000066032	1	0	1	0	0	0				m1_only
CTNNB1	P35222	HGNC:2514	ENSG00000168036	2	0	1	1	0	0				m1_only
CTNND1	O60716	HGNC:2515	ENSG00000198561	2	0	1	1	0	0				m1_only
CTNND2	Q9UQB3	HGNC:2516	ENSG00000169862	1	0	0	1	0	0				m1_only
CTNS	O60931	HGNC:2518	ENSG00000040531	2	0	0	0	1	1				m1_only
CTSA	P10619	HGNC:9251	ENSG00000064601	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
CTSB	P07858	HGNC:2527	ENSG00000164733	1	1	0	0	0	0	contextual	lysosomal_exocytosis	medium	both
CTSD	P07339	HGNC:2529	ENSG00000117984	1	0	0	0	0	1	contextual	lysosomal_exocytosis	medium	both
CTSE	P14091	HGNC:2530	ENSG00000196188	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
CTSG	P08311	HGNC:2532	ENSG00000100448	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
CTSH	P09668	HGNC:2535	ENSG00000103811	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
CTSK	P43235	HGNC:2536	ENSG00000143387	1	1	0	0	0	0	contextual	lysosomal_exocytosis	medium	both
CTSL	P07711	HGNC:2537	ENSG00000135047	1	1	0	0	0	0	contextual	lysosomal_exocytosis	medium	both
CTSS	P25774	HGNC:2545	ENSG00000163131	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
CTSV	O60911	HGNC:2538	ENSG00000136943	1	0	0	1	0	0				m1_only
CTSZ	Q9UBR2	HGNC:2547	ENSG00000101160	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
CTTN	Q14247	HGNC:3338	ENSG00000085733	2	0	1	1	0	0				m1_only
CTXN1	P60606	HGNC:31108	ENSG00000178531	1	0	0	1	0	0				m1_only
CTXND2	A0A1B0GV90	HGNC:53440	ENSG00000283324	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
CUBN	O60494	HGNC:2548	ENSG00000107611	2	1	1	0	0	0	yes	stable_complex_partner	high	both
CUEDC1	Q9NWM3	HGNC:31350	ENSG00000180891	1	0	0	1	0	0				m1_only
CUTA	O60888	HGNC:21101	ENSG00000112514	1	0	0	1	0	0				m1_only
CUZD1	Q86UP6	HGNC:17937	ENSG00000138161	2	0	1	0	1	0	contextual	tissue_restricted_surface	low	both
CX3CL1	P78423	HGNC:10647	ENSG00000006210	4	1	1	1	1	0	contextual	dual_localization	medium	both
CX3CR1	P49238	HGNC:2558	ENSG00000168329	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
CXADR	P78310	HGNC:2559	ENSG00000154639	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
CXCL12	P48061	HGNC:10672	ENSG00000107562	1	0	1	0	0	0				m1_only
CXCL16	Q9H2A7	HGNC:16642	ENSG00000161921	3	1	0	0	1	1	contextual	dual_localization	high	both
CXCR1	P25024	HGNC:6026	ENSG00000163464	4	1	1	0	1	1	yes	multipass_with_exposed_loops	high	both
CXCR2	P25025	HGNC:6027	ENSG00000180871	4	1	1	1	1	0	yes	multipass_with_exposed_loops	high	both
CXCR3	P49682	HGNC:4540	ENSG00000186810	4	1	1	0	1	1	yes	multipass_with_exposed_loops	high	both
CXCR4	P61073	HGNC:2561	ENSG00000121966	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
CXCR5	P32302	HGNC:1060	ENSG00000160683	4	1	1	0	1	1	yes	multipass_with_exposed_loops	high	both
CXCR6	O00574	HGNC:16647	ENSG00000172215	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
CXORF66	Q5JRM2	HGNC:33743	ENSG00000203933	1	1	0	0	0	0				m1_only
CXorf66	Q5JRM2	HGNC:33743	ENSG00000203933	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
CYB561	P49447	HGNC:2571	ENSG00000008283	0	0	0	0	0	0	contextual	lysosomal_exocytosis	medium	sonnet_only
CYB5D2	Q8WUJ1	HGNC:28471	ENSG00000167740	1	0	0	1	0	0	contextual	dual_localization	low	both
CYBA	P13498	HGNC:2577	ENSG00000051523	2	1	1	0	0	0	yes	multipass_with_exposed_loops	high	both
CYBB	P04839	HGNC:2578	ENSG00000165168	4	1	1	0	1	1	yes	multipass_with_exposed_loops	high	both
CYBRD1	Q53TN4	HGNC:20797	ENSG00000071967	3	1	1	1	0	0	yes	multipass_with_exposed_loops	medium	both
CYCS	P99999	HGNC:19986	ENSG00000172115	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
CYLD	Q9NQC7	HGNC:2584	ENSG00000083799	1	0	1	0	0	0				m1_only
CYP2D7	A0A087X1C5	HGNC:2624	ENSG00000205702	1	1	0	0	0	0				m1_only
CYP2W1	Q8TAV3	HGNC:20243	ENSG00000073067	1	0	1	0	0	0				m1_only
CYP4A11	Q02928	HGNC:2642	ENSG00000187048	1	0	1	0	0	0				m1_only
CYP4F12	Q9HCS2	HGNC:18857	ENSG00000186204	1	0	1	0	0	0				m1_only
CYP4F2	P78329	HGNC:2645	ENSG00000186115	1	0	1	0	0	0				m1_only
CYSLTR1	Q9Y271	HGNC:17451	ENSG00000173198	3	1	0	0	1	1	yes	multipass_with_exposed_loops	high	both
CYSLTR2	Q9NS75	HGNC:18274	ENSG00000152207	2	1	0	0	1	0	yes	multipass_with_exposed_loops	high	both
CYSRT1	A8MQ03	HGNC:30529	ENSG00000197191	1	0	1	0	0	0				m1_only
CYTH1	Q15438	HGNC:9501	ENSG00000108669	2	0	1	0	0	1				m1_only
CYTH2	Q99418	HGNC:9502	ENSG00000105443	1	0	0	1	0	0				m1_only
CYTH4	Q9UIA0	HGNC:9505	ENSG00000100055	1	0	0	1	0	0				m1_only
CYTL1	Q9NRR1	HGNC:24435	ENSG00000170891	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
CYYR1	Q96J86	HGNC:16274	ENSG00000166265	1	1	0	0	0	0	contextual	dual_localization	low	both
DAAM1	Q9Y4D1	HGNC:18142	ENSG00000100592	1	0	0	1	0	0				m1_only
DAB2	P98082	HGNC:2662	ENSG00000153071	1	0	0	1	0	0				m1_only
DAB2IP	Q5VWQ8	HGNC:17294	ENSG00000136848	1	0	1	0	0	0				m1_only
DAG1	Q14118	HGNC:2666	ENSG00000173402	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
DAGLA	Q9Y4D2	HGNC:1165	ENSG00000134780	3	1	1	0	1	0				m1_only
DAGLB	Q8NCG7	HGNC:28923	ENSG00000164535	3	1	0	1	1	0	contextual	other	medium	both
DAW1	Q8N136	HGNC:26383	ENSG00000123977	1	0	0	1	0	0				m1_only
DBH	P09172	HGNC:2689	ENSG00000123454	1	0	0	0	0	1	contextual	cell_state_induced	medium	both
DBN1	Q16643	HGNC:2695	ENSG00000113758	1	0	0	1	0	0				m1_only
DBNL	Q9UJU6	HGNC:2696	ENSG00000136279	1	0	0	1	0	0				m1_only
DCAF16	Q9NXF7	HGNC:25987	ENSG00000163257	1	0	0	1	0	0				m1_only
DCBLD1	Q8N8Z6	HGNC:21479	ENSG00000164465	3	1	0	0	1	1	yes	classical_surface_receptor	medium	both
DCBLD2	Q96PD2	HGNC:24627	ENSG00000057019	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
DCC	P43146	HGNC:2701	ENSG00000187323	3	1	1	0	1	0	yes	classical_surface_receptor	high	both
DCHS1	Q96JQ0	HGNC:13681	ENSG00000166341	5	1	1	1	1	1	yes	classical_surface_receptor	high	both
DCHS2	Q6V1P9	HGNC:23111	ENSG00000197410	3	1	0	1	1	0	yes	classical_surface_receptor	medium	both
DCN	P07585	HGNC:2705	ENSG00000011465	1	0	0	0	0	1				m1_only
DCST1	Q5T197	HGNC:26539	ENSG00000163357	1	1	0	0	0	0	contextual	tissue_restricted_surface	medium	both
DCST2	Q5T1A1	HGNC:26562	ENSG00000163354	1	1	0	0	0	0	contextual	tissue_restricted_surface	medium	both
DCSTAMP	Q9H295	HGNC:18549	ENSG00000164935	3	1	1	0	1	0	yes	multipass_with_exposed_loops	high	both
DCT	P40126	HGNC:2709	ENSG00000080166	3	0	0	1	1	1	yes	classical_surface_receptor	medium	both
DCUN1D2	Q6PH85	HGNC:20328	ENSG00000150401	1	0	0	1	0	0				m1_only
DCXR	Q7Z4W1	HGNC:18985	ENSG00000169738	1	1	0	0	0	0	contextual	tissue_restricted_surface	medium	both
DDAH1	O94760	HGNC:2715	ENSG00000153904	1	0	0	1	0	0				m1_only
DDB2	Q92466	HGNC:2718	ENSG00000134574	1	0	0	1	0	0				m1_only
DDIAS	Q8IXT1	HGNC:26351	ENSG00000165490	1	0	0	1	0	0				m1_only
DDIT4L	Q96D03	HGNC:30555	ENSG00000145358	1	0	0	1	0	0				m1_only
DDR1	Q08345	HGNC:2730	ENSG00000204580	3	1	0	1	1	0	yes	classical_surface_receptor	high	both
DDR2	Q16832	HGNC:2731	ENSG00000162733	4	1	0	1	1	1	yes	classical_surface_receptor	high	both
DDT	P30046	HGNC:2732	ENSG00000099977	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
DDTL	A6NHG4	HGNC:33446	ENSG00000099974	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
DDX3X	O00571	HGNC:2745	ENSG00000215301	1	0	0	1	0	0				m1_only
DDX3Y	O15523	HGNC:2699	ENSG00000067048	1	0	0	1	0	0				m1_only
DDX4	Q9NQI0	HGNC:18700	ENSG00000152670	1	0	0	1	0	0				m1_only
DDX60L	Q5H9U9	HGNC:26429	ENSG00000181381	1	0	0	1	0	0				m1_only
DEFA3	P59666	HGNC:2762	ENSG00000239839	0	0	0	0	0	0	contextual	cell_state_induced	medium	sonnet_only
DEFB105A	Q8NG35	HGNC:18087	ENSG00000186562	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
DEFB105B	Q8NG35	HGNC:29930	ENSG00000186599	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
DEFB106A	Q8N104	HGNC:18088	ENSG00000186579	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
DEFB106B	Q8N104	HGNC:28879	ENSG00000187082	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
DEFB108B	Q8NET1	HGNC:29966	ENSG00000184276	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
DEFB109B	Q30KR1	HGNC:33469	ENSG00000206034	0	0	0	0	0	0	contextual	cell_state_induced	low	sonnet_only
DEFB113	Q30KQ7	HGNC:18094	ENSG00000214642	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
DEFB114	Q30KQ6	HGNC:18095	ENSG00000177684	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
DEFB115	Q30KQ5	HGNC:18096	ENSG00000215547	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
DEFB116	Q30KQ4	HGNC:18097	ENSG00000215545	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
DEFB118	Q96PH6	HGNC:16196	ENSG00000131068	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
DEFB119	Q8N690	HGNC:18099	ENSG00000180483	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
DEFB121	Q5J5C9	HGNC:18101	ENSG00000204548	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
DEFB126	Q9BYW3	HGNC:15900	ENSG00000125788	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
DEFB130B	P0DP73	HGNC:39814	ENSG00000233050	0	0	0	0	0	0	contextual	other	low	sonnet_only
DEFB131B	A0A096LNP1	HGNC:38058	ENSG00000225805	0	0	0	0	0	0	contextual	tissue_restricted_surface	low	sonnet_only
DEFB132	Q7Z7B7	HGNC:33806	ENSG00000186458	0	0	0	0	0	0	contextual	tissue_restricted_surface	medium	sonnet_only
DEK	P35659	HGNC:2768	ENSG00000124795	0	0	0	0	0	0	contextual	stable_surface_attachment	medium	sonnet_only
DENND6B	Q8NEG7	HGNC:32690	ENSG00000205593	1	0	0	1	0	0				m1_only
DES	P17661	HGNC:2770	ENSG00000175084	1	0	1	0	0	0				m1_only
DGCR2	P98153	HGNC:2845	ENSG00000070413	3	1	0	0	1	1	yes	classical_surface_receptor	medium	both
DGKB	Q9Y6T7	HGNC:2850	ENSG00000136267	1	0	0	1	0	0				m1_only
DGKG	P49619	HGNC:2853	ENSG00000058866	1	0	0	1	0	0				m1_only
DGKH	Q86XP1	HGNC:2854	ENSG00000102780	1	0	0	1	0	0				m1_only
DHH	O43323	HGNC:2865	ENSG00000139549	0	0	0	0	0	0	contextual	dual_localization	medium	sonnet_only
DHRS3	O75911	HGNC:17693	ENSG00000162496	1	0	1	0	0	0				m1_only
DHRS7B	Q6IAN0	HGNC:24547	ENSG00000109016	1	0	0	1	0	0				m1_only
DIABLO	Q9NR28	HGNC:21528	ENSG00000184047	1	0	1	0	0	0				m1_only
DIAPH3	Q9NSV4	HGNC:15480	ENSG00000139734	1	0	0	1	0	0				m1_only
DIO1	P49895	HGNC:2883	ENSG00000211452	1	1	0	0	0	0	yes	classical_surface_receptor	medium	both
DIO2	Q92813	HGNC:2884	ENSG00000211448	1	0	0	1	0	0				m1_only
DIO3	P55073	HGNC:2885	ENSG00000197406	1	1	0	0	0	0	yes	classical_surface_receptor	high	both
DIP2A	Q14689	HGNC:17217	ENSG00000160305	2	0	1	1	0	0				m1_only
DIPK2A	Q8NDZ4	HGNC:28490	ENSG00000181744	0	0	0	0	0	0	contextual	dual_localization	low	sonnet_only
