hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	uniprot_surface_flag	go_surface_flag	hpa_surface_flag	surfy_surface_flag	cspa_surface_flag	n_sources_surface	sonnet_verdict	sonnet_reason	universe_version	verdict_source
HGNC:17496	GKAP1	Q5VSY0	ENSG00000165113	80318	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23217	GKN1	Q9NS71	ENSG00000169605	56287	0	0	0	0	0	0	contextual	tissue_restricted_surface	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24588	GKN2	Q86XP6	ENSG00000183607	200504	0	0	0	0	0	0	no	secreted_only	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4296	GLA	P06280	ENSG00000102393	2717	0	0	0	0	0	0	no	secreted_only	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4298	GLB1	P16278	ENSG00000170266	2720	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:28129	GLB1L	Q6UWU2	ENSG00000163521	79411	0	0	0	0	0	0	no	secreted_only	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:25129	GLB1L2	Q8IW92	ENSG00000149328	89944	0	0	0	0	0	0	no	secreted_only	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:25147	GLB1L3	Q8NCI6	ENSG00000166105	112937	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:18713	GLCCI1	Q86VQ1	ENSG00000106415	113263	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:17855	GLCE	O94923	ENSG00000138604	26035	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4313	GLDC	P23378	ENSG00000178445	2731	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:29514	GLDN	Q6ZMI3	ENSG00000186417	342035	1	1	1	1	0	4	contextual	tissue_restricted_surface	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4315	GLE1	Q53GS7	ENSG00000119392	2733	0	0	0	0	0	0	no	nuclear_envelope	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4316	GLG1	Q92896	ENSG00000090863	2734	1	0	0	0	1	2	contextual	dual_localization	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4317	GLI1	P08151	ENSG00000111087	2735	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4318	GLI2	P10070	ENSG00000074047	2736	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4319	GLI3	P10071	ENSG00000106571	2737	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4320	GLI4	P10075	ENSG00000250571	2738	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:17001	GLIPR1	P48060	ENSG00000139278	11010	0	0	0	1	0	1	contextual	dual_localization	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:28392	GLIPR1L1	Q6UWM5	ENSG00000173401	256710	0	0	0	0	0	0	contextual	tissue_restricted_surface	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:28592	GLIPR1L2	Q4G1C9	ENSG00000180481	144321	0	0	0	0	0	0	contextual	dual_localization	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:18007	GLIPR2	Q9H4G4	ENSG00000122694	152007	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:29525	GLIS1	Q8NBF1	ENSG00000174332	148979	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:29450	GLIS2	Q9BZE0	ENSG00000126603	84662	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:28510	GLIS3	Q8NEA6	ENSG00000107249	169792	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:14373	GLMN	Q92990	ENSG00000174842	11146	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:29436	GLMP	Q8WWB7	ENSG00000198715	112770	0	0	0	1	1	2	contextual	lysosomal_exocytosis	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4323	GLO1	Q04760	ENSG00000124767	2739	0	0	1	0	0	1	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:14111	GLOD4	Q9HC38	ENSG00000167699	51031	0	0	0	0	0	0	no	secreted_only	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:33358	GLOD5	A6NK44	ENSG00000171433	392465	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4324	GLP1R	P43220	ENSG00000112164	2740	1	0	1	1	0	3	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4325	GLP2R	O95838	ENSG00000065325	9340	1	0	1	1	0	3	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4326	GLRA1	P23415	ENSG00000145888	2741	1	0	1	1	0	3	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4327	GLRA2	P23416	ENSG00000101958	2742	1	0	1	1	0	3	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4328	GLRA3	O75311	ENSG00000145451	8001	1	1	1	1	0	4	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4329	GLRB	P48167	ENSG00000109738	2743	1	1	0	1	0	3	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4330	GLRX	P35754	ENSG00000173221	2745	0	0	1	0	0	1	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:16065	GLRX2	Q9NS18	ENSG00000023572	51022	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:15987	GLRX3	O76003	ENSG00000108010	10539	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:20134	GLRX5	Q86SX6	ENSG00000182512	51218	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4331	GLS	O94925	ENSG00000115419	2744	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:29570	GLS2	Q9UI32	ENSG00000135423	27165	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:26483	GLT1D1	Q96MS3	ENSG00000151948	144423	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23671	GLT6D1	Q7Z4J2	ENSG00000204007	360203	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24870	GLT8D1	Q68CQ7	ENSG00000016864	55830	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24890	GLT8D2	Q9H1C3	ENSG00000120820	83468	0	0	0	0	1	1	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24867	GLTP	Q9NZD2	ENSG00000139433	51228	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:33756	GLTPD2	A6NH11	ENSG00000182327	388323	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4335	GLUD1	P00367	ENSG00000148672	2746	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4336	GLUD2	P49448	ENSG00000182890	2747	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4341	GLUL	P15104	ENSG00000135821	2752	0	0	1	0	0	1	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:13734	GLYAT	Q6IB77	ENSG00000149124	10249	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:30519	GLYATL1	Q969I3	ENSG00000166840	92292	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:37865	GLYATL1B	A0A0U1RQE8	ENSG00000255151	100287520	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24178	GLYATL2	Q8WU03	ENSG00000156689	219970	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:21349	GLYATL3	Q5SZD4	ENSG00000203972	389396	0	0	0	0	0	0	no	mitochondrial_internal	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24247	GLYCTK	Q8IVS8	ENSG00000168237	132158	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24434	GLYR1	Q49A26	ENSG00000140632	84656	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4367	GM2A	P17900	ENSG00000196743	2760	0	1	0	0	0	1	no	secreted_only	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23843	GMCL1	Q96IK5	ENSG00000087338	64395	0	0	0	0	0	0	no	nuclear_envelope	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:19717	GMCL2	Q8NEA9	ENSG00000244234	64396	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4369	GMDS	O60547	ENSG00000112699	2762	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4370	GMEB1	Q9Y692	ENSG00000162419	10691	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4371	GMEB2	Q9UKD1	ENSG00000101216	26205	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4373	GMFB	P60983	ENSG00000197045	2764	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4374	GMFG	O60234	ENSG00000130755	9535	0	0	0	0	0	0	contextual	lysosomal_exocytosis	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24852	GMIP	Q9P107	ENSG00000089639	51291	0	0	1	0	0	1	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4375	GML	Q99445	ENSG00000104499	2765	0	0	0	1	0	1	yes	gpi_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:40049	GMNC	A6NCL1	ENSG00000205835	647309	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:17493	GMNN	O75496	ENSG00000112312	51053	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:22923	GMPPA	Q96IJ6	ENSG00000144591	29926	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:22932	GMPPB	Q9Y5P6	ENSG00000173540	29925	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4376	GMPR	P36959	ENSG00000137198	2766	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4377	GMPR2	Q9P2T1	ENSG00000100938	51292	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4378	GMPS	P49915	ENSG00000163655	8833	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4379	GNA11	P29992	ENSG00000088256	2767	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4380	GNA12	Q03113	ENSG00000146535	2768	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4381	GNA13	Q14344	ENSG00000120063	10672	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4382	GNA14	O95837	ENSG00000156049	9630	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4383	GNA15	P30679	ENSG00000060558	2769	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4384	GNAI1	P63096	ENSG00000127955	2770	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4385	GNAI2	P04899	ENSG00000114353	2771	0	1	1	0	0	2	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4387	GNAI3	P08754	ENSG00000065135	2773	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4388	GNAL	P38405	ENSG00000141404	2774	0	1	1	0	0	2	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4389	GNAO1	P09471	ENSG00000087258	2775	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4390	GNAQ	P50148	ENSG00000156052	2776	0	1	1	0	0	2	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4392	GNAS	Q5JWF2	ENSG00000087460	2778	1	1	1	0	0	3	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4393	GNAT1	P11488	ENSG00000114349	2779	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4394	GNAT2	P19087	ENSG00000134183	2780	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:22800	GNAT3	A8MTJ3	ENSG00000214415	346562	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4395	GNAZ	P19086	ENSG00000128266	2781	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4396	GNB1	P62873	ENSG00000078369	2782	0	1	1	0	0	2	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4397	GNB1L	Q9BYB4	ENSG00000185838	54584	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4398	GNB2	P62879	ENSG00000172354	2783	0	1	1	0	0	2	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4400	GNB3	P16520	ENSG00000111664	2784	0	1	1	0	0	2	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:20731	GNB4	Q9HAV0	ENSG00000114450	59345	0	1	1	0	0	2	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4401	GNB5	O14775	ENSG00000069966	10681	0	1	0	0	0	1	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23657	GNE	Q9Y223	ENSG00000159921	10020	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4402	GNG10	P50151	ENSG00000242616	2790	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4403	GNG11	P61952	ENSG00000127920	2791	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:19663	GNG12	Q9UBI6	ENSG00000172380	55970	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:14131	GNG13	Q9P2W3	ENSG00000127588	51764	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:53439	GNG14	A0A1W2PPG7	ENSG00000283980	105372280	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4404	GNG2	P59768	ENSG00000186469	54331	0	1	1	0	0	2	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4405	GNG3	P63215	ENSG00000162188	2785	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4407	GNG4	P50150	ENSG00000168243	2786	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4408	GNG5	P63218	ENSG00000174021	2787	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24826	GNG5B	A0A804HLA8	ENSG00000133136	347687	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4410	GNG7	O60262	ENSG00000176533	2788	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:19664	GNG8	Q9UK08	ENSG00000167414	94235	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4411	GNGT1	P63211	ENSG00000127928	2792	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4412	GNGT2	O14610	ENSG00000167083	2793	0	1	0	0	0	1	no	inner_leaflet_anchored	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4413	GNL1	P36915	ENSG00000204590	2794	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:29925	GNL2	Q13823	ENSG00000134697	29889	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:29931	GNL3	Q9BVP2	ENSG00000163938	26354	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:25553	GNL3L	Q9NVN8	ENSG00000130119	54552	0	0	0	0	0	0	no	nuclear	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4414	GNLY	P22749	ENSG00000115523	10578	0	0	0	0	0	0	no	secreted_only	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4415	GNMT	Q14749	ENSG00000124713	27232	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4416	GNPAT	O15228	ENSG00000116906	8443	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4417	GNPDA1	P46926	ENSG00000113552	10007	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:21526	GNPDA2	Q8TDQ7	ENSG00000163281	132789	0	0	0	0	0	0	no	cytoplasmic	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:19980	GNPNAT1	Q96EK6	ENSG00000100522	64841	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:29670	GNPTAB	Q3T906	ENSG00000111670	79158	0	0	0	0	1	1	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:23026	GNPTG	Q9UJJ9	ENSG00000090581	84572	0	0	0	0	1	1	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4419	GNRH1	P01148	ENSG00000147437	2796	0	0	0	0	0	0	no	secreted_only	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4420	GNRH2	O43555	ENSG00000125787	2797	0	0	0	0	0	0	no	secreted_only	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4421	GNRHR	P30968	ENSG00000109163	2798	1	0	0	1	0	2	yes	multipass_with_exposed_loops	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4422	GNS	P15586	ENSG00000135677	2799	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4424	GOLGA1	Q92805	ENSG00000136935	2800	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4425	GOLGA2	Q08379	ENSG00000167110	2801	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4426	GOLGA3	Q08378	ENSG00000090615	2802	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4427	GOLGA4	Q13439	ENSG00000144674	2803	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4428	GOLGA5	Q8TBA6	ENSG00000066455	9950	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:13567	GOLGA6A	Q9NYA3	ENSG00000159289	342096	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:32205	GOLGA6B	A6NDN3	ENSG00000215186	55889	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:32206	GOLGA6C	A6NDK9	ENSG00000167195	653641	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:32204	GOLGA6D	P0CG33	ENSG00000140478	653643	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:37444	GOLGA6L1	Q8N7Z2	ENSG00000273976	283767	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:37228	GOLGA6L10	A6NI86	ENSG00000278662	647042	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:49416	GOLGA6L19	H0YKK7		101927601	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:26695	GOLGA6L2	Q8N9W4	ENSG00000174450	283685	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:50289	GOLGA6L22	H0YM25	ENSG00000277865	440243	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:55710	GOLGA6L24	P0DX00	ENSG00000237850	645202	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:55711	GOLGA6L25	P0DX01	ENSG00000227717	100132202	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:56306	GOLGA6L26	P0DX02	ENSG00000273756	102723623	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:27256	GOLGA6L4	A6NEF3	ENSG00000184206	643707	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:37225	GOLGA6L6	A8MZA4	ENSG00000277322	727832	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:37442	GOLGA6L7	A0A1B0GV03	ENSG00000261649	728310	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:37229	GOLGA6L9	A6NEM1	ENSG00000197978	440295	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24876	GOLGA7	Q7Z5G4	ENSG00000147533	51125	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:31668	GOLGA7B	Q2TAP0	ENSG00000155265	401647	0	0	0	0	0	0	contextual	dual_localization	cu_2026_05_12_post_silentdrop_fix	pubmed_rescue
HGNC:31972	GOLGA8A	A7E2F4	ENSG00000175265	23015	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:31973	GOLGA8B	A8MQT2	ENSG00000215252	440270	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:32378	GOLGA8F	P0DX52	ENSG00000153684	100132565	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:25328	GOLGA8G	P0DX53	ENSG00000183629	283768	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:37443	GOLGA8H	P0CJ92	ENSG00000261794	728498	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:38650	GOLGA8J	A6NMD2	ENSG00000179938	653073	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:38652	GOLGA8K	D6RF30	ENSG00000249931	653125	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:44404	GOLGA8M	H3BSY2	ENSG00000188626	653720	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:44405	GOLGA8N	F8WBI6	ENSG00000232653	643699	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:44406	GOLGA8O	A6NCC3	ENSG00000206127	728047	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:44408	GOLGA8Q	H3BV12	ENSG00000178115	727909	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:44407	GOLGA8R	I6L899	ENSG00000186399	101059918	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:44409	GOLGA8S	H3BPF8	ENSG00000261739	653061	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:44410	GOLGA8T	H3BQL2	ENSG00000261247	653075	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:4429	GOLGB1	Q14789	ENSG00000173230	2804	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:15448	GOLIM4	O00461	ENSG00000173905	27333	0	0	0	0	1	1	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:15451	GOLM1	Q8NBJ4	ENSG00000135052	51280	0	0	0	0	0	0	contextual	dual_localization	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:24892	GOLM2	Q6P4E1	ENSG00000166734	113201	0	0	0	0	1	1	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
HGNC:15452	GOLPH3	Q9H4A6	ENSG00000113384	64083	0	0	0	0	0	0	no	endomembrane_resident	cu_2026_05_12_post_silentdrop_fix	ncbi
